"wikidataId","fullName","frName","birthDate","birthPlace","deathDate","deathPlace","height","positions"
"Q3350252","Ole Avei","Ole Avei",1983-06-13,"Wellington",NA,NA,181,"Hooker"
"Q3350639","Oliver Atkinson","Oliver Atkinson",1980-09-20,"Sheffield",NA,NA,199,"2nd Row"
"Q3350770","Olivier August","Olivier August",1985-08-11,"Dax; Landes",NA,NA,189,"Flanker"
"Q3350776","Olivier Azam","Olivier Azam",1974-10-21,"Tarbes",NA,NA,183,"Hooker"
"Q3350802","Olivier Beaudon","Olivier Beaudon",1972-03-07,"Soissons",NA,NA,174,"Scrum-Half; Winger"
"Q3350812","Olivier Benassis","Olivier Benassis",1982-08-19,NA,NA,NA,NA,"Centre"
"Q3350878","Olivier Caisso","Olivier Caisso",1985-12-17,"Pertuis",NA,NA,198,"2nd Row"
"Q3350882","Olivier Campan","Olivier Campan",1970-03-15,"Mauvezin; Gers",NA,NA,180,"Centre; Winger; Fullback"
"Q3350885","Olivier Carbonneau","Olivier Carbonneau",1967-12-12,NA,NA,NA,NA,"Centre"
"Q3350982","Olivier Diomandé","Olivier Diomandé",1974-04-26,NA,NA,NA,180,"Hooker"
"Q3351054","Olivier Gallion","Olivier Gallion",1981-09-17,"Ollioules",NA,NA,183,"Centre"
"Q3351071","Olivier Grimaud","Olivier Grimaud",1986-01-03,"Toulon",NA,NA,180,"Fullback; Centre; Winger; Fly-Half"
"Q3351185","Olivier Magne","Olivier Magne",1973-04-11,"Aurillac",NA,NA,188,"Flanker"
"Q3351222","Olivier Merle","Olivier Merle",1965-11-14,"Chamalières",NA,NA,198,"2nd Row"
"Q3351223","Olivier Missoup","Olivier Missoup",1981-02-05,"Neuilly-sur-Seine",NA,NA,193,"Flanker"
"Q3351228","Olivier Milloud","Olivier Milloud",1975-12-09,"Saint-Vallier; Drôme",NA,NA,185,"Prop"
"Q3351244","Olivier Nauroy","Olivier Nauroy",1975-07-14,NA,NA,NA,195,"2nd Row"
"Q3351263","Olivier Olibeau","Olivier Olibeau",1977-04-13,"Perpignan",NA,NA,197,"2nd Row"
"Q3351340","Olivier Rosemplatt","Olivier Rosemplatt",1976-01-23,"Marseille",NA,NA,202,"2nd Row"
"Q3351349","Olivier Roumat","Olivier Roumat",1966-06-16,"Mont-de-Marsan",NA,NA,202,"2nd Row; Flanker; Number 8"
"Q3351368","Olivier Saïsset","Olivier Saïsset",1949-06-07,"Le Poujol-sur-Orb",NA,NA,NA,"Flanker"
"Q3351370","Olivier Sarramea","Olivier Sarraméa",1975-10-20,"Tarbes",NA,NA,193,"Winger; Fullback; Centre"
"Q3351392","Olivier Sourgens","Olivier Sourgens",1972-01-17,"Cenon",NA,NA,183,"Prop"
"Q3351395","Olivier Sverzut","Olivier Sverzut",1975-08-25,"Agen",NA,NA,194,"Number 8"
"Q3351407","Olivier Tissot","Olivier Tissot",1986-07-15,NA,NA,NA,184,"Prop"
"Q3351415","Olivier Toulouze","Olivier Toulouze",1970-12-25,"Lourdes",NA,NA,185,"Fullback; Winger"
"Q3351501","Ollie Campbell","Ollie Campbell",1954-03-05,"Dublin",NA,NA,187,"Fly-Half"
"Q3351505","Ollie Phillips","Ollie Phillips",1983-09-08,"Brighton",NA,NA,180,"Winger"
"Q3351507","Ollie le Roux","Ollie Le Roux",1973-05-10,"Fort Beaufort",NA,NA,183,"Prop"
"Q3351509","Ollie Smith","Ollie Smith",1982-08-14,"Leicester",NA,NA,185,"Centre; Winger"
"Q3351519","Olly Barkley","Olly Barkley",1981-11-28,"Hammersmith",NA,NA,178,"Fly-Half; Centre"
"Q3351859","Omar Hassanein","Omar Hassanein",1976-12-29,NA,NA,NA,NA,NA
"Q3354096","Opeta Palepoi","Opeta Palepoi",1975-12-02,"Apia",NA,NA,195,"2nd Row; Flanker"
"Q3354097","Opeti Fonua","Opeti Fonua",1986-05-26,"Kolonga",NA,NA,197,"Number 8; 2nd Row"
"Q3355146","Orazio Arancio","Orazio Arancio",1967-11-15,"Catania",NA,NA,190,"Flanker; Number 8"
"Q3355837","Orene Ai'i","Orene Ai'i",1979-09-23,"Apia",NA,NA,178,"Fullback; Fly-Half; Winger; Centre"
"Q3356944","Oscar Astarloa","Oscar Astarloa",1974-09-06,"Elgoibar",NA,NA,190,"3rd Row"
"Q3357354","Ossie Williams","Ossie Williams",1921-04-12,"Llanelli",1988-03-23,"Risca",NA,"Flanker"
"Q3357573","Otar Eloshvili","Otar Eloshvili",1978-11-15,NA,NA,NA,NA,"Centre"
"Q3358954","Ovidiu Tonița","Ovidiu Tonița",1980-08-06,"Bârlad",NA,NA,195,"Flanker"
"Q3358989","Owen Badger","Owen Badger",1871-11-03,"Llanelli",1939-03-17,"Llanelli",NA,"Centre"
"Q3358996","Owen Finegan","Owen Finegan",1972-04-22,"Sydney",NA,NA,198,"Flanker; 2nd Row"
"Q3359960","Pablo Camerlinckx","Pablo Camerlinckx",1970-05-15,NA,NA,NA,188,"Number 8"
"Q3359961","Pablo Cardinali","Pablo Cardinali",1976-10-22,"San Juan; Argentina",NA,NA,182,"Prop"
"Q3359963","Pablo Bouza","Pablo Bouza",1973-05-09,"Rosario",NA,NA,193,"2nd Row; Number 8"
"Q3359970","Pablo Gambarini","Pablo Gambarini",1980-05-05,"Tucumán Province",NA,NA,178,"Hooker"
"Q3359971","Pablo Gomez Cora","Pablo Gomez Cora",1976-06-03,"Lomas de Zamora",NA,NA,180,"Winger; Centre"
"Q3359973","Pablo Garretón","Pablo Garretón",1966-06-26,NA,NA,NA,NA,"Flanker"
"Q3359976","Pablo Henn","Pablo Henn",1982-07-15,"Don Torcuato",NA,NA,182,"Prop"
"Q3359982","Pablo Lemoine","Pablo Lemoine",1975-03-01,"Montevideo",NA,NA,185,"Prop"
"Q3360253","Paco Rodriguez","Paco Rodriguez",1980-07-22,NA,NA,NA,183,"Hooker"
"Q3360340","Paddy Johns","Paddy Johns",1968-02-19,"Portadown",NA,NA,198,"2nd Row"
"Q3360343","Paddy O'Brien","Paddy O'Brien",1959-07-19,NA,NA,NA,NA,NA
"Q3360349","Paddy Wallace","Paddy Wallace",1979-08-27,"Belfast",NA,NA,181,"Fly-Half; Centre; Fullback"
"Q3360612","Paino Hehea","Paino Kelekolio Hehea",1979-02-01,"Vaini",NA,NA,198,"2nd Row"
"Q3362658","Paolo Rosi","Paolo Rosi",1924-04-20,"Rome",1997-04-30,"Rome",NA,"Centre; Winger"
"Q3367248","Pascal Ancelin","Pascal Ancelin",1982-01-13,NA,NA,NA,NA,"Centre"
"Q3367270","Pascal Bazani","Pascal Bazani",1978-07-04,NA,NA,NA,NA,NA
"Q3367300","Pascal Bomati","Pascal Bomati",1973-10-13,"Perpignan",NA,NA,179,"Winger"
"Q3367316","Pascal Béraud","Pascal Béraud",1964-01-31,"Agnac",NA,NA,NA,"2nd Row"
"Q3367351","Pascal Cotet","Pascal Cotet",1993-10-12,"Guilherand-Granges",NA,NA,184,"Prop"
"Q3367429","Pascal Giordani","Pascal Giordani",1974-06-01,"Belfort",NA,NA,180,"Centre"
"Q3367455","Pascal Idieder","Pascal Idieder",1982-02-05,"Saint-Palais; Pyrénées-Atlantiques",NA,NA,175,"Prop"
"Q3367463","Pascal Jehl","Pascal Jehl",1965-01-01,NA,NA,NA,NA,"Winger"
"Q3367475","Pascal Lacroix","Pascal Lacroix",1967-03-02,"Nogaro",NA,NA,NA,"Centre"
"Q3367479","Pascal Laporte","Pascal Laporte",1876-04-13,"Bordeaux",1947-04-06,NA,175,"Winger; Centre"
"Q3367547","Pascal Ondarts","Pascal Ondarts",1956-04-01,"Méharin",NA,NA,178,"Prop"
"Q3367560","Pascal Peyron","Pascal Peyron",1970-10-07,"Valence; Drôme",NA,NA,180,"Prop"
"Q3367629","Pascal Vignard","Pascal Vignard",1980-07-15,"Toulouse",NA,NA,191,"3rd Row"
"Q3368519","Pat Barnard","Pat Barnard",1981-07-03,"Gqeberha",NA,NA,183,"Prop"
"Q3368542","Pat Howard","Pat Howard",1973-11-14,"Sydney",NA,NA,178,"Centre"
"Q3368550","Pat Lam","Pat Lam",1968-09-29,"Auckland",NA,NA,188,"Number 8"
"Q3368574","Pat O'Connor","Pat O'Connor",1985-01-07,"Brisbane",NA,NA,197,"2nd Row"
"Q3368577","Pat Palmer","Pat Palmer",1962-11-06,NA,NA,NA,NA,"Winger"
"Q3368588","Pat Riordan","Pat Riordan",1979-09-30,"London; Ontario",NA,NA,185,"Hooker"
"Q3368863","Patrice Auboiroux","Patrice Auboiroux",1949-01-16,"Brive-la-Gaillarde",2006-07-03,"Brive-la-Gaillarde",NA,"Fullback"
"Q3368874","Patrice Blachère","Patrice Blachère",1960-05-05,"Avignon",NA,NA,178,"Centre"
"Q3368910","Patrice Collazo","Patrice Collazo",1974-04-27,"La Seyne-sur-Mer",NA,NA,185,"Prop"
"Q3369031","Patrice Serre","Patrice Serre",1978-06-15,NA,NA,NA,NA,"Winger"
"Q3369037","Patrice Teisseire","Patrice Teisseire",1973-05-01,"Toulon",NA,NA,180,"Fullback"
"Q3369046","Patrice Vacchino","Patrice Vacchino",1970-07-15,"Créteil",NA,NA,186,"Flanker"
"Q3369192","Patrick Arlettaz","Patrick Arlettaz",1972-04-04,"Perpignan",NA,NA,182,"Centre"
"Q3369223","Patrick Bentaboulet","Patrick Bentaboulet",1956-04-20,"Toulouse",NA,NA,172,"Hooker"
"Q3369247","Patrick Blanco","Patrick Blanco",1979-05-18,NA,NA,NA,NA,"Prop"
"Q3369253","Patrick Bonal","Patrick Bonal",NA,NA,NA,NA,NA,"Fullback; Winger"
"Q3369263","Patrick Bosque","Patrick Bosque",1978-04-08,"Auch",NA,NA,175,"Winger; Fullback; Centre"
"Q3369269","Patrick Boucheix","Patrick Boucheix",1954-03-25,"Olby",NA,NA,174,"Prop; Hooker"
"Q3369432","Patrick Estève","Patrick Estève",1959-02-14,"Lavelanet",NA,NA,183,"Winger"
"Q3369451","Patrick Fort","Patrick Fort",1957-10-13,"Mazamet",NA,NA,176,"Fly-Half; Centre; Winger"
"Q3369457","Patrick Furet","Patrick Furet",1973-07-10,"Porto-Vecchio",NA,NA,190,"Flanker"
"Q3369473","Patrick Goirand","Patrick Goirand",1972-10-16,"Grenoble",NA,NA,183,"Fly-Half"
"Q3369501","Patrick Hancock","Patrick Hancock",1883-07-08,"Assam",1940-12-22,"Minnedosa; Manitoba",NA,"Fly-Half"
"Q3369596","Pat Lavery","Patrick Lavery",1949-04-29,"Cheltenham",NA,NA,NA,"Centre; Winger"
"Q3369637","Patrick Louchart","Patrick Louchart",1953-03-13,"Brive-la-Gaillarde",NA,NA,177,"Prop"
"Q3369646","Patrick Lubungu","Patrick Lubungu",1970-09-04,"Kinshasa",NA,NA,196,"2nd Row"
"Q3369691","Patrick Mesny","Patrick Mesny",1954-08-18,"Montluçon",NA,NA,185,"Centre"
"Q3369725","Patrick Munro","Patrick Munro",1883-10-09,NA,1942-05-03,NA,NA,"Fly-Half"
"Q3369761","Patrick Perrier","Patrick Perrier",1957-01-20,"Bayonne",2015-07-22,"Bidarray",178,"Centre"
"Q3369806","Paddy Reid","Patrick Reid",1924-03-17,"Limerick",2016-01-08,"Limerick",NA,"Centre"
"Q3369831","Patrick Salas","Patrick Salas",1954-03-03,"Narbonne",2017-01-09,"Gruissan",187,"2nd Row; Prop"
"Q3369847","Patrick Serrière","Patrick Serrière",1960-07-07,NA,NA,NA,NA,"2nd Row"
"Q3369876","Patrick Sykes","Patrick Sykes",1925-03-03,"Vancouver",2014-01-14,"Devon",NA,"Scrum-Half"
"Q3369881","Patrick Tabacco","Patrick Tabacco",1974-03-23,"Toulouse",NA,NA,199,"Flanker; Number 8"
"Q3370427","Paul Ackford","Paul Ackford",1958-02-26,"Hanover",NA,NA,208,"2nd Row"
"Q3370513","Paul Arnold","Paul Arnold",1968-04-28,"Morriston",NA,NA,196,"2nd Row"
"Q3370575","Paul Barrère","Paul Barrère",1905-10-09,"Elne",1978-08-21,"Toulon",186,"2nd Row"
"Q3370657","Paul Blanc","Paul Blanc",1931-10-19,"Toulouse",2021-03-04,NA,NA,"Centre"
"Q3370690","Paul Bonnefond","Paul Bonnefond",1988-09-13,"Tours",NA,NA,189,"Centre; Winger"
"Q3370703","Paul Bosch","Paul Bosch",1984-09-24,"Pretoria",NA,NA,180,"Centre"
"Q3370720","Paul Boyer","Paul Boyer",1908-05-19,"Arthès",2004-06-13,"Albi",NA,"Scrum-Half"
"Q3370767","Paul Burnell","Paul Burnell",1965-09-29,"Edinburgh",NA,NA,185,"Prop"
"Q3370769","Paul Burke","Paul Burke",1973-05-01,NA,NA,NA,173,"Fly-Half"
"Q3370925","Paul Cooke","Paul Cooke",1967-01-09,"Hastings; New Zealand",NA,NA,183,"Winger; Centre"
"Q3370930","Paul Cornish","Paul Cornish",1965-01-17,"Canberra",NA,NA,NA,"Centre"
"Q3370941","Paul Couet-Lannes","Paul Couet-Lannes",1991-03-12,"Pau; Pyrénées-Atlantiques",NA,NA,187,"Fullback"
"Q3370967","Paul Dabrin","Paul Dabrin",1983-11-15,NA,NA,NA,NA,"Winger"
"Q3370998","Paul Dean","Paul Dean",1960-06-28,"Dublin",NA,NA,NA,"Fly-Half"
"Q3371004","Paul Dedeyn","Paul Dedeyn",1880-12-11,"Moulineaux",1940-06-04,"Excideuil",NA,"Prop"
"Q3371005","Paul Dedieu","Paul Dedieu",1933-05-08,"Toulouse",2012-10-26,"Toulouse",168,"Fullback"
"Q3371048","Paul Derbyshire","Paul Derbyshire",1986-11-03,"Cecina; Tuscany",NA,NA,191,"Flanker; Number 8"
"Q3371076","Paul Diggin","Paul Diggin",1985-01-23,"Northampton",NA,NA,173,"Winger"
"Q3371089","Paul Dodge","Paul Dodge",1958-02-26,"Leicester",NA,NA,NA,"Centre"
"Q3371165","Paul Emerick","Paul Emerick",1980-01-24,"Emmetsburg; Iowa",NA,NA,183,"Centre; Fullback"
"Q3371272","Paul Galiay","Paul Galiay",1889-01-21,"Tarbes",1957-12-31,"Tarbes",171,"Flanker"
"Q3371288","Paul Garrigues","Paul Garrigues",1944-07-10,"Lavelanet-de-Comminges",2011-10-16,"Tournefeuille",188,"2nd Row"
"Q3371352","Paul Goze","Paul Goze",1951-09-03,NA,NA,NA,188,"2nd Row"
"Q3371365","Paul Grayson","Paul Grayson",1971-05-30,"Chorley",NA,NA,180,"Fly-Half"
"Q3371372","Paul Griffen","Paul Griffen",1975-03-30,"Dunedin",NA,NA,178,"Scrum-Half"
"Q3371380","Paul Guffroy","Paul Guffroy",1978-10-18,"Toulouse",NA,NA,196,"2nd Row"
"Q3371409","Paul Gustard","Paul Gustard",1976-02-02,"Newcastle upon Tyne",NA,NA,NA,"Flanker"
"Q3371471","Paul Hodgson","Paul Hodgson",1982-04-25,"Epsom",NA,NA,173,"Scrum-Half"
"Q3371478","Paul Honiss","Paul Honiss",1963-06-18,NA,NA,NA,NA,NA
"Q3371541","Paul Johnstone","Paul Johnstone",1930-06-30,NA,1996-04-22,NA,NA,"Winger"
"Q3371597","Paul Labadie","Paul Labadie",1928-04-27,"Bayonne",2017-01-12,"Bayonne",170,"Hooker"
"Q3371640","Paul Lasaosa","Paul Lasaosa",1927-07-13,"Dax; Landes",1988-07-03,"Saint-Paul-lès-Dax",172,"Centre"
"Q3371811","Paul Mauriat","Paul Mauriat",1887-05-27,"Neuville-sur-Saône",1964-05-02,"2nd arrondissement of Lyon",181,"Hooker; Prop; 2nd Row"
"Q3371822","Paul McLean","Paul McLean",1953-10-12,"Ipswich; Queensland",NA,NA,NA,"Fly-Half; Fullback"
"Q3371870","Paul Moriarty","Paul Moriarty",1964-07-16,"Morriston",NA,NA,195,"3rd Row"
"Q3372031","Paul Porical","Paul Porical",1911-10-23,"Pézilla-la-Rivière",1977-08-10,"Pézilla-la-Rivière",166,"Fullback"
"Q3372090","Paul Rendall","Paul Rendall",1954-02-18,"London",2023-06-13,NA,NA,"Prop"
"Q3372102","Paul Ringer","Paul Ringer",1948-01-28,NA,NA,NA,NA,"Flanker"
"Q3372131","Paul Roos","Paul Roos",1880-10-30,"Rus-en-Vrede",1948-09-22,"Stellenbosch",180,"Forward"
"Q3372148","Paul Sagot","Paul Sagot",1885-01-15,"Dijon",1959-06-27,"Le Havre",172,"Centre; Winger"
"Q3372289","Paul Thorburn","Paul Thorburn",1962-11-24,"Rheindahlen",NA,NA,183,"Fullback"
"Q3372292","Paul Tignol","Paul Tignol",1933-05-26,NA,1995-08-31,NA,NA,"2nd Row"
"Q3372319","Paul Tupai","Paul Tupai",1974-09-16,"Rotorua",NA,NA,193,"Flanker; Number 8; 2nd Row"
"Q3372394","Paul Volley","Paul Volley",1971-11-02,NA,NA,NA,185,"3rd Row"
"Q3372399","Paul Wallace","Paul Wallace",1971-12-30,"Cork (city)",NA,NA,185,"Prop"
"Q3372404","Paul Warwick","Paul Warwick",1981-01-08,NA,NA,NA,180,"Fly-Half; Fullback; Scrum-Half"
"Q3372650","Paulică Ion","Paulică Ion",1983-01-10,"Brăila",NA,NA,178,"Prop"
"Q3372654","Paulin Bascou","Paulin Bascou",1889-03-15,"Urrugne",1944-04-07,"Bayonne",172,"2nd Row"
"Q3372836","Paulo do Rio Branco","Paulo Paranhos",1876-07-10,"Paris",1927-02-14,"Suresnes",176,"Hooker; Fullback"
"Q3372974","Pavel Šťastný","Pavel Stastny",1980-02-06,"Prague",NA,NA,193,"Prop"
"Q3372995","Paliko Jimsheladze","Pavle Jimsheladze",1975-07-08,"Rustavi",NA,NA,180,"Fly-Half; Centre; Fullback"
"Q3374000","Pedrie Wannenburg","Pedrie Wannenburg",1981-01-02,"Mbombela",2022-04-22,"Houston",195,"Flanker; Number 8"
"Q3374070","Pedro Ledesma Arocena","Pedro Ledesma",1985-07-02,"Buenos Aires",NA,NA,186,"Prop"
"Q3374073","Pedro Leal","Pedro Leal",1984-04-28,"Lisbon",NA,NA,170,"Winger; Fullback; Scrum-Half"
"Q3374132","Pedro Sporleder","Pedro Sporleder",1971-01-02,"Buenos Aires",NA,NA,198,"2nd Row"
"Q3374566","Pelu Taele-Pavihi","Pelu Taele-Pavihi",1981-09-28,"Dunedin",NA,NA,202,"2nd Row"
"Q3374729","Peni Fakalelu","Peni Fakalelu",1984-09-11,"Holonga",NA,NA,185,"Prop"
"Q3375183","Percy Bush","Percy Bush",1879-06-23,"Cardiff",1955-05-19,NA,NA,"Fly-Half"
"Q3375217","Percy Phillips","Percy Phillips",1869-07-26,"Machen",1947-02-26,"Newport; Wales",NA,"Fly-Half"
"Q3376472","Peter Bracken","Peter Bracken",1977-12-01,NA,NA,NA,NA,"Prop"
"Q3376482","Peter Brown","Peter Brown",1941-12-16,"Troon",2025-01-12,NA,NA,"2nd Row; Number 8"
"Q3376484","Peter Burge","Peter Burge",1884-02-14,"Penrith; New South Wales",1956-07-15,"Hurstville; New South Wales",NA,"2nd Row"
"Q3376486","Peter Buxton","Peter Buxton",1978-08-21,"Cheltenham",NA,NA,193,"Flanker"
"Q3376505","Peter Clohessy","Peter Clohessy",1966-03-22,"Limerick",NA,NA,180,"Prop"
"Q3376542","Peter Dixon","Peter Dixon",1944-04-30,NA,2023-08-02,NA,NA,"Number 8"
"Q3376552","Peter Durcan","Peter Durcan",1986-07-27,"Sligo",NA,NA,182,"Fullback; Winger; Fly-Half"
"Q3376570","Peter FitzSimons","Peter Fitzsimmons",1961-06-29,NA,NA,NA,NA,"2nd Row"
"Q3376578","Peter Jones","Peter Frederick Hilton Jones",1932-03-24,NA,1994-06-07,NA,NA,"Flanker"
"Q3376624","Peter Grant","Peter Grant",1984-08-15,"Durban",NA,NA,186,"Fly-Half"
"Q3376641","Peter Hewat","Peter Hewat",1978-03-17,"Inverell",NA,NA,191,"Fullback; Winger; Fly-Half"
"Q3376657","Peter Howard","Peter Howard",1908-12-20,"Maidenhead",1965-02-25,"Lima",NA,"Number 8"
"Q3376661","Peter Hynes","Peter Hynes",1982-07-18,"Brisbane",NA,NA,180,"Winger; Fullback"
"Q3376668","Peter Jackson","Peter Jackson",1930-09-22,"Birmingham",2004-03-22,"Solihull",NA,"Winger"
"Q3376673","Peter Johnson","Peter Johnson",1936-09-13,NA,2016-07-12,NA,NA,"Hooker"
"Q3376694","Peter Kimlin","Peter Kimlin",1985-07-11,"Canberra",NA,NA,198,"Flanker; 2nd Row"
"Q3376765","Peter Morgan","Peter Morgan",1959-01-01,"Haverfordwest",2024-07-28,"Little Haven",NA,"Centre"
"Q3376820","Peter Poulos","Peter Poulos",1977-07-07,NA,NA,NA,191,"Flanker"
"Q3376849","Peter Richards","Peter Richards",1978-03-10,"Portsmouth",NA,NA,175,"Scrum-Half"
"Q3376855","Peter Rogers","Peter Rogers",1969-01-20,NA,NA,NA,NA,"Prop"
"Q3376886","Peter Slattery","Peter Slattery",1965-06-06,"Brisbane",NA,NA,NA,"Scrum-Half"
"Q3376889","Peter Squires","Peter Squires",1951-08-04,NA,NA,NA,NA,"Winger"
"Q3376918","Peter Thompson","Peter Thompson",1929-01-18,NA,NA,NA,NA,"Winger"
"Q3376925","Peter Tom","Peter Tom",NA,"Cornwall",NA,NA,NA,"2nd Row"
"Q3376950","Peter Walton","Peter Walton",1969-06-03,NA,NA,NA,NA,"Flanker"
"Q3376963","Peter Wheeler","Peter Wheeler",1948-11-26,"South Norwood",NA,NA,NA,"Hooker"
"Q3376966","Peter Williams","Peter Williams",1958-12-14,NA,NA,NA,NA,NA
"Q3376972","Peter Wright","Peter Wright",1967-12-30,NA,NA,NA,NA,NA
"Q3377603","Petre Mitu","Petre Mitu",1977-03-22,"Bucharest",NA,NA,175,"Scrum-Half"
"Q3377610","Petrișor Toderașc","Petrisor Toderasc",1980-07-15,"Iași",NA,NA,185,"Prop"
"Q3377669","Petru Bălan","Petru Bălan",1976-07-12,"Suceava",NA,NA,185,"Prop"
"Q3377682","Petrus Hauman","Petrus Hauman",1987-05-07,"Cape Town",NA,NA,194,"Number 8"
"Q3377852","Peyo Roussarie","Peyo Roussarie",1980-09-08,NA,NA,NA,180,"Scrum-Half"
"Q3378742","Phil Blakeway","Phil Blakeway",1950-12-31,"Cheltenham",NA,NA,NA,"Prop"
"Q3378749","Phil Christophers","Philip Christophers",1980-06-16,"Heidelberg",NA,NA,182,"Centre; Winger"
"Q3378755","W. P. C. Davies","Phil Davies",1928-08-06,"Abberley",2018-01-25,NA,NA,"Centre"
"Q3378756","Phil Davies","Phil Davies",1963-10-19,"Seven Sisters; Neath Port Talbot",NA,NA,NA,"2nd Row"
"Q3378758","Phil Davies","Phil Davies",1981-04-30,"Chester",NA,NA,193,"Number 8"
"Q3378774","Phil Godman","Phil Godman",1982-05-20,"Edinburgh",NA,NA,178,"Fly-Half"
"Q3378783","Phil Greening","Phil Greening",1975-10-03,"Gloucester",NA,NA,183,"Hooker"
"Q3378791","Phil Hawthorne","Phil Hawthorne",1943-10-24,"Newcastle; New South Wales",1994-09-18,NA,190,"Fly-Half"
"Q3378800","Phil Kearns","Phil Kearns",1967-06-27,"Sydney",NA,NA,183,"Hooker"
"Q3378814","Phil Mostert","Phil Mostert",1898-10-30,NA,1972-10-03,NA,NA,"Prop"
"Q3378818","Phil Murphy","Phil Murphy",1976-12-04,"St. John's; Newfoundland and Labrador",NA,NA,193,"Number 8; Flanker"
"Q3378823","Philip Orr","Phil Orr",1950-12-14,"Dublin",NA,NA,NA,"Prop"
"Q3378835","Phil Waller","Phil Waller",1889-01-28,"Bath; Somerset",1917-12-14,"Arras",NA,"2nd Row"
"Q3378838","Phil Waugh","Phil Waugh",1979-09-22,"Sydney",NA,NA,175,"Flanker"
"Q3378839","Phil de Glanville","Phil de Glanville",1968-10-01,NA,NA,NA,180,"Winger"
"Q3378891","Philemon Toleafoa","Philemon Toleafoa",1982-04-17,NA,NA,NA,193,"Prop"
"Q3378918","Philibert Capitani","Philibert Capitani",1928-07-31,NA,2020-08-17,NA,NA,"2nd Row"
"Q3378984","Philip Burger","Philip Burger",1980-05-28,"Pretoria",NA,NA,186,"Fullback; Winger"
"Q3379005","Philip Fitzgerald","Philip Fitzgerald",1977-03-11,"Stirling",NA,NA,184,"Hooker"
"Q3379022","Phil Hopkins","Philip Hopkins",1880-01-31,NA,1966-09-26,NA,NA,"Winger"
"Q3379044","Philip Maud","Philip Maud",1870-08-08,"Sudbury; Suffolk",1947-02-28,"Chelsea; London",NA,"Forward"
"Q3379116","Philipp Lemmer","Philipp Lemmer",1983-06-30,NA,NA,NA,NA,"Prop"
"Q3379325","Philippe Berbizier","Philippe Berbizier",1963-08-27,"Saint-Gaudens; Haute-Garonne",NA,NA,NA,"Hooker"
"Q3379329","Philippe Benetton","Philippe Benetton",1968-05-17,"Cahors",NA,NA,190,"Flanker"
"Q3379342","Philippe Bernat-Salles","Philippe Bernat-Salles",1970-02-17,NA,NA,NA,181,"Winger"
"Q3379358","Philippe Bidabé","Philippe Bidabé",1978-01-13,"Bayonne",NA,NA,178,"Winger; Centre"
"Q3379375","Philippe Boher","Philippe Boher",1969-12-09,"Perpignan",NA,NA,NA,"Number 8"
"Q3379385","Philippe Bonhoure","Philippe Bonhoure",1961-12-18,"Lavelanet",NA,NA,180,"Fullback"
"Q3379484","Philippe Bérot","Philippe Bérot",1965-01-29,"Tarbes",NA,NA,175,"Winger; Fullback"
"Q3379506","Philippe Carbonneau","Philippe Carbonneau",1971-04-15,"Toulouse",NA,NA,171,"Scrum-Half; Centre; Fly-Half"
"Q3379541","Philippe Chamayou","Philippe Chamayou",1962-10-23,"Béziers",NA,NA,184,"Flanker"
"Q3379707","Philippe Delannoy","Philippe Delannoy",1972-03-10,"Trévoux",NA,NA,192,"Number 8"
"Q3379735","Philippe Destribats","Philippe Destribats",1955-11-01,"Bayonne",2012-02-25,"Bordeaux",176,"Fullback; Winger; Fly-Half"
"Q3379743","Philippe Dintrans","Philippe Dintrans",1957-01-29,"Tarbes",NA,NA,180,"Hooker"
"Q3379804","Philippe Escande","Philippe Escande",1957-08-03,"Béziers",NA,NA,177,"Centre; Fly-Half"
"Q3379810","Philippe Etchegaray","Philippe Etchegaray",1979-07-03,"Saint-Palais; Pyrénées-Atlantiques",NA,NA,185,"Hooker"
"Q3379878","Philippe Gallart","Philippe Gallart",1962-12-18,"Béziers",NA,NA,184,"Prop"
"Q3379913","Philippe Gilibert","Philippe Gilibert",1963-02-26,"Brive-la-Gaillarde",NA,NA,188,NA
"Q3379921","Philippe Gimbert","Philippe Gimbert",1966-03-20,"Firminy",NA,NA,185,"Prop"
"Q3379970","Philippe Guicherd","Philippe Guicherd",1974-05-16,"Décines-Charpieu",NA,NA,196,"2nd Row"
"Q3379974","Philippe Guillard","Philippe Guillard",1961-05-13,NA,NA,NA,NA,"Winger"
"Q3380146","Philippe Lapoutge","Philippe Lapoutge",1975-05-28,"Toulouse",NA,NA,183,"Winger; Fullback"
"Q3380327","Philippe Marocco","Philippe Marocco",1960-06-14,"Cintegabelle",NA,NA,180,"Prop; Hooker"
"Q3380368","Philippe Meunier","Philippe Meunier",1963-06-19,NA,NA,NA,178,"Winger"
"Q3380418","Philippe Morrisson","Philippe Morrisson",1959-06-03,"Saint-Jean-de-Luz",NA,NA,168,"Scrum-Half"
"Q3380666","Philippe Rougé-Thomas","Philippe Rougé-Thomas",1961-08-01,"Lannemezan",NA,NA,178,"Fly-Half"
"Q3380687","Philippe Saint-André","Philippe Saint-André",1967-04-19,"Romans-sur-Isère",NA,NA,180,"Winger"
"Q3380699","Philippe Sauton","Philippe Sauton",1964-02-12,NA,NA,NA,NA,"Scrum-Half"
"Q3380748","Philippe Struxiano","Philippe Struxiano",1891-03-11,"Toulouse",1956-04-21,"Toulouse",168,"Scrum-Half"
