origWdId,origName,debugComment,frName,wpPage,birthDate,birthPlace,birthPlaceWP,deathDate,deathPlace,deathPlaceWP,height,positions
Q3093986,Gabriel Travaglini,,Gabriel Travaglini,Gabriel_Travaglini,1958-02-14,,,,,,,Troisième ligne centre
Q3094301,Gaffie du Toit,,Gaffie du Toit,Gaffie_du_Toit,1976-03-24,Le Cap,/wiki/Le_Cap,,,,181,Demi d'ouverture; arrière
Q3094850,Galo Álvarez,,Galo Álvarez,Galo_%C3%81lvarez,1978-09-08,Córdoba,/wiki/C%C3%B3rdoba_(Argentine),,,,184,Pilier
Q3094947,Gambo Adamou,,Gambo Adamou,Gambo_Adamou,1986-02-05,Yaoundé,/wiki/Yaound%C3%A9,,,,194,troisième ligne aile
Q3095279,Garan Evans,,Garan Evans,Garan_Evans,1973-02-16,Trimsaran,/wiki/Trimsaran,,,,182,Arrière
Q3095478,Gardyne Maitland,,Gardyne Maitland,Gardyne_Maitland,1865-12-07,Alloa,/wiki/Alloa,1907-02-13,,,,Trois-quart
Q3097758,Vasco Uva,,Vasco Uva,Vasco_Uva,1982-12-15,Lisbonne,/wiki/Lisbonne,,,,187,Troisième ligne aile; troisième ligne centre
Q3098293,Gareth Chilcott,,Gareth Chilcott,Gareth_Chilcott,1956-11-20,Bristol,/wiki/Bristol_(Royaume-Uni),,,,175,Pilier
Q3098294,Gareth Davies,,Gareth Davies,"Gareth_Davies_(rugby_%C3%A0_XV,_1955)",1955-09-29,Carmarthen,/wiki/Carmarthen,,,,,Demi d'ouverture
Q3098295,Gareth Delve,,Gareth Delve,Gareth_Delve,1982-12-30,Cardiff,/wiki/Cardiff,,,,193,troisième ligne centre
Q3098300,Gareth Evans,,Gareth Evans,Gareth_Evans_(joueur_gallois_de_rugby_%C3%A0_XV),1952-11-02,Newport,/wiki/Newport_(pays_de_Galles),,,,180,Ailier
Q3098305,Gareth Prothero,,Gareth Prothero,Gareth_Prothero,1941-12-07,Beddau,/w/index.php?title=Beddau&action=edit&redlink=1,,,,,Troisième ligne aile
Q3098306,Gareth Rees,,Gareth Rees,Gareth_Rees,1967-06-30,Duncan,/wiki/Duncan_(Colombie-Britannique),,,,183,Demi d'ouverture; centre; arrière
Q3098309,Gareth Roberts,,Gareth Roberts,Gareth_Roberts_(rugby_%C3%A0_XV),1959-01-15,Pontlliw,/wiki/Pontlliw,,,,188,Troisième ligne centre
Q3098316,Gareth Powell Williams,,Gareth Williams,"Gareth_Williams_(rugby_%C3%A0_XV,_1954)",1954-11-06,Bedlinog,/wiki/Bedlinog,2018-05-12,Bridgend,/wiki/Bridgend,193,Troisième ligne centre
Q3098336,Garfield Owen,,Garfield Owen,Garfield_Owen,1932-03-20,Llanharan,/wiki/Llanharan,2019-01-17,,,,Arrière
Q3098384,Garin Jenkins,,Garin Jenkins,Garin_Jenkins,1966-08-18,Ynysybwl,/wiki/Ynysybwl,,,,178,Talonneur
Q3098459,Garrick Morgan,,Garrick Morgan,Garrick_Morgan,1970-01-25,Sydney,/wiki/Sydney,,,,200,Deuxième ligne
Q3098492,Garry Pagel,,Garry Pagel,Garry_Pagel,1966-09-17,King William's Town,/wiki/King_William%27s_Town,,,,188,Pilier
Q3098496,Garth Cooke,,Garth Cooke,Garth_Cooke,1977-04-18,Grand Forks,/wiki/Grand_Forks_(Colombie-Britannique),,,,172,Pilier
Q3098499,Garth Ziegler,,Garth Ziegler,Garth_Ziegler,1986-03-21,,,,,,186,ailier
Q3098515,Gary Armstrong,,Gary Armstrong,Gary_Armstrong,1966-09-30,Édimbourg,/wiki/%C3%89dimbourg,,,,172,Demi de mêlée
Q3098540,Gary Ella,,Gary Ella,Gary_Ella,1960-07-23,La Perouse,/wiki/La_Perouse_(Australie),,,,,Centre
Q3098563,Gary Halpin,,Gary Halpin,Gary_Halpin,1966-02-14,Dublin,/wiki/Dublin,2021-02-23,,,183,Pilier
Q3098572,Gary Albert Knight,,Gary Knight,Gary_Knight,1951-08-26,Wellington,/wiki/Wellington,,,,187,Pilier
Q3098596,Gary Pearce,,Gary Pearce,Gary_Pearce,1956-03-02,Dinton,/wiki/Dinton_(Buckinghamshire),,,,,Pilier
Q3098605,Gary Rees,,Gary Rees,Gary_Rees,1960-05-02,Long Eaton,/wiki/Long_Eaton,,,,,Troisième ligne aile
Q3098615,Gary Seear,No stint found,Gary Seear,Gary_Seear,1952-02-19,,,2018-02-08,,,,Troisième ligne centre
Q3099064,Gaston Llanos,,Gaston Llanos,Gaston_Llanos,1980-12-20,Río Cuarto,/wiki/R%C3%ADo_Cuarto_(ville),,,,202,Deuxième ligne
Q3099241,Gastón Szabo,,Gastón Szabo,Gast%C3%B3n_Szabo,1984-11-20,Montevideo,/wiki/Montevideo,,,,190,Pilier
Q3099509,Gautier Gibouin,,Gautier Gibouin,Gautier_Gibouin,1989-03-24,Soyaux,/wiki/Soyaux,,,,184,Troisième ligne aile
Q3099581,Gavin Evans,,Gavin Evans,Gavin_Evans,1986-07-18,Swansea,/wiki/Swansea,,,,188,Centre
Q3099584,Gavin Hickie,,Gavin Hickie,Gavin_Hickie,1980-04-24,Dublin,/wiki/Dublin,,,,178,Talonneur
Q3099587,Gavin Lawless,,Gavin Lawless,Gavin_Lawless,1970-04-28,,,,,,182,Arrière
Q3099601,Gavin Thomas,,Gavin Thomas,Gavin_Thomas,1977-10-22,Royal Leamington Spa,/wiki/Royal_Leamington_Spa,,,,185,Troisième ligne aile; troisième ligne centre
Q3099832,Gaétan Landry,,Gaétan Landry,Ga%C3%A9tan_Landry,1987-06-06,,,,,,183,pilier
Q3099842,Gaël Arandiga,No stint found,Gaël Arandiga,Ga%C3%ABl_Arandiga,1975-04-03,,,,,,,Demi d'ouverture
Q3099860,Gaël Fickou,,Gaël Fickou,Ga%C3%ABl_Fickou,1994-03-26,La Seyne-sur-Mer,/wiki/La_Seyne-sur-Mer,,,,190,Centre; ailier
Q3099913,Gaëtan Guyon,,Gaëtan Guyon,Ga%C3%ABtan_Guyon,1988-09-20,La Rochelle,/wiki/La_Rochelle,,,,187,Pilier
Q3099915,Gaëtan Germain,,Gaëtan Germain,Ga%C3%ABtan_Germain,1990-07-02,Romans-sur-Isère,/wiki/Romans-sur-Is%C3%A8re,,,,190,Arrière
Q3100008,Gcobani Bobo,,Gcobani Bobo,Gcobani_Bobo,1979-09-12,King William's Town,/wiki/King_William%27s_Town,,,,180,Centre; ailier
Q3100446,Gene Fairbanks,,Gene Fairbanks,Gene_Fairbanks,1982-08-08,Goondiwindi,/wiki/Goondiwindi,,,,174,Centre; demi d'ouverture
Q3101042,Geoff Appleford,,Geoff Appleford,Geoff_Appleford,1977-09-26,Dundee,/wiki/Dundee_(Afrique_du_Sud),,,,190,Centre
Q3101045,Geoff Cross,,Geoff Cross,Geoff_Cross,1982-12-11,Édimbourg,/wiki/%C3%89dimbourg,,,,185,Pilier
Q3101048,Geoff Gray,,Geoff Gray,Geoff_Gray,1909-07-28,Hastings,/wiki/Hastings_(Royaume-Uni),1989-08-04,Le Cap,/wiki/Le_Cap,,Centre
Q3101049,Geoff Evans,,Geoff Evans,"Geoff_Evans_(rugby_%C3%A0_XV,_1942)",1942-05-01,Llanelli,/wiki/Llanelli,,,,,deuxième ligne
Q3101054,Geoff Pimblett,,Geoff Pimblett,Geoff_Pimblett,1944-05-11,St Helens,/wiki/St_Helens_(Merseyside),2018-02-19,,,,Arrière
Q3101064,Geoff Wheel,,Geoff Wheel,Geoff_Wheel,1951-06-30,Swansea,/wiki/Swansea,2024-12-26,,,,Deuxième ligne
Q3101065,Geoffrey Abadie,,Geofrey Abadie,Geofrey_Abadie,1965-04-01,Toulouse,/wiki/Toulouse,2015-06-06,Issy-les-Moulineaux,/wiki/Issy-les-Moulineaux,183,Ailier
Q3101068,Geoffrey Conway,No stint found,Geoffrey Conway,Geoffrey_Conway,1897-11-15,Cardiff,/wiki/Cardiff,1984-09-03,,,,troisième ligne centre
Q3101074,Geoffrey Doumayrou,,Geoffrey Doumayrou,Geoffrey_Doumayrou,1989-09-16,Montpellier,/wiki/Montpellier,,,,186,Centre
Q3101152,Geoffroy Messina,,Geoffroy Messina,Geoffroy_Messina,1982-05-29,La Tronche,/wiki/La_Tronche,,,,188,Centre
Q3101371,George Aitken,,George Aitken,George_Aitken,1898-07-02,Westport,/wiki/Westport_(Nouvelle-Z%C3%A9lande),1952-07-08,Wellington,/wiki/Wellington_(Nouvelle-Z%C3%A9lande),175,Centre
Q3101430,George Boots,,George Boots,George_Boots,1874-07-02,Aberbeeg,/w/index.php?title=Aberbeeg&action=edit&redlink=1,1928-12-29,Newport,/wiki/Newport_(pays_de_Galles),179,Avant
Q3101435,George Bowen,,George Bowen,George_Bowen_(rugby_%C3%A0_XV),1863-06,Swansea,/wiki/Swansea,1919-01-13,Porthcawl,/wiki/Porthcawl,,Trois-quart
Q3101480,George Chiriac,,George Chiriac,George_Chiriac,1979-10-30,Bârlad,/wiki/B%C3%A2rlad,,,,191,Troisième ligne aile
Q3101509,George Daneel,,George Daneel,George_Daneel,1904-08-29,Calvinia,/wiki/Calvinia,2004-10-19,Franschhoek,/wiki/Franschhoek,186,Troisième ligne centre
Q3101515,George Davis,No stint found,George Davis,George_Davis_(rugby_%C3%A0_XV),inconnue,,,,,,,arrière
Q3101517,George Davies,,George Davies,George_Davies_(rugby_%C3%A0_XV),1875-12-25,Llandeilo,/wiki/Llandeilo,1959-07-23,Llandeilo,/wiki/Llandeilo,,Centre; arrière
Q3101528,George Dickinson,,George Dickinson,George_Dickinson,1903-03-11,Dunedin,/wiki/Dunedin,1978-03-17,Lower Hutt,/wiki/Lower_Hutt,,Centre; demi d'ouverture
Q3101598,George A. Gillett,,George Gillett,George_Gillett_(joueur_de_rugby),1877-04-23,Leeston,/wiki/Leeston,1956-09-12,Auckland,/wiki/Auckland,183,Ailier; arrière
Q3101625,George Harder,,George Harder,George_Harder,1974-06-22,Moto'otua,/wiki/Apia,,,,185,Ailier; centre
Q3101626,George Frederick Harding,,George Harding,George_Harding,1858-08-14,Chorlton-cum-Hardy,/wiki/Chorlton-cum-Hardy,1927-07-08,Newport,/wiki/Newport_(pays_de_Galles),,"avant, arrière"
Q3101630,George Hart,,George Hart,George_Hart,1909-02-10,Christchurch,/wiki/Christchurch,1944-06-03,Sora,/wiki/Sora_(Italie),170,Ailier
Q3101635,George Hayward,,George Hayward,George_Hayward,1888-02-13,Skewen,/w/index.php?title=Skewen&action=edit&redlink=1,1948-02-14,Swansea,/wiki/Swansea,,Avant
Q3101653,George Horsburgh,No stint found,George Horsburgh,George_Horsburgh,1910-10-27,Stirling,/wiki/Stirling_(ville),1986-03-10,Wandsworth,/wiki/District_londonien_de_Wandsworth,,Deuxième ligne
Q3101700,George Kutarashvili,,George Kutarashvili,George_Kutarashvili,1978-03-27,Mtskheta,/wiki/Mtskheta,,,,173,Pilier
Q3101723,George C. Lindsay,,George Lindsay,George_Lindsay,1863-01-03,,,1905-04-05,Hampstead,/wiki/Hampstead_(Londres),,Trois-quarts
Q3101736,George MacPherson,,George MacPherson,George_MacPherson,1903-10-16,Newtonmore,/w/index.php?title=Newtonmore&action=edit&redlink=1,1981-03-02,Thame,/wiki/Thame,,Centre
Q3101791,George Nicholson,,George Nicholson,George_Nicholson_(rugby_%C3%A0_XV),1878-08-03,Auckland,/wiki/Auckland,1968-09-13,Auckland,/wiki/Auckland,191,deuxième ligne
Q3101802,George North,,George North,George_North,1992-04-13,King's Lynn,/wiki/King%27s_Lynn,,,,193,Ailier; centre
Q3101805,George Oprisor,,George Oprisor,George_Oprisor,1976-11-01,Ocna Sibiului,/wiki/Ocna_Sibiului,,,,193,Troisième ligne aile; deuxième ligne
Q3101871,George Roberts,,George Roberts,George_Roberts_(rugby_%C3%A0_XV),1914-02-13,Édimbourg,/wiki/%C3%89dimbourg,1943-08-02,Kanchanaburi,/wiki/Kanchanaburi,,arrière
Q3101874,George Robson,,George Robson,George_Robson_(rugby_%C3%A0_XV),1985-11-04,Stourbridge,/wiki/Stourbridge,,,,196,Deuxième ligne
Q3101921,George Skivington,,George Skivington,George_Skivington,1982-12-03,Warrington,/wiki/Warrington,,,,200,deuxième ligne
Q3101931,George Stephenson,No stint found,George Stephenson,George_Stephenson_(rugby_%C3%A0_XV),1901-12-22,Dromore,/wiki/Dromore_(comt%C3%A9_de_Down),1970-08-06,Lambeth,/wiki/Lambeth_(ville),,Centre
Q3101932,George Stevenson,,George Stevenson,George_Stevenson_(rugby_%C3%A0_XV),1933-05-30,Hawick,/wiki/Hawick,2012-10-24,Currie,/wiki/Currie_(%C3%89cosse),188,Centre
Q3101939,George Stowers,,George Stowers,George_Stowers,1979-02-14,Apia,/wiki/Apia,,,,191,Troisième ligne centre; troisième ligne aile
Q3101964,George Tsiklauri,,George Tsiklauri,George_Tsiklauri,1981-09-09,,,,,,196,Troisième ligne aile; deuxième ligne
Q3101968,George Tyler,,Bubs Tyler,George_Tyler,1879-02-10,Auckland,/wiki/Auckland,1942-04-15,Auckland,/wiki/Auckland,178,Talonneur
Q3101999,George Watson,No stint found,George Watson,George_Watson_(rugby),1885-01-06,Brisbane,/wiki/Brisbane,1961-11-19,,,,Ailier (rugby à XV); centre (rugby à XIII)
Q3102014,George William Smith,,George William Smith,George_William_Smith,1874-09-20,Auckland,/wiki/Auckland,1954-12-07,Oldham,/wiki/Oldham,170,Ailier
Q3102165,Georges Aillères,,Georges Aillères,Georges_Aill%C3%A8res,1934-12-03,Poucharramet,/wiki/Poucharramet,2024-10-20,Rieumes,/wiki/Rieumes,180,?
Q3102233,Georges Baladié,,Georges Baladié,Georges_Baladi%C3%A9,1917-05-20,Ville-d'Avray,/wiki/Ville-d%27Avray,1998-11-18,Mouleydier,/wiki/Mouleydier,178,Centre; ailer
Q3102327,Georges Borchard,,Georges Borchard,Georges_Borchard,1885-12-25,Bordeaux,/wiki/Bordeaux,1962-02-23,Bordeaux,/wiki/Bordeaux,180,Troisième ligne aile; deuxième ligne; talonneur
Q3102389,Georges Brun,,Georges Brun,Georges_Brun_(rugby_%C3%A0_XV),1922-12-23,Aix-les-Bains,/wiki/Aix-les-Bains,1995-01-02,La Tronche,/wiki/La_Tronche,172,Arrière; centre; ailier
Q3102390,Georges Bruni,No stint found,Georges Bruni,Georges_Bruni,1887-01-27,,,1973-09-19,,,,
Q3102424,Georges Capdepuy,,Georges Capdepuy,Georges_Capdepuy,1946-02-15,Dax,/wiki/Dax,2015-08-11,Seignosse,/wiki/Seignosse,172,demi d'ouverture; demi de mêlée
Q3102756,Georges Gauby,,Georges Gauby,Georges_Gauby,1933-06-27,Rivesaltes,/wiki/Rivesaltes,,,,173,Demi de mêlée
Q3102842,Georges Gérald,,Georges Gérald,Georges_G%C3%A9rald,1904-03-17,Aixe-sur-Vienne,/wiki/Aixe-sur-Vienne,1977-11-07,Neuilly-sur-Seine,/wiki/Neuilly-sur-Seine,175,Centre
Q3102958,Georges Jérome,,Georges Jérome,Georges_J%C3%A9rome,1883-02-09,Cayenne,/wiki/Cayenne,1929-03-16,Le Bouscat,/wiki/Le_Bouscat,171,Deuxième ligne
Q3103194,Georges Michel,,Georges Michel,Georges_Michel_(rugby_%C3%A0_XV),1946-12-09,Juillan,/wiki/Juillan,2022-03-08,Tarbes,/wiki/Tarbes,182,Arrière
Q3103483,Georges Senal,,Georges Senal,Georges_Senal,1947-04-21,Sérignan,/wiki/S%C3%A9rignan,,,,193,Deuxième ligne
Q3103753,Giorgi Chkhaidze,,Giorgi Chkhaidze,Georgi_Chkhaidze,1981-08-20,Koutaïssi,/wiki/Kouta%C3%AFssi,,,,196,Troisième ligne aile
Q3103755,Georgi Katcharava,,Georgi Katcharava,Georgi_Katcharava,1982-01-28,,,,,,183,Demi de mêlée; demi d'ouverture
Q3103948,Gerard Fraser,,Gerard Fraser,Gerard_Fraser,1978-11-05,Rangiora,/wiki/Rangiora_(Nouvelle-Z%C3%A9lande),,,,182,Demi d'ouverture
Q3103949,Gerard McLoughlin,,Gerard McLoughlin,Gerard_McLoughlin,1952-06-11,Limerick,/wiki/Limerick_(Irlande),,,,,Pilier
Q3104059,Gerhard Morkel,,Gerhard Morkel,Gerhard_Morkel,1888-10-15,Somerset West,/wiki/Somerset_West,1963-09-05,Somerset West,/wiki/Somerset_West,,Arrière
Q3104060,Gerhard Mostert,,Gerhard Mostert,Gerhard_Mostert,1984-10-04,Rustenburg,/wiki/Rustenburg_(Afrique_du_Sud),,,,199,Deuxième ligne
Q3104239,German Llanes,,Germán Llanes,Germ%C3%A1n_Llanes,1968-05-27,Cañada Seca,/w/index.php?title=Ca%C3%B1ada_Seca&action=edit&redlink=1,,,,198,deuxième ligne
Q3104306,Gerrie Germishuys,,Gerrie Germishuys,Gerrie_Germishuys,1949-10-29,Port Shepstone,/wiki/Port_Shepstone,,,,183,Ailier
Q3104309,Gerrie Britz,,Gerrie Britz,Gerrie_Britz,1978-04-14,Bloemfontein,/wiki/Bloemfontein,,,,198,Deuxième ligne
Q3104322,Gerry Brand,,Gerry Brand,Gerry_Brand,1906-10-08,Le Cap,/wiki/Le_Cap,1996-02-04,Le Cap,/wiki/Le_Cap,178,Arrière
Q3104335,Gerry Doran,,Gerry Doran,Gerry_Doran,1877-07-15,Dublin,/wiki/Dublin,1943-03-31,Dún Laoghaire,/wiki/D%C3%BAn_Laoghaire,,Ailier
Q3104382,Gert Muller,,Gert Muller,"Gert_Muller_(rugby_%C3%A0_XV,_1986)",1986-02-05,,,,,,186,Pilier
Q3104384,Gert Peens,,Gert Peens,Gert_Peens,1974-03-22,Germiston,/wiki/Germiston,,,,182,Arrière
Q3104447,Gerwyn Williams,,Gerwyn Williams,Gerwyn_Williams,1924-04-22,Glyncorrwg,/w/index.php?title=Glyncorrwg&action=edit&redlink=1,2009-02-10,Clare,/wiki/Clare_(Suffolk),,Arrière
Q3104826,Gheorghe Leonte,,Gheorghe Leonte,Gheorghe_Leonte,1963-02-12,Fetești,/wiki/Fete%C8%99ti,,,,,Pilier
Q3104829,Gheorghe Solomie,,Gheorghe Solomie,Gheorghe_Solomie,1969-03-05,Beiuș,/wiki/Beiu%C8%99,,,,186,Ailier
Q3105137,Giampiero De Carli,,Giampiero de Carli,Giampiero_de_Carli,1970-03-17,Rome,/wiki/Rome,,,,184,Pilier
Q3105180,Giancarlo Pivetta,,Giancarlo Pivetta,Giancarlo_Pivetta,1957-06-18,Musile di Piave,/wiki/Musile_di_Piave,,,,183,Pilier
Q3105225,Gianluca Guidi,,Gianluca Guidi,Gianluca_Guidi_(rugby_%C3%A0_XV),1968-02-02,Livourne,/wiki/Livourne,,,,180,Demi de mêlée
Q3105253,Gianni Di Martino,No stint found,Gianni Di Martino,Gianni_Di_Martino,1972-06-06,,,,,,,Centre
Q3105282,Gianni Zanon,,Gianni Zanon,Gianni_Zanon,1960-03-03,Trévise,/wiki/Tr%C3%A9vise,,,,192,Troisième ligne aile
Q3105526,Gil Evans,No stint found,Gil Evans,Gil_Evans_(rugby_%C3%A0_XV),,,,,,,,
Q3105628,Gilbert Brunat,,Gilbert Brunat,Gilbert_Brunat,1958-02-23,Vinay,/wiki/Vinay_(Is%C3%A8re),2019-11-16,Grenoble,/wiki/Grenoble,181,Troisième ligne aile; talonneur
Q3105634,Gilbert Brutus,No stint found,Gilbert Brutus,Gilbert_Brutus,1887-08-02,,,1944-03-07,,,,
Q3105687,Gilbert Doucet,No stint found,Gilbert Doucet,Gilbert_Doucet,1956-03-25,,,2020-07-07,,,182,Troisième ligne aile
Q3105762,Gilbert Larréguy,,Gilbert Larréguy,Gilbert_Larr%C3%A9guy,1931-05-06,Mouguerre,/wiki/Mouguerre,1969-02-17,Bayonne,/wiki/Bayonne,175,Troisième ligne aile
Q3105936,Gilberto Pavan,,Gilberto Pavan,Gilberto_Pavan,1986-10-13,Conegliano,/wiki/Conegliano,,,,186,Centre
Q3106059,Gilles Arnaudiès,,Gilles Arnaudiès,Gilles_Arnaudi%C3%A8s,1990-07-15,Perpignan,/wiki/Perpignan,,,,190,troisième ligne aile
Q3106107,Gilles Bosch,,Gilles Bosch,Gilles_Bosch,1990-07-12,Perpignan,/wiki/Perpignan,,,,179,demi d'ouverture
Q3106120,Gilles Bourguignon,,Gilles Bourguignon,Gilles_Bourguignon,1964-01-31,Évreux,/wiki/%C3%89vreux,,,,200,Deuxième ligne
Q3106141,Gilles Camberabero,,Gilles Camberabero,Gilles_Camberabero,1963-01-11,Valence,/wiki/Valence_(Dr%C3%B4me),,,,171,demi de mêlée
Q3106177,Gilles Darlet,,Gilles Darlet,Gilles_Darlet,1965-01-09,Bourg-de-Péage,/wiki/Bourg-de-P%C3%A9age,,,,184,Arrière
Q3106186,Gilles Delaigue,,Gilles Delaigue,Gilles_Delaigue,1949-11-23,Sainte-Colombe,/wiki/Sainte-Colombe_(Rh%C3%B4ne),,,,173,Centre
Q3106425,Gilles Pagnon,,Gilles Pagnon,Gilles_Pagnon,1984-02-20,,,,,,177,Centre
Q3106790,Ginnosuke Tanaka,No stint found,Ginnosuke Tanaka,Ginnosuke_Tanaka,1873-01-20,,,1933-08-27,,,,
Q3106872,Giorgi Elizbarashvili,,Giorgi Elizbarashvili,Giorgi_Elizbarashvili,1984-01-21,Tbilissi,/wiki/Tbilissi,,,,184,Ailier
Q3106877,Giorgi Jgenti,,Giorgi Jgenti,Giorgi_Jgenti,1985-11-13,,,,,,180,Pilier droit
Q3106879,Giorgi Nemsadze,,Giorgi Nemsadze,Giorgi_Nemsadze,1984-09-26,Koutaïssi,/wiki/Kouta%C3%AFssi,,,,196,Deuxième ligne; troisième ligne centre; troisième ligne aile
Q3106883,George Shkinin,,Giorgi Shkinin,Giorgi_Shkinin,1983-03-07,Tbilissi,/wiki/Tbilissi,,,,170,Ailier
Q3106903,Giorgio Intoppa,,Giorgio Intoppa,Giorgio_Intoppa,1981-02-15,Milan,/wiki/Milan,,,,182,Talonneur
Q3106937,René Araou,,René Araou,Ren%C3%A9_Araou,1902-10-18,Narbonne,/wiki/Narbonne,1955-01-08,Narbonne,/wiki/Narbonne,175,Pilier; deuxième ligne
Q3107952,Giulio Rubini,,Giulio Rubini,Giulio_Rubini_(rugby_%C3%A0_XV),1987-04-24,Frascati,/wiki/Frascati,,,,175,Ailier
Q3107960,Giulio Toniolatti,,Giulio Toniolatti,Giulio_Toniolatti,1984-01-15,Rome,/wiki/Rome,,,,180,Ailier; demi de mêlée
Q3108675,Glen Ennis,,Glen Ennis,Glen_Ennis,1964-05-19,Vancouver,/wiki/Vancouver,,,,193,Troisième ligne centre
Q3108679,Glen Jackson,,Glen Jackson,Glen_Jackson,1975-10-23,Feilding,/wiki/Feilding,,,,180,demi d'ouverture
Q3108686,Glen Osborne,,Glen Osborne,Glen_Osborne,1971-08-27,Wanganui,/wiki/Wanganui,,,,185,Arrière; ailier
Q3108784,Glenn Davis,,Glenn Davis,Glenn_Davis_(rugby_%C3%A0_XV),1974-02-20,Christchurch,/wiki/Christchurch,,,,184,centre
Q3108789,Glenn Gelderbloom,,Glenn Gelderbloom,Glenn_Gelderbloom,1969-12-11,Le Cap,/wiki/Le_Cap,,,,180,centre
Q3108809,Glenn Metcalfe,,Glenn Metcalfe,Glenn_Metcalfe,1970-04-15,Auckland,/wiki/Auckland,,,,180,Arrière
Q3108813,Glen Panoho,,Glenn Panoho,Glenn_Panoho,1971-05-12,Kaikohe,/wiki/Kaikohe,,,,183,Pilier
Q3109364,Glyn Davies,,Glyn Davies,Glyn_Davies_(rugby_%C3%A0_XV),1927-08-24,Cifynydd,/w/index.php?title=Cifynydd&action=edit&redlink=1,1976-11-07,Bristol,/wiki/Bristol_(Angleterre),,demi d'ouverture
Q3109367,Glyn Moses,,Glyn Moses,Glyn_Moses,1928-05-30,Nantymoel,/w/index.php?title=Nantymoel&action=edit&redlink=1,29 septembre 2021,,,,Arrière
Q3109368,Glyn Allen,,Glyn Allen,Glyn_Allen,1874-03-14,Gibraltar,/wiki/Gibraltar,1949-01-04,Liverpool,/wiki/Liverpool,,Demi d'ouverture; demi de mêlée
Q3109637,Gocha Khonelidze,,Gocha Khonelidze,Gocha_Khonelidze,1976-02-02,,,,,,177,Ailier
Q3110606,Gonzalo Camacho,,Gonzalo Camacho,Gonzalo_Camacho,1984-08-28,Buenos Aires,/wiki/Buenos_Aires,,,,178,ailier; centre
Q3110610,Gonzalo Camardón,,Gonzalo Camardón,Gonzalo_Camard%C3%B3n,1970-12-19,Buenos Aires,/wiki/Buenos_Aires,,,,180,Demi de mêlée; centre; ailier
Q3110622,Gonzalo Garcia,,Gonzalo García,Gonzalo_Garc%C3%ADa_(rugby_%C3%A0_XV),1984-02-18,Mendoza,/wiki/Mendoza_(Argentine),,,,185,Centre
Q3110628,Gonzalo Padro,,Gonzalo Padro,Gonzalo_Padro,1983-06-13,San Miguel de Tucumán,/wiki/San_Miguel_de_Tucum%C3%A1n,,,,193,Troisième ligne centre; deuxième ligne
Q3110645,Gonçalo Uva,,Gonçalo Uva,Gon%C3%A7alo_Uva,1984-10-03,Lisbonne,/wiki/Lisbonne,,,,200,Deuxième ligne
Q3110847,Gord MacKinnon,,Gord MacKinnon,Gord_MacKinnon,1958-08-27,Glasgow,/wiki/Glasgow,,,,,Troisième ligne aile
Q3110887,Gordon Bulloch,,Gordon Bulloch,Gordon_Bulloch,1975-03-26,Glasgow,/wiki/Glasgow,,,,180,Talonneur
Q3110924,Gordon Simpson,,Gordon Simpson,Gordon_Simpson,1971-09-21,Takapuna,/wiki/Takapuna,,,,185,troisième ligne centre
Q3110925,Gordon Ross,,Gordon Ross,Gordon_Ross,1978-03-08,Édimbourg,/wiki/%C3%89dimbourg,,,,173,Demi d'ouverture
Q3110940,Gordon Wood,,Gordon Wood,Gordon_Wood_(rugby_%C3%A0_XV),1931-06-20,Limerick,/wiki/Limerick_(Irlande),1982-05-18,Limerick,/wiki/Limerick_(Irlande),178,Pilier
Q3113185,Graeme Bond,,Graeme Bond,Graeme_Bond,1974-05-21,Îles du Duc-d'York,/wiki/%C3%8Eles_du_Duc-d%27York,,,,180,Centre
Q3113186,Graeme Beveridge,,Graeme Beveridge,Graeme_Beveridge,1976-02-17,Édimbourg,/wiki/%C3%89dimbourg,,,,167,Demi de mêlée
Q3113187,Graeme Bachop,,Graeme Bachop,Graeme_Bachop,1967-06-11,Christchurch,/wiki/Christchurch,,,,177,demi de mêlée
Q3113200,Graeme Morrison,,Graeme Morrison,Graeme_Morrison,1982-10-17,Hong Kong,/wiki/Hong_Kong,,,,188,Centre
Q3113239,Graham Cooke,No stint found,Graham Cooke,Graham_Cooke_(rugby_%C3%A0_XV),1912-01-03,Nanango,/wiki/Nanango,1996-05-24,Coolum,/w/index.php?title=Coolum&action=edit&redlink=1,,Deuxième ligne
Q3113241,Graham Dewes,,Graham Dewes,Graham_Dewes,1982-01-24,Suva,/wiki/Suva,,,,180,Pilier
Q3113243,Graham Dawe,,Graham Dawe,Graham_Dawe,1959-09-04,Tavistock,/wiki/Tavistock_(Devon),,,,180,Talonneur
Q3113272,Graham Shiel,,Graham Shiel,Graham_Shiel,1970-08-13,Galashiels,/wiki/Galashiels,,,,178,Centre
Q3113276,Graham Rowntree,,Graham Rowntree,Graham_Rowntree,1971-04-18,Stockton-on-Tees,/wiki/Stockton-on-Tees,,,,182,Pilier gauche
Q3113280,Graham Whiting,,Graham Whiting,Graham_Whiting,1946-06-04,Wanganui,/wiki/Wanganui,,,,191,Pilier
Q3113282,Grahame Thorne,,Grahame Thorne,Grahame_Thorne,1946-02-25,Auckland,/wiki/Auckland,,,,178,Centre; Ailier
Q3114173,Nicolae Mărăscu,No stint found,Nicolae Mărăscu,Nicolae_M%C4%83r%C4%83scu,1898-09,Bucarest,/wiki/Bucarest,1938,,,,centre
