"wikidataId","fullName","birthDate","birthPlace","deathDate","deathPlace","height","weight","positions"
"Q27151209","Sadaomi Kanagawa","1982-11-27","Hiroshima Prefecture",NA,"Hiroshima Prefecture",177,83,"Fly-Half; Centre"
"Q27151210","Ahio Siliva","1986-10-05","New Zealand",NA,"New Zealand",176,102,"Centre; Fullback"
"Q27151223","Yutaro Kamada","1987-10-31","Miyazaki Prefecture",NA,"Miyazaki Prefecture",187,106,"Lock"
"Q27151226","Kōji Nakata","1987-12-04","Kumamoto Prefecture",NA,"Kumamoto Prefecture",186,100,"Lock; Flanker; Number 8"
"Q27151227","Daiki Yasuoka","1991-08-08","Kyoto Prefecture",NA,"Kyoto Prefecture",175,95,"Centre"
"Q27151235","Daijirō Nakamura","1991-08-10","Kyoto Prefecture",NA,"Kyoto Prefecture",190,101,"Lock; Number 8"
"Q27151236","Shigeki Morita","1983-05-22","Kyoto Prefecture",NA,"Kyoto Prefecture",173,86,"Centre"
"Q27151243","Yūki Suematsu","1985-10-23","Aichi Prefecture",NA,"Aichi Prefecture",182,86,"Winger"
"Q27151245","Taufa Olive","1991-06-05","Tonga",NA,"Tonga",182,104,"Number 8"
"Q27151256","Yūki Kawamoto","1986-09-27","Hyōgo Prefecture; Ashiya; Hyōgo",NA,"Hyōgo Prefecture; Ashiya; Hyōgo",177,87,"Fly-Half"
"Q27151261","Kōta Iwamura","1993-12-07","Japan; Fukuoka Prefecture",NA,"Japan; Fukuoka Prefecture",181,85,"Scrum-Half"
"Q27151262","Jōji Satō","1993-08-03","Yamanashi Prefecture",NA,"Yamanashi Prefecture",184,103,"Flanker"
"Q27151265","Yusho Takeda","1993-07-01","Japan; Nara Prefecture",NA,"Japan; Nara Prefecture",177,90,"Utility Back"
"Q27151274","Kenta Tsukamoto","1990-08-02","Japan; Nara Prefecture; Kashihara; Nara",NA,"Japan; Nara Prefecture; Kashihara; Nara",177,85,"Fullback"
"Q27151275","Kazutaka Ashida","1990-03-07","Osaka Prefecture; Katano",NA,"Osaka Prefecture; Katano",170,76,"Scrum-Half"
"Q27151302","Takatoshi Sugawara","1987-03-13","Japan; Hokkaido; Kutchan",NA,"Japan; Hokkaido; Kutchan",175,110,"Prop"
"Q27151305","Naoto Shimada","1991-05-21","Japan; Kyoto Prefecture",NA,"Japan; Kyoto Prefecture",182,98,"Number 8; Flanker"
"Q27151306","Naomichi Tatekawa","1988-10-31","Japan; Nara Prefecture; Tenri; Nara",NA,"Japan; Nara Prefecture; Tenri; Nara",174,100,"Hooker"
"Q27151320","Muneyuki Uematsu","1990-03-09","Kyoto Prefecture",NA,"Kyoto Prefecture",183,97,"Number 8; Flanker"
"Q27151321","Tatsuya Fukuzaki","1994-02-12","Fukuoka Prefecture",NA,"Fukuoka Prefecture",175,79,"Fly-Half"
"Q27443245","Fletcher Smith","1995-03-01","New Zealand; Nelson",NA,"New Zealand; Nelson",180,88,"Fly-Half; Fullback"
"Q27443250","Sam Malcolm","1995-09-25","New Zealand; Whanganui",NA,"New Zealand; Whanganui",174,81,"Fly-Half; Fullback"
"Q27448048","David Ribbans","1996-05-06","South Africa; Western Cape; Somerset West",NA,"South Africa; Western Cape; NA",202,116,"Lock"
"Q27497180","Santiago Álvarez","1994-01-17","Argentina; Buenos Aires Province; Bahía Blanca",NA,"Argentina; Buenos Aires Province; Bahía Blanca",188,93,"Centre"
"Q27671041","Paolo Odogwu","1997-02-18","England; Coventry",NA,"England; Coventry",175,98,"Winger; Centre"
"Q27671359","Jean Droste","1994-01-21","South Africa; Gauteng; Pretoria",NA,"South Africa; Gauteng; Pretoria",200,108,"Lock"
"Q27671475","S'busiso Nkosi","1996-01-21","South Africa; Mpumalanga",NA,"South Africa; Mpumalanga",181,97,"Winger"
"Q27671510","Benhard Janse van Rensburg","1997-01-14","South Africa; Gauteng; Pretoria",NA,"South Africa; Gauteng; Pretoria",185,98,"Fly-Half; Centre; Fullback"
"Q27681077","Murphy Taramai","1992-08-17","New Zealand; Upper Hutt",NA,"New Zealand; NA",186,105,"Flanker; Number 8"
"Q27735074","Sefo Kautai","1996-08-16","New Zealand",NA,"New Zealand",189,133,"Prop"
"Q27735110","Finlay Christie","1995-09-19","Scotland; Peebles",NA,"Scotland; NA",177,82,"Scrum-Half"
"Q27735127","Johnny Fa'auli","1995-09-13","New Zealand",NA,"New Zealand",180,105,"Centre"
"Q27735740","Andrew Makalio","1992-01-22","New Zealand; Auckland",NA,"New Zealand; Auckland",182,125,"Hooker"
"Q27735775","George Bridge","1995-04-01","New Zealand; Gisborne",NA,"New Zealand; Gisborne",185,93,"Winger; Fullback"
"Q27736887","Jackson Garden-Bachop","1994-10-03","New Zealand; Dunedin",NA,"New Zealand; Dunedin",185,102,"Fly-Half; Fullback"
"Q27736895","Whetu Douglas","1991-04-18","New Zealand; Rotorua",NA,"New Zealand; Rotorua",190,110,"Flanker; Number 8"
"Q27755475","Duke Krishnan","1988-05-22","Malaysia",NA,"Malaysia",198,120,"Lock"
"Q27757690","Jale Vatubua","1991-08-30","Fiji; Suva",NA,"Fiji; Suva",189,105,"Centre"
"Q27804619","Timothy Lafaele","1991-08-19","New Zealand",NA,"New Zealand",186,96,"Fly-Half; Centre"
"Q27805315","Shuhei Matsuhashi","1993-11-24","Japan; Nagano Prefecture; Nagano (city)",NA,"Japan; Nagano Prefecture; Nagano (city)",180,99,"Number 8"
"Q27805316","Uwe Helu","1990-07-12","Tonga",NA,"Tonga",193,120,"Lock; Flanker"
"Q27825241","Conraad van Vuuren","1995-09-04","South Africa; Gauteng; Magalisburg",NA,"South Africa; Gauteng; NA",182,115,"Prop"
"Q27825250","Samuela Anise","1986-08-30","Fiji",NA,"Fiji",198,118,"Lock"
"Q27825287","Kyosuke Kajikawa","1987-09-05","Japan; Fukuoka Prefecture",NA,"Japan; Fukuoka Prefecture",188,105,"Lock"
"Q27830711","Yuhimaru Mimura","1989-02-27","Japan; Tochigi Prefecture; Ashikaga; Tochigi",NA,"Japan; Tochigi Prefecture; Ashikaga; Tochigi",178,95,"Flanker"
"Q27830768","Heiichiro Ito","1990-10-05","Japan; Ōita Prefecture",NA,"Japan; Ōita Prefecture",175,115,"Prop"
"Q27830772","Satoshi Nakatani","1981-10-27","Osaka Prefecture; Takatsuki",NA,"Osaka Prefecture; Takatsuki",170,105,"Prop"
"Q27830803","Malgene Ilaua","1993-06-05","New Zealand; Auckland",NA,"New Zealand; Auckland",186,108,"Flanker"
"Q27830839","Tom Banks","1994-06-18","Australia; Brisbane",NA,"Australia; Brisbane",186,93,"Winger; Fullback"
"Q27832657","Pele Cowley","1993-04-16","New Zealand",NA,"New Zealand",175,85,"Scrum-Half"
"Q27832684","So'otala Fa'aso'o","1994-10-02","New Zealand; Auckland",NA,"New Zealand; Auckland",195,130,"Flanker"
"Q27838020","Andrew Porter","1996-01-16","Republic of Ireland; County Dublin; Dublin",NA,"Republic of Ireland; County Dublin; Dublin",183,125,"Prop"
"Q27859521","Ere Enari","1997-05-30","New Zealand; Auckland",NA,"New Zealand; Auckland",178,84,"Scrum-Half"
"Q27860241","Shunsuke Nunomaki","1992-07-13","Japan; Fukuoka Prefecture",NA,"Japan; Fukuoka Prefecture",178,98,"Flanker; Centre"
"Q27860247","Yasuo Yamaji","1985-02-20","Tokyo",NA,"Tokyo",180,108,"Prop"
"Q27861853","Luteru Laulala","1995-05-30","New Zealand; Christchurch",NA,"New Zealand; Christchurch",178,90,"Fly-Half; Winger; Centre; Fullback"
"Q27888527","Sam Henwood","1991-03-28","New Zealand",NA,"New Zealand",186,109,"Flanker; Number 8"
"Q27888528","Sevu Reece","1997-02-13","Fiji; Nadi",NA,"Fiji; Nadi",182,91,"Winger; Centre; Fullback"
"Q27889099","Tevita Taufu’i","1988-03-21","Tonga",NA,"Tonga",172,101,"Winger; Centre"
"Q27899218","Takeshi Hino","1990-01-20","Japan; Fukuoka Prefecture; Fukuoka",NA,"Japan; Fukuoka Prefecture; Fukuoka",172,100,"Hooker"
"Q27909314","Billy Harmon","1994-12-23","New Zealand; Christchurch",NA,"New Zealand; Christchurch",187,104,"Flanker"
"Q27909324","Bryn Gatland","1995-05-10","New Zealand",NA,"New Zealand",177,88,"Fly-Half"
"Q27909475","Nathan Vella","1990-02-10","New Zealand",NA,"New Zealand",183,106,"Hooker"
"Q27909582","Mata Maxime Mbanda","1992-04-10","Italy; Lazio; Metropolitan City of Rome Capital; Rome",NA,"Italy; Lazio; Metropolitan City of Rome Capital; Rome",188,101,"Flanker"
"Q27909808","Edoardo Padovani","1993-05-15","Italy; Veneto; Province of Venice; Venice",NA,"Italy; Veneto; Province of Venice; Venice",189,90,"Winger; Fullback"
"Q27915092","Jack Walker","1996-05-06","England",NA,"England",185,109,"Hooker"
"Q27915192","Joe Marchant","1996-07-16","England; Hampshire; Winchester",NA,"England; Hampshire; Winchester",182,89,"Centre"
"Q27915264","Ben Curry","1998-06-15","England; London; London Borough of Hounslow; Hounslow",NA,"England; London; London Borough of Hounslow; Hounslow",185,106,"Flanker"
"Q27917450","Tomohiro Kubo","1981-05-02","Hokkaido",NA,"Hokkaido",175,105,"Prop"
"Q27917458","Daiki Toyota","1988-11-13","Japan; Osaka Prefecture; Higashiōsaka",NA,"Japan; Osaka Prefecture; Higashiōsaka",173,102,"Prop"
"Q27917464","Shin Kanto","1981-01-18","Nagasaki Prefecture",NA,"Nagasaki Prefecture",175,78,"Fly-Half"
"Q27917467","Shori Koshida","1993-12-28","Hyōgo Prefecture",NA,"Hyōgo Prefecture",172,106,"Prop"
"Q27917478","Kōhei Yoshii","1990-04-08","Nara Prefecture",NA,"Nara Prefecture",165,70,"Fly-Half"
"Q27917479","Shinjiro Kumazaki","1993-06-21","Aichi Prefecture",NA,"Aichi Prefecture",179,106,"Hooker"
"Q27917487","Naoki Morita","1986-08-05","Japan; Kyoto Prefecture",NA,"Japan; Kyoto Prefecture",176,88,"Centre"
"Q27917489","Hayato Mitsui","1992-06-06","Japan; Nara Prefecture; Kitakatsuragi District; Nara",NA,"Japan; Nara Prefecture; Kitakatsuragi District; Nara",170,73,"Scrum-Half"
"Q27917508","Manabu Komatsu","1983-05-27","Ibaraki Prefecture",NA,"Ibaraki Prefecture",180,105,"Prop"
"Q27917512","Chisei Koyama","1991-10-28","Hyōgo Prefecture; Kobe",NA,"Hyōgo Prefecture; Kobe",188,96,"Lock"
"Q27917513","Naoki Moriya","1991-04-07","Japan; Saitama Prefecture; Fukaya; Saitama",NA,"Japan; Saitama Prefecture; Fukaya; Saitama",181,88,"Winger; Fullback"
"Q27917524","Hirotomo Ono","1990-12-18","Ōita Prefecture; Saiki; Ōita",NA,"Ōita Prefecture; Saiki; Ōita",178,86,"Fly-Half; Winger; Centre; Fullback"
"Q27917525","Ryō Miura","1990-11-17","Japan; Tokyo; Hachiōji",NA,"Japan; Tokyo; Hachiōji",178,100,"Hooker"
"Q27917539","Taishin Itō","1980-06-15","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",183,101,"Lock"
"Q27917558","Shōhei Yamazaki","1990-07-05","Hyōgo Prefecture",NA,"Hyōgo Prefecture",181,100,"Number 8; Flanker"
"Q27917561","Yoshikazu Ōhashi","1984-05-18","Osaka Prefecture; Hirakata",NA,"Osaka Prefecture; Hirakata",172,85,"Winger"
"Q27917562","Taichi Tahara","1982-04-27","Kagoshima Prefecture",NA,"Kagoshima Prefecture",192,107,"Lock"
"Q27917570","Yūta Inose","1982-03-15","Ibaraki Prefecture",NA,"Ibaraki Prefecture",182,110,"Prop"
"Q27917610","Toshiya Hagiwara","1993-03-09","Gunma Prefecture",NA,"Gunma Prefecture",180,97,"Flanker; Number 8"
"Q27917611","Takashi Kamio","1983-02-05","Saitama Prefecture; Fukaya; Saitama",NA,"Saitama Prefecture; Fukaya; Saitama",168,73,"Scrum-Half"
"Q27917626","Rikiya Matsumoto","1990-12-08","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",186,102,"Number 8"
"Q27917627","Yūsuke Kobuki","1981-05-18","Kanagawa Prefecture",NA,"Kanagawa Prefecture",181,86,"Winger; Fullback"
"Q27917660","Haruki Ōta","1987-02-16","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",176,101,"Hooker"
"Q27917661","Hironori Maekawa","1985-06-03","Nara Prefecture",NA,"Nara Prefecture",184,107,"Lock"
"Q27917676","Kōji Tomioka","1980-05-07","Osaka Prefecture",NA,"Osaka Prefecture",178,81,"Winger; Fullback"
"Q27917690","Yōichi Tokuno","1980-09-24","Osaka Prefecture",NA,"Osaka Prefecture",173,85,"Centre"
"Q27917714","Naonori Mizuyama","1982-03-15","Hyōgo Prefecture",NA,"Hyōgo Prefecture",175,95,"Hooker"
"Q27917716","Yūsuke Ōta","1984-01-19","Miyagi Prefecture",NA,"Miyagi Prefecture",180,84,"Number 8"
"Q27917732","Takashi Miyake","1980-05-02","Kyoto Prefecture",NA,"Kyoto Prefecture",175,82,"Winger; Centre; Fullback"
"Q27917750","Atsushi Moriya","1981-12-28","Kyoto Prefecture",NA,"Kyoto Prefecture",184,78,"Centre"
"Q27917771","Ryō Tokunaga","1985-08-13","Kumamoto Prefecture; Tamana; Kumamoto",NA,"Kumamoto Prefecture; Tamana; Kumamoto",183,90,"Fly-Half"
"Q27917781","Taira Satō","1982-02-06","Akita Prefecture",NA,"Akita Prefecture",192,110,"Lock"
"Q27917806","Kyohei Fujito","1980-05-11","Saga Prefecture",NA,"Saga Prefecture",174,77,"Scrum-Half"
"Q27917827","Hiroki Yoshida","1981-11-16","Fukushima Prefecture",NA,"Fukushima Prefecture",180,85,"Winger; Fullback"
"Q27917833","Mitsuhisa Gotō","1985-04-05","Osaka Prefecture; Takaishi; Osaka",NA,"Osaka Prefecture; Takaishi; Osaka",173,99,"Hooker"
"Q27917840","Yūsuke Dantsuji","1987-03-20","Osaka Prefecture",NA,"Osaka Prefecture",178,85,"Winger; Fullback"
"Q27917843","Kōta Kawashima","1985-10-26","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",189,105,"Lock"
"Q27917860","Makoto Mayahara","1975-09-16","Kanagawa Prefecture",NA,"Kanagawa Prefecture",196,105,"Lock"
"Q27917869","Masataka Matsuzono","1973-12-16","Japan; Saga Prefecture",NA,"Japan; Saga Prefecture",NA,NA,"Prop; Hooker"
"Q27917876","Takeshi Fujiwara","1984-03-05","Okayama Prefecture",NA,"Okayama Prefecture",187,98,"Winger"
"Q27917890","Jun Sakaida","1981-04-07","Japan; Ibaraki Prefecture",NA,"Japan; Ibaraki Prefecture",NA,NA,"Lock; Flanker"
"Q27917896","Hiroshige Tezuka","1982-11-23","Tochigi Prefecture",NA,"Tochigi Prefecture",177,103,"Prop"
"Q27917908","Shinsuke Ikegami","1983-11-10","Kanagawa Prefecture",NA,"Kanagawa Prefecture",175,85,"Winger; Centre; Fullback"
"Q27917928","Hiroshi Yamashita","1984-09-15","Osaka Prefecture",NA,"Osaka Prefecture",175,80,"Fullback"
"Q27917936","Yoshimitsu Kawano","1981-08-08","Yamanashi Prefecture",NA,"Yamanashi Prefecture",173,80,"Fly-Half; Centre"
"Q27917944","Terutoshi Seino","1982-02-13","Fukushima Prefecture",NA,"Fukushima Prefecture",189,100,"Lock"
"Q27917952","Daniel Linde","1987-11-09","Australia; Queensland",NA,"Australia; Queensland",195,108,"Lock"
"Q27917974","Yoshiyuki Koike","1979-03-08","Japan; Tokyo",NA,"Japan; Tokyo",167,72,"Scrum-Half"
"Q27917982","Tevita Lepolo","1987-10-15","New Zealand; Auckland",NA,"New Zealand; Auckland",185,110,"Winger; Centre"
"Q27918007","Koichi Kubo","1976-01-13","Saitama Prefecture",NA,"Saitama Prefecture",NA,NA,"Flanker; Number 8"
"Q27918074","Masao Amino","1974-10-14","Yamanashi Prefecture",NA,"Yamanashi Prefecture",178,95,"Hooker"
"Q27918102","Masahiko Toyoyama","1976-08-18","Osaka Prefecture",NA,"Osaka Prefecture",178,107,"Prop"
"Q27918164","Takahiro Hayano","1974-09-06","Yamanashi Prefecture",NA,"Yamanashi Prefecture",187,103,"Lock"
"Q27918174","Rikiya Asami","1986-02-24","Saitama Prefecture",NA,"Saitama Prefecture",171,80,"Winger"
"Q27918188","Ryohei Miki","1978-03-24","Kyoto Prefecture",NA,"Kyoto Prefecture",187,90,"Winger"
"Q27918193","Yōhei Takizawa","1985-07-16","Iwate Prefecture",NA,"Iwate Prefecture",196,96,"Lock"
"Q27918206","Satonobu Ko","1982-11-29","Osaka Prefecture",NA,"Osaka Prefecture",175,86,"Flanker"
"Q27918217","Kōta Matsushima","1991-05-01","Kyoto Prefecture",NA,"Kyoto Prefecture",164,69,"Scrum-Half"
"Q27919940","Kanta Higashionna","1992-11-26","Japan; Okinawa Prefecture",NA,"Japan; Okinawa Prefecture",178,113,"Prop"
"Q27921237","Atsushi Fujiya","1982-04-30","Akita Prefecture; Oga; Akita",NA,"Akita Prefecture; Oga; Akita",181,91,"Winger; Fullback"
"Q27921247","Koichiro Kikuchi","1985-07-31","Kumamoto Prefecture; Tamana District; Kumamoto",NA,"Kumamoto Prefecture; Tamana District; Kumamoto",174,81,"Winger"
"Q27924903","Tom Curry","1998-06-15","England; London; London Borough of Hounslow",NA,"England; London; London Borough of Hounslow",185,110,"Flanker; Number 8"
"Q27929673","Manie Libbok","1997-07-15","South Africa; Eastern Cape",NA,"South Africa; Eastern Cape",184,76,"Fly-Half"
"Q27981164","Gerrie Labuschagné","1995-12-05","South Africa",NA,"South Africa",195,101,"Winger; Fullback"
"Q27989968","Shinobu Takashima","1992-08-31","Kyoto Prefecture",NA,"Kyoto Prefecture",169,100,"Hooker; Prop"
"Q27997147","Kane Falconer","1997-06-07","Australia; Western Australia; Perth",NA,"Australia; Western Australia; Perth",186,98,"Number 8; Flanker"
"Q27999184","Baptiste Couilloud","1997-07-22","France; Metropolis of Lyon; Lyon",NA,"France; Metropolis of Lyon; Lyon",176,78,"Scrum-Half"
"Q28033370","Peato Mauvaka","1997-01-10","New Caledonia; Nouméa",NA,"New Caledonia; Nouméa",184,124,"Hooker"
"Q28054120","Jasper Wiese","1995-07-23","South Africa; Northern Cape; Upington",NA,"South Africa; Northern Cape; Upington",190,110,"Flanker; Number 8"
"Q28068955","Junpei Enomoto","1979-11-30","Tokyo",NA,"Tokyo",181,87,"Centre"
"Q28068990","Tetsuya Omine","1986-08-12","Ibaraki Prefecture",NA,"Ibaraki Prefecture",184,90,"Number 8; Flanker"
"Q28069026","Daisuke Obiya","1986-10-29","Fukuoka Prefecture",NA,"Fukuoka Prefecture",180,90,"Fly-Half; Centre"
"Q28069075","Takuma Hori","1990-05-25","Fukui Prefecture",NA,"Fukui Prefecture",187,110,"Prop"
"Q28069200","Hayato Daimon","1979-08-22","Hokkaido",NA,"Hokkaido",180,87,"Winger"
"Q28180876","Sam Thomson","1994-01-23","Scotland; Edinburgh",NA,"Scotland; Edinburgh",198,115,"Lock"
"Q28366483","Stephen Tomasin","1994-09-25","United States; California; Santa Rosa",NA,"United States; California; Santa Rosa",180,91,"Utility Back"
"Q28382619","Zain Davids","1997-05-04","South Africa; Western Cape; Cape Town",NA,"South Africa; Western Cape; Cape Town",184,97,"Flanker; Centre"
"Q28421707","Tom Moloney","1994-03-04","Australia",NA,"Australia",189,120,"Prop"
"Q28540561","Duhan van der Merwe","1995-06-04","South Africa; Western Cape; George",NA,"South Africa; Western Cape; George",193,106,"Winger"
"Q28648803","Federico Ruzza","1994-08-04","Italy; Veneto; Province of Padua; Padua",NA,"Italy; Veneto; Province of Padua; Padua",198,108,"Lock"
"Q28665203","Ramil Gaisin","1991-07-26","Russia; Krasnoyarsk",NA,"Russia; Krasnoyarsk",174,77,"Fly-Half"
"Q28682139","Ryōta Kobayashi","1991-06-11","Japan; Nara Prefecture",NA,"Japan; Nara Prefecture",181,96,"Flanker"
"Q28682336","Pak Songgi","1993-02-25","Japan; Hyōgo Prefecture; Amagasaki",NA,"Japan; Hyōgo Prefecture; Amagasaki",178,91,"Fly-Half"
"Q28682981","Hikaru Tanaka","1989-03-24","Japan; Niigata Prefecture",NA,"Japan; Niigata Prefecture",177,110,"Prop"
"Q28683135","Masaki Tani","1990-09-18","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",180,103,"Flanker"
"Q28683595","Takahiro Fujita","1993-06-17","Japan; Aomori Prefecture; Yomogita",NA,"Japan; Aomori Prefecture; Yomogita",176,96,"Flanker"
"Q28683635","Jung-hyek Kwon","1989-02-05","South Korea",NA,"South Korea",178,93,"Centre"
"Q28684285","Shin Itō","1987-12-08","Tokyo",NA,"Tokyo",180,86,"Winger"
"Q28685254","Kenta Tanaka","1994-02-03","Japan; Osaka; Ikuno-ku",NA,"Japan; Osaka; Ikuno-ku",177,94,"Prop"
"Q28685307","Daisuke Noguchi","1993-06-14","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",178,90,"Fly-Half"
"Q28686183","Kōji Mori","1985-12-17","Nara Prefecture; Yamatokōriyama",NA,"Nara Prefecture; Yamatokōriyama",177,85,"Fullback"
"Q28686781","Marc Le","1986-10-06","Malaysia",NA,"Malaysia",182,93,"Winger"
"Q28687776","Yūki Imamura","1979-07-08","Kyoto Prefecture; Kyoto",NA,"Kyoto Prefecture; Kyoto",170,75,"Fly-Half; Scrum-Half"
"Q28687883","Masayuki Murakami","1982-09-21","Osaka Prefecture; Osaka",NA,"Osaka Prefecture; Osaka",175,95,"Hooker"
"Q28687917","Yūta Itō","1982-04-02","Tokyo",NA,"Tokyo",172,120,"Prop"
"Q28688002","Hiroyuki Kondo","1984-11-15","Hyōgo Prefecture; Akashi; Hyōgo",NA,"Hyōgo Prefecture; Akashi; Hyōgo",193,112,"Lock"
"Q28688029","Eikō Yoshida","1982-07-19","Saitama Prefecture; Saitama (city)",NA,"Saitama Prefecture; Saitama (city)",182,105,"Prop"
"Q28688445","Masataka Tsujii","1982-05-06","Kyoto Prefecture; Kyoto",NA,"Kyoto Prefecture; Kyoto",177,95,"Flanker"
"Q28688464","Takahiro Suzuki","1985-02-28","Chiba Prefecture; Noda; Chiba",NA,"Chiba Prefecture; Noda; Chiba",185,100,"Flanker"
"Q28688473","Masanobu Suefuji","1984-05-21","Fukuoka Prefecture; Ōmuta; Fukuoka",NA,"Fukuoka Prefecture; Ōmuta; Fukuoka",183,97,"Winger"
"Q28688547","Ryō Ōishi","1983-08-25","Chiba Prefecture; Kashiwa",NA,"Chiba Prefecture; Kashiwa",174,90,"Centre"
"Q28688564","Kazuyuki Takakura","1982-10-02","Saga Prefecture; Tosu; Saga",NA,"Saga Prefecture; Tosu; Saga",174,93,"Centre"
"Q28688619","Kōta Makihara","1984-09-11","Kyoto Prefecture",NA,"Kyoto Prefecture",186,99,"Flanker"
"Q28688644","Shūji Yoshikawa","1984-09-17","Osaka Prefecture",NA,"Osaka Prefecture",182,92,"Centre"
"Q28688668","Kojiro Tani","1992-04-30","Hyōgo Prefecture",NA,"Hyōgo Prefecture",182,86,"Winger"
"Q28688776","Hideaki Takahashi","1983-08-24","Iwate Prefecture",NA,"Iwate Prefecture",178,103,"Prop"
"Q28688794","Masayuki Yachimura","1982-12-29","Aomori Prefecture",NA,"Aomori Prefecture",177,115,"Prop"
"Q28688826","Shinpei Naitō","1982-06-12","Akita Prefecture; Akita (city)",NA,"Akita Prefecture; Akita (city)",175,85,"Winger; Fullback"
"Q28688848","Yoshiyasu Sasakura","1983-08-17","Kanagawa Prefecture",NA,"Kanagawa Prefecture",179,119,"Prop"
"Q28688902","Mikio Banba","1983-03-20","Kyoto Prefecture",NA,"Kyoto Prefecture",173,82,"Fly-Half"
"Q28689044","Keiichiro Suenaga","1982-10-18","Nagasaki Prefecture",NA,"Nagasaki Prefecture",183,98,"Number 8; Flanker"
"Q28689076","Tadayoshi Watanabe","1982-11-21","Miyazaki Prefecture",NA,"Miyazaki Prefecture",188,90,"Lock; Flanker"
"Q28689116","Alaimoana Motuapuaka","1991-05-12","Tonga",NA,"Tonga",192,130,"Prop"
"Q28689149","Junji Takatani","1982-09-21","Nagasaki Prefecture",NA,"Nagasaki Prefecture",183,91,"Flanker"
"Q28689206","Takeshi Katsuki","1982-04-18","Miyazaki Prefecture",NA,"Miyazaki Prefecture",175,80,"Scrum-Half"
"Q28689223","Terumasa Sonoda","1983-12-18","Fukuoka Prefecture",NA,"Fukuoka Prefecture",181,84,"Winger; Fullback"
"Q28689264","Kiichi Ono","1983-11-28","Ōita Prefecture",NA,"Ōita Prefecture",176,88,"Number 8"
"Q28689290","Keita Hasegawa","1983-04-25","Fukuoka Prefecture",NA,"Fukuoka Prefecture",180,114,"Prop"
"Q28689344","Kōhei Maeda","1983-08-12","Chiba Prefecture",NA,"Chiba Prefecture",180,110,"Prop"
"Q28689387","Yoshiyuki Takizawa","1978-05-30","Tokyo",NA,"Tokyo",174,96,"Hooker"
"Q28689464","Kiyonori Tanaka","1975-12-28","Japan; Hyōgo Prefecture; Itami",NA,"Japan; Hyōgo Prefecture; Itami",164,70,"Scrum-Half"
"Q28689574","Nam Jong-Seong","1992-04-27","Japan; Niigata Prefecture",NA,"Japan; Niigata Prefecture",188,100,"Lock"
"Q28689602","Takashi Yamaoka","1976-04-24","Yamagata Prefecture",NA,"Yamagata Prefecture",175,98,"Hooker"
"Q28689615","Shūji Shimizu","1971-03-22","Aichi Prefecture",NA,"Aichi Prefecture",176,90,"Prop"
"Q28689681","Osami Yatsuhashi","1974-04-02","Nara Prefecture",NA,"Nara Prefecture",176,90,"Fullback"
"Q28689863","Kōichi Ōhigashi","1979-10-03","Osaka Prefecture",NA,"Osaka Prefecture",177,74,"Fullback"
"Q28689878","Naoya Ōkubo","1976-08-15","Kanagawa Prefecture; Kawasaki; Kanagawa",NA,"Kanagawa Prefecture; Kawasaki; Kanagawa",189,101,"Lock"
"Q28689915","Takeru Yoshizawa","1986-10-15","Saitama Prefecture",NA,"Saitama Prefecture",173,90,"Number 8; Flanker"
"Q28689935","Shōhei Okada","1984-09-13","Okayama Prefecture",NA,"Okayama Prefecture",180,95,"Lock; Number 8"
"Q28689977","Yoshikazu Kushida","1980-12-29","Aichi Prefecture",NA,"Aichi Prefecture",180,92,"Flanker"
"Q28689996","Genta Akanuma","1980-03-22","Japan; Tokyo; Fuchū",NA,"Japan; Tokyo; Fuchū",175,80,"Centre"
"Q28690036","Shigeyasu Takagi","1975-10-16","Hyōgo Prefecture",NA,"Hyōgo Prefecture",180,110,"Prop; Flanker"
"Q28690050","Takeshi Hosaka","1981-07-24","Akita Prefecture; Akita (city)",NA,"Akita Prefecture; Akita (city)",184,100,"Lock"
"Q28690079","Takashi Hayashi","1980-12-27","Ōita Prefecture",NA,"Ōita Prefecture",182,109,"Prop"
"Q28690102","Noriaki Azumano","1981-04-09","Kagoshima Prefecture",NA,"Kagoshima Prefecture",182,110,"Prop"
"Q28690125","Hayden Cripps","1990-10-30","New Zealand; Wellington",NA,"New Zealand; Wellington",177,82,"Fly-Half"
"Q28690148","Yōji Ōta","1981-04-02","Osaka Prefecture",NA,"Osaka Prefecture",174,81,"Centre"
"Q28690161","Shinya Jinkawa","1981-07-24","Nagasaki Prefecture",NA,"Nagasaki Prefecture",177,89,"Winger; Fullback"
"Q28690203","Havili Rocky","1980-03-08","Tonga",NA,"Tonga",182,102,"Winger; Centre"
"Q28690270","Atsushi Tanabe","1984-01-10","Tokyo",NA,"Tokyo",173,105,"Prop"
"Q28690301","Satoru Sasabuchi","1987-04-20","Aichi Prefecture",NA,"Aichi Prefecture",185,97,"Lock; Flanker"
"Q28690318","Sosiceni Tokoqio","1993-02-01","Fiji; Suva",NA,"Fiji; Suva",185,108,"Number 8"
