"wikidataId","fullName","jaName","birthDate","birthPlace","deathDate","deathPlace","height","weight","positions"
"Q27918102","Masahiko Toyoyama","豊山 昌彦","1976-08-18","Osaka Prefecture",NA,NA,178,107,"Prop"
"Q27918164","Takahiro Hayano","早野 貴大","1974-09-06","Yamanashi Prefecture",NA,NA,187,103,"Lock"
"Q27918174","Rikiya Asami","朝見 力弥","1986-02-24","Saitama Prefecture",NA,NA,171,80,"Winger"
"Q27918188","Ryohei Miki","三木 亮平","1978-03-24","Kyoto Prefecture",NA,NA,187,90,"Winger"
"Q27918193","Yōhei Takizawa","瀧澤 陽兵","1985-07-16","Iwate Prefecture",NA,NA,196,96,"Lock"
"Q27918206","Satonobu Ko","高 聡伸","1982-11-29","Osaka Prefecture",NA,NA,175,86,"Flanker"
"Q27918217","Kōta Matsushima","松島 鴻太","1991-05-01","Kyoto Prefecture",NA,NA,164,69,"Scrum-Half"
"Q27919940","Kanta Higashionna","東恩納 寛太","1992-11-26","Japan; Okinawa Prefecture",NA,NA,178,113,"Prop"
"Q27921237","Atsushi Fujiya","藤谷 淳","1982-04-30","Akita Prefecture; Oga; Akita",NA,NA,181,91,"Winger; Fullback"
"Q27921247","Koichiro Kikuchi","菊池 功一郎","1985-07-31","Kumamoto Prefecture; Tamana District; Kumamoto",NA,NA,174,81,"Winger"
"Q27924903","Tom Curry","トム・カリー","1998-06-15","England; London; London Borough of Hounslow",NA,NA,185,110,"Flanker; Number 8"
"Q27929673","Manie Libbok","マニー・リボック","1997-07-15","South Africa; Eastern Cape",NA,NA,184,76,"Fly-Half"
"Q27981164","Gerrie Labuschagné","ゲリー・ラブスカフニ","1995-12-05","South Africa",NA,NA,195,101,"Winger; Fullback"
"Q27989968","Shinobu Takashima","高島 忍","1992-08-31","Kyoto Prefecture",NA,NA,169,100,"Hooker; Prop"
"Q27997147","Kane Falconer","フォルクナー ケイン","1997-06-07","Australia; Western Australia; Perth",NA,NA,186,98,"Number 8; Flanker"
"Q27999184","Baptiste Couilloud","バティスト・クイユー","1997-07-22","France; Metropolis of Lyon; Lyon",NA,NA,176,78,"Scrum-Half"
"Q28033370","Peato Mauvaka","ペアト・モーヴァカ","1997-01-10","New Caledonia; Nouméa",NA,NA,184,124,"Hooker"
"Q28054120","Jasper Wiese","ヤスパー・ヴィーセ","1995-07-23","South Africa; Northern Cape; Upington",NA,NA,190,110,"Flanker; Number 8"
"Q28068955","Junpei Enomoto","榎本 淳平","1979-11-30","Tokyo",NA,NA,181,87,"Centre"
"Q28068990","Tetsuya Omine","小峰 徹也","1986-08-12","Ibaraki Prefecture",NA,NA,184,90,"Number 8; Flanker"
"Q28069026","Daisuke Obiya","帯谷 大介","1986-10-29","Fukuoka Prefecture",NA,NA,180,90,"Fly-Half; Centre"
"Q28069075","Takuma Hori","堀 卓馬","1990-05-25","Fukui Prefecture",NA,NA,187,110,"Prop"
"Q28069200","Hayato Daimon","大門 隼人","1979-08-22","Hokkaido",NA,NA,180,87,"Winger"
"Q28180876","Sam Thomson","サム・トムソン","1994-01-23","Scotland; Edinburgh",NA,NA,198,115,"Lock"
"Q28366483","Stephen Tomasin","スティーブン・トマシン","1994-09-25","United States; California; Santa Rosa",NA,NA,180,91,"Utility Back"
"Q28382619","Zain Davids","ザイン・デービズ","1997-05-04","South Africa; Western Cape; Cape Town",NA,NA,184,97,"Flanker; Centre"
"Q28421707","Tom Moloney","トム・モロニー","1994-03-04","Australia",NA,NA,189,120,"Prop"
"Q28540561","Duhan van der Merwe","ドゥーハン・ファン・デル・メルヴァ","1995-06-04","South Africa; Western Cape; George",NA,NA,193,106,"Winger"
"Q28648803","Federico Ruzza","フェデリコ・ルッツァ","1994-08-04","Italy; Veneto; Province of Padua; Padua",NA,NA,198,108,"Lock"
"Q28665203","Ramil Gaisin","ラミーリ・ガイシン","1991-07-26","Russia; Krasnoyarsk",NA,NA,174,77,"Fly-Half"
"Q28682139","Ryōta Kobayashi","小林 亮太","1991-06-11","Japan; Nara Prefecture",NA,NA,181,96,"Flanker"
"Q28682336","Pak Songgi","朴 成基","1993-02-25","Japan; Hyōgo Prefecture; Amagasaki",NA,NA,178,91,"Fly-Half"
"Q28682981","Hikaru Tanaka","田中 光","1989-03-24","Japan; Niigata Prefecture",NA,NA,177,110,"Prop"
"Q28683135","Masaki Tani","谷 昌樹","1990-09-18","Japan; Osaka Prefecture",NA,NA,180,103,"Flanker"
"Q28683595","Takahiro Fujita","藤田 貴大","1993-06-17","Japan; Aomori Prefecture; Yomogita",NA,NA,176,96,"Flanker"
"Q28683635","Jung-hyek Kwon","權 正赫","1989-02-05","South Korea",NA,NA,178,93,"Centre"
"Q28684285","Shin Itō","伊藤 真","1987-12-08","Tokyo",NA,NA,180,86,"Winger"
"Q28685254","Kenta Tanaka","田中 健太","1994-02-03","Japan; Osaka; Ikuno-ku",NA,NA,177,94,"Prop"
"Q28685307","Daisuke Noguchi","野口 大輔","1993-06-14","Japan; Osaka Prefecture",NA,NA,178,90,"Fly-Half"
"Q28686183","Kōji Mori","森 功至","1985-12-17","Nara Prefecture; Yamatokōriyama",NA,NA,177,85,"Fullback"
"Q28686781","Marc Le","マーク・リー","1986-10-06","Malaysia",NA,NA,182,93,"Winger"
"Q28687776","Yūki Imamura","今村 友基","1979-07-08","Kyoto Prefecture; Kyoto",NA,NA,170,75,"Fly-Half; Scrum-Half"
"Q28687883","Masayuki Murakami","村上 正幸","1982-09-21","Osaka Prefecture; Osaka",NA,NA,175,95,"Hooker"
"Q28687917","Yūta Itō","伊藤 雄大","1982-04-02","Tokyo",NA,NA,172,120,"Prop"
"Q28688002","Hiroyuki Kondo","近藤 洋至","1984-11-15","Hyōgo Prefecture; Akashi; Hyōgo",NA,NA,193,112,"Lock"
"Q28688029","Eikō Yoshida","吉田 永昊","1982-07-19","Saitama Prefecture; Saitama (city)",NA,NA,182,105,"Prop"
"Q28688445","Masataka Tsujii","辻井 将孝","1982-05-06","Kyoto Prefecture; Kyoto",NA,NA,177,95,"Flanker"
"Q28688464","Takahiro Suzuki","鈴木 敬弘","1985-02-28","Chiba Prefecture; Noda; Chiba",NA,NA,185,100,"Flanker"
"Q28688473","Masanobu Suefuji","末藤 雅宣","1984-05-21","Fukuoka Prefecture; Ōmuta; Fukuoka",NA,NA,183,97,"Winger"
"Q28688547","Ryō Ōishi","大石 嶺","1983-08-25","Chiba Prefecture; Kashiwa",NA,NA,174,90,"Centre"
"Q28688564","Kazuyuki Takakura","高倉 和起","1982-10-02","Saga Prefecture; Tosu; Saga",NA,NA,174,93,"Centre"
"Q28688619","Kōta Makihara","槇原 航太","1984-09-11","Kyoto Prefecture",NA,NA,186,99,"Flanker"
"Q28688644","Shūji Yoshikawa","吉川 修司","1984-09-17","Osaka Prefecture",NA,NA,182,92,"Centre"
"Q28688668","Kojiro Tani","谷 浩二朗","1992-04-30","Hyōgo Prefecture",NA,NA,182,86,"Winger"
"Q28688776","Hideaki Takahashi","高橋 英明","1983-08-24","Iwate Prefecture",NA,NA,178,103,"Prop"
"Q28688794","Masayuki Yachimura","谷地村 政幸","1982-12-29","Aomori Prefecture",NA,NA,177,115,"Prop"
"Q28688826","Shinpei Naitō","内藤 慎平","1982-06-12","Akita Prefecture; Akita (city)",NA,NA,175,85,"Winger; Fullback"
"Q28688848","Yoshiyasu Sasakura","笹倉 康義","1983-08-17","Kanagawa Prefecture",NA,NA,179,119,"Prop"
"Q28688902","Mikio Banba","馬場 美喜男","1983-03-20","Kyoto Prefecture",NA,NA,173,82,"Fly-Half"
"Q28689044","Keiichiro Suenaga","末永 敬一朗","1982-10-18","Nagasaki Prefecture",NA,NA,183,98,"Number 8; Flanker"
"Q28689076","Tadayoshi Watanabe","渡辺 正善","1982-11-21","Miyazaki Prefecture",NA,NA,188,90,"Lock; Flanker"
"Q28689116","Alaimoana Motuapuaka","アライモアナ・モツアプアカ","1991-05-12","Tonga",NA,NA,192,130,"Prop"
"Q28689149","Junji Takatani","高谷 順二","1982-09-21","Nagasaki Prefecture",NA,NA,183,91,"Flanker"
"Q28689206","Takeshi Katsuki","香月 武","1982-04-18","Miyazaki Prefecture",NA,NA,175,80,"Scrum-Half"
"Q28689223","Terumasa Sonoda","園田 晃将","1983-12-18","Fukuoka Prefecture",NA,NA,181,84,"Winger; Fullback"
"Q28689264","Kiichi Ono","小野 喜一","1983-11-28","Ōita Prefecture",NA,NA,176,88,"Number 8"
"Q28689290","Keita Hasegawa","長谷川 圭太","1983-04-25","Fukuoka Prefecture",NA,NA,180,114,"Prop"
"Q28689344","Kōhei Maeda","前田 航平","1983-08-12","Chiba Prefecture",NA,NA,180,110,"Prop"
"Q28689387","Yoshiyuki Takizawa","滝澤 佳之","1978-05-30","Tokyo",NA,NA,174,96,"Hooker"
"Q28689464","Kiyonori Tanaka","田中 澄憲","1975-12-28","Japan; Hyōgo Prefecture; Itami",NA,NA,164,70,"Scrum-Half"
"Q28689574","Nam Jong-Seong","南 宗成","1992-04-27","Japan; Niigata Prefecture",NA,NA,188,100,"Lock"
"Q28689602","Takashi Yamaoka","山岡 俊","1976-04-24","Yamagata Prefecture",NA,NA,175,98,"Hooker"
"Q28689615","Shūji Shimizu","清水 秀司","1971-03-22","Aichi Prefecture",NA,NA,176,90,"Prop"
"Q28689681","Osami Yatsuhashi","八ッ橋 修身","1974-04-02","Nara Prefecture",NA,NA,176,90,"Fullback"
"Q28689863","Kōichi Ōhigashi","大東 功一","1979-10-03","Osaka Prefecture",NA,NA,177,74,"Fullback"
"Q28689878","Naoya Ōkubo","大久保 尚哉","1976-08-15","Kanagawa Prefecture; Kawasaki; Kanagawa",NA,NA,189,101,"Lock"
"Q28689915","Takeru Yoshizawa","吉澤 尊","1986-10-15","Saitama Prefecture",NA,NA,173,90,"Number 8; Flanker"
"Q28689935","Shōhei Okada","岡田 正平","1984-09-13","Okayama Prefecture",NA,NA,180,95,"Lock; Number 8"
"Q28689977","Yoshikazu Kushida","串田 義和","1980-12-29","Aichi Prefecture",NA,NA,180,92,"Flanker"
"Q28689996","Genta Akanuma","赤沼 源太","1980-03-22","Japan; Tokyo; Fuchū",NA,NA,175,80,"Centre"
"Q28690036","Shigeyasu Takagi","高木 重保","1975-10-16","Hyōgo Prefecture",NA,NA,180,110,"Prop; Flanker"
"Q28690050","Takeshi Hosaka","保坂 豪","1981-07-24","Akita Prefecture; Akita (city)",NA,NA,184,100,"Lock"
"Q28690079","Takashi Hayashi","林 仰","1980-12-27","Ōita Prefecture",NA,NA,182,109,"Prop"
"Q28690102","Noriaki Azumano","東野 憲照","1981-04-09","Kagoshima Prefecture",NA,NA,182,110,"Prop"
"Q28690125","Hayden Cripps","クリップス ヘイデン","1990-10-30","New Zealand; Wellington",NA,NA,177,82,"Fly-Half"
"Q28690148","Yōji Ōta","太田 洋治","1981-04-02","Osaka Prefecture",NA,NA,174,81,"Centre"
"Q28690161","Shinya Jinkawa","陣川 真也","1981-07-24","Nagasaki Prefecture",NA,NA,177,89,"Winger; Fullback"
"Q28690203","Havili Rocky","ハビリ ロッキー","1980-03-08","Tonga",NA,NA,182,102,"Winger; Centre"
"Q28690270","Atsushi Tanabe","田邉 篤","1984-01-10","Tokyo",NA,NA,173,105,"Prop"
"Q28690301","Satoru Sasabuchi","笹渕 智","1987-04-20","Aichi Prefecture",NA,NA,185,97,"Lock; Flanker"
"Q28690318","Sosiceni Tokoqio","トコキオ ソシセニ","1993-02-01","Fiji; Suva",NA,NA,185,108,"Number 8"
"Q28690372","Takayuki Yasuoka","安岡 貴之","1987-07-04","Kyoto Prefecture",NA,NA,176,100,"Hooker"
"Q28690383","Dai Kasagi","笠木 大","1987-09-19","Osaka Prefecture",NA,NA,181,78,"Scrum-Half"
"Q28690410","Ken Tsukagoshi","塚越 賢","1977-09-12","Saitama Prefecture",NA,NA,178,98,"Hooker"
"Q28690437","Kento Yoda","依田 賢人","1985-03-13","Tokyo",NA,NA,183,100,"Number 8; Flanker"
"Q28690441","Keita Sekimoto","関本 圭汰","1993-06-08","Japan; Tokyo",NA,NA,174,90,"Winger"
"Q28690482","Ryōta Fujii","藤井 亮太","1984-12-02","Fukuoka Prefecture",NA,NA,166,77,"Fly-Half"
"Q28690491","Yosuke Kasagi","笠木 陽介","1985-01-23","Osaka Prefecture",NA,NA,172,74,"Scrum-Half"
"Q28690510","Teppei Yagi","八木 鉄兵","1981-08-26","Tokyo",NA,NA,180,94,"Prop"
"Q28690534","Kōji Misumi","三角 公志","1983-07-03","Fukuoka Prefecture",NA,NA,171,86,"Fly-Half; Centre"
"Q28690566","Hiroaki Tainaka","田井中 啓彰","1984-03-27","Fukuoka Prefecture",NA,NA,186,92,"Winger; Fullback"
"Q28690584","Takeshi Nozawa","野澤 武史","1979-04-24","Tokyo; Shinjuku",NA,NA,170,100,"Flanker"
"Q28690605","Daisuke Tachikawa","立川 大介","1981-03-30","Kumamoto Prefecture",NA,NA,185,113,"Prop"
"Q28690620","Keiji Takei","武井 敬司","1980-06-01","Kanagawa Prefecture",NA,NA,174,80,"Fly-Half; Winger; Fullback"
"Q28690648","Leon Ellison","レオン・エリソン","1989-06-06","New Zealand",NA,NA,182,88,"Centre"
"Q28690674","Atsushi Iwakami","岩上 篤史","1981-02-12","Tochigi Prefecture",NA,NA,178,94,"Flanker"
"Q28690686","Yoshifumi Sugimoto","杉本 剛章","1984-06-24","Osaka Prefecture",NA,NA,171,98,"Hooker"
"Q28690701","Keisuke Arita","有田 啓介","1985-01-06","Fukuoka Prefecture",NA,NA,175,85,"Winger; Centre"
"Q28690756","Ryūji Oda","小田 龍司","1985-06-12","Fukuoka Prefecture",NA,NA,180,84,"Centre; Fullback"
"Q28690801","Yūsuke Kajimura","梶村 祐介","1995-09-13","Japan; Hyōgo Prefecture; Itami",NA,NA,180,95,"Centre"
"Q28690829","Itsuki Watanabe","渡部 逸記","1989-01-06","Hyōgo Prefecture",NA,NA,180,99,"Hooker"
"Q28690857","Yūta Takahashi","高橋 悠太","1988-11-03","Saitama Prefecture; Niiza; Saitama",NA,NA,172,105,"Prop"
"Q28690866","Nobuji Saito","斉藤 展士","1979-06-01","Osaka Prefecture",NA,NA,185,115,"Prop"
"Q28690892","Shigenori Someyama","染山 茂範","1990-09-05","Japan; Fukuoka Prefecture",NA,NA,171,73,"Fly-Half"
"Q28690915","Ryūji Koga","古賀 龍二","1977-07-24","Saga Prefecture",NA,NA,NA,NA,"Fullback"
"Q28690924","Yu Kanto","菅藤 友","1979-03-06","Nagasaki Prefecture",NA,NA,179,91,"Number 8; Flanker"
"Q28690933","Takayuki Kitagawa","北川 喬之","1981-12-13","Kyoto Prefecture",NA,NA,175,105,"Prop; Hooker"
"Q28690967","Shinsuke Yoshida","吉田 伸介","1985-04-20","Japan; Nagasaki Prefecture",NA,NA,174,100,"Hooker"
"Q28690968","Kōsuke Moriya","森谷 恒亮","1986-05-08","Aichi Prefecture",NA,NA,186,95,"Winger"
"Q28690997","Kento Matsui","松井 謙斗","1991-10-02","Osaka Prefecture",NA,NA,178,84,"Winger"
"Q28691067","Takayuki Masada","政田 孝之","1982-07-29","Kyoto Prefecture",NA,NA,176,76,"Fullback"
"Q28691075","Eiji Yamamoto","山本 英児","1979-09-20","Fukuoka Prefecture",NA,NA,184,98,"Number 8"
"Q28691100","Tsutomu Kawaguchi","川口 勉","1982-02-05","Osaka Prefecture",NA,NA,175,96,"Hooker"
"Q28691110","Yasuhiko Iwama","岩間 保彦","1977-08-26","Kanagawa Prefecture",NA,NA,183,113,"Prop; Hooker"
"Q28691115","Takeshi Yamamoto","山本 剛","1978-05-19","Shiga Prefecture",NA,NA,178,78,"Centre"
"Q28691170","Keiju Tsuruta","鶴田 桂樹","1996-02-28","Yamanashi Prefecture",NA,NA,172,79,"Winger"
"Q28691176","Kōsuke Naka","中 孝祐","1997-05-06","Japan; Nara Prefecture",NA,NA,177,77,"Winger"
"Q28691188","Yoshitaka Nakayama","中山 義孝","1982-08-06","Fukuoka Prefecture",NA,NA,184,106,"Flanker"
"Q28691232","Yūki Kawano","河野 悠輝","1984-11-07","Fukuoka Prefecture",NA,NA,183,113,"Prop"
"Q28691284","Tomohiro Kurata","藏田 知浩","1993-10-16","Japan; Hyōgo Prefecture",NA,NA,180,83,"Winger"
"Q28691291","Yoshihiko Kakuhama","角濱 嘉彦","1979-12-05","Kyoto Prefecture",NA,NA,193,102,"Winger"
"Q28691312","Hiroyuki Ōtsuka","大塚 博之","1978-08-20","Chiba Prefecture",NA,NA,181,100,"Hooker"
"Q28691342","Tsubasa Haruguchi","春口 翼","1979-12-18","Kanagawa Prefecture",NA,NA,NA,NA,"Scrum-Half"
"Q28691372","Kenyu Fujimoto","藤本 健友","1990-06-01","Tokyo",NA,NA,182,94,"Winger; Fullback"
"Q28691395","Kenji Oka","岡 健二","1982-11-26","Tokyo",NA,NA,165,70,"Scrum-Half"
"Q28691409","Patrick Stehlin","ステイリン パトリック","1992-12-15","Samoa",NA,NA,175,95,"Fly-Half"
"Q28691474","Junshi Yamakita","山北 純嗣","1991-09-28","Fukuoka Prefecture",NA,NA,178,85,"Centre"
"Q28691489","Hirotomo Kobori","小堀 弘朝","1981-04-17","Tokyo",NA,NA,180,91,"Winger"
"Q28691520","Tomoo Yasuda","安田 知生","1978-08-16","Nara Prefecture",NA,NA,188,110,"Lock"
"Q28691521","Takayuki Kunitake","金武 貴之","1981-07-09","Mie Prefecture; Suzuka; Mie",NA,NA,180,115,"Prop"
"Q28691533","Daisuke Motegi","茂木 大輔","1986-02-16","Japan; Saitama Prefecture",NA,NA,173,82,"Fly-Half"
"Q28691560","Gen Kakurai","覺來 弦","1985-11-16","Kanagawa Prefecture",NA,NA,186,97,"Flanker"
"Q28691590","Shunsuke Amamiya","雨宮 俊介","1985-06-26","Yamanashi Prefecture",NA,NA,192,107,"Lock"
"Q28691591","Motohiro Akagi","赤木 基浩","1980-06-28","Japan; Osaka Prefecture",NA,NA,168,71,"Winger"
"Q28691609","Shin'ya Ōsugi","大椙 慎也","1992-09-21","Japan; Fukuoka Prefecture",NA,NA,187,97,"Lock"
"Q28691658","Willie Britz","ヴィリー・ブリッツ","1988-08-31","South Africa; Bloemfontein",NA,NA,193,110,"Lock; Number 8; Flanker"
"Q28691698","Hiroaki Ushihara","牛原 寛章","1993-01-17","Japan; Fukuoka Prefecture",NA,NA,173,103,"Hooker"
"Q28691702","Kim Yong-hwi","金 勇輝","1993-03-29","Japan; Osaka Prefecture",NA,NA,175,85,"Centre"
"Q28691706","Naoki Hayakawa","早川 直樹","1992-04-03","Niigata Prefecture",NA,NA,186,88,"Winger"
"Q28691800","Taku Wada","和田 拓","1988-11-19","Kanagawa Prefecture; Ebina; Kanagawa",NA,NA,175,84,"Winger; Fullback"
"Q28691832","Junichi Nagao","長尾 純一","1985-11-08","Aichi Prefecture",NA,NA,178,108,"Prop"
"Q28691836","Yoshihiro Matsui","松井 祥寛","1977-12-26","Osaka Prefecture",NA,NA,182,95,"Flanker"
"Q28691871","Hisayoshi Matsuoka","松岡 久善","1992-09-01","Japan; Hyōgo Prefecture",NA,NA,183,87,"Winger"
"Q28691874","Kazuhiko Gotō","後藤 和彦","1979-02-26","Aichi Prefecture",NA,NA,172,72,"Scrum-Half"
"Q28691954","Yoshinobu Arai","新井 慶史","1988-04-07","Osaka Prefecture; Osaka",NA,NA,175,95,"Flanker"
"Q28691994","Masatoshi Mukōyama","向山 昌利","1975-05-20","Kumamoto Prefecture",NA,NA,182,90,"Centre"
"Q28692048","Kentaro Nagasaki","長崎 健太郎","1991-08-06","Osaka Prefecture; Matsubara",NA,NA,174,99,"Hooker"
"Q28692049","Yūki Ōnishi","大西 優希","1992-01-22","Nara Prefecture; Kashihara; Nara",NA,NA,182,115,"Prop"
"Q28692175","Kazuya Koizumi","小泉 和也","1973-06-09","Yamanashi Prefecture; Kōshū; Yamanashi",NA,NA,185,95,"Lock"
"Q28692181","Manabu Suzuki","鈴木 学","1983-02-08","Japan; Akita Prefecture",NA,NA,200,108,"Lock"
"Q28692194","Tomoaki Nakai","中居 智昭","1981-09-18","Kumamoto Prefecture",NA,NA,186,98,"Flanker"
"Q28692229","Takuo Kawasaki","川嵜 拓生","1977-06-12","Fukuoka Prefecture",NA,NA,185,90,"Number 8"
"Q28692231","Taiichi Yoshioka","吉岡 泰一","1978-03-26","Miyazaki Prefecture",NA,NA,177,93,"Centre"
"Q28692252","Shin'ya Miyamura","宮村 眞也","1976-10-29","Miyazaki Prefecture",NA,NA,190,105,"Lock"
"Q28692289","Shōjirō Saza","左座 正二郎","1978-08-25","Fukuoka Prefecture",NA,NA,183,111,"Prop"
"Q28692324","Junji Hiratsuka","平塚 純司","1978-04-07","Akita Prefecture",NA,NA,199,110,"Lock"
"Q28692327","Masatoshi Hasako","端迫 雅俊","1980-06-16","Kumamoto Prefecture",NA,NA,183,101,"Number 8"
"Q28692410","Tsuyoshi Kinoshita","木下 剛","1975-07-05","Osaka Prefecture",NA,NA,185,111,"Lock"
"Q28692443","Satoshi Ueda","上田 聖","1989-04-08","Japan; Ishikawa Prefecture; Kanazawa",NA,NA,181,112,"Prop"
"Q28692469","Yōsuke Shishido","宍戸 要介","1985-05-26","Japan; Shizuoka Prefecture",NA,NA,176,104,"Prop"
"Q28692478","Shōhei Yuzawa","湯澤 奨平","1988-08-22","Kanagawa Prefecture; Kawasaki; Kanagawa",NA,NA,186,105,"Lock"
"Q28741342","Ben White","ベン・ホワイト","1998-05-27","England; Stoke-on-Trent",NA,NA,178,88,"Scrum-Half"
"Q28756386","Kilive Naloli","キリベ・ナロリ","1975-09-26","Fiji",NA,NA,NA,NA,"Centre"
"Q28810444","Matt Tierney","マット・ティアニー","1996-07-04","Canada; Ontario; Mississauga",NA,NA,185,134,"Prop"
"Q28811953","Bryce Campbell","ブライス・キャンベル","1994-09-21","United States; Indiana; Indianapolis",NA,NA,184,107,"Centre"
"Q28831223","Paulo Nawalu","パウロ・ナワル","1958-10-18","Fiji; Lautoka",NA,NA,NA,NA,"Scrum-Half"
"Q28853743","Jacob Stockdale","ジェイコブ・ストックデイル","1996-04-03","Northern Ireland; Lurgan",NA,NA,191,103,"Winger; Centre; Fullback"
"Q28853751","Jordan Uelese","ジョーダン・ウエレセ","1997-01-24","New Zealand; Wellington",NA,NA,189,122,"Hooker"
"Q28853818","Tyrel Lomax","ティレル・ロマックス","1996-03-16","Australia; Canberra",NA,NA,192,127,"Prop"
"Q28911582","Jon Zabala","ジョン・サバラ","1996-11-26","Spain; Basque Country (autonomous community); Biscay; Getxo",NA,NA,192,124,"Prop"
"Q28925209","Fonovai Tangimana","フォノヴァイ・タンジマナ","1989-10-25","Tonga; Neiafu (Vavaʻu)",NA,NA,188,111,"Winger; Centre"
"Q28939732","Stedman Gans","ステッドマン・ガンズ","1997-03-19","South Africa; Eastern Cape",NA,NA,180,85,"Winger; Centre"
"Q28943604","Nicolás Freitas","ニコラス・フレイタス","1993-07-03","Uruguay; Montevideo Department; Montevideo",NA,NA,180,90,"Centre"
"Q28973581","Murray Douglas","マリー・ダグラス","1989-10-27","Scotland",NA,NA,198,115,"Lock"
"Q28974206","Sione Fakaʻosilea","シオネ・ファカオシーレア","1987-01-13","Tonga",NA,NA,182,109,"Centre"
"Q28976112","Damian Willemse","ダミアン・ウィレムセ","1998-05-07","South Africa; Western Cape",NA,NA,183,86,"Fly-Half; Fullback"
"Q29312512","Richie Arnold","リッチー・アーノルド","1990-07-01","Australia; Wagga Wagga",NA,NA,208,127,"Lock"
"Q29472892","Sosefo Sakalia","ソセフォ・サカリア","1991-12-14","Tonga; Nukuʻalofa",NA,NA,178,96,"Hooker"
"Q29533947","Jake Polledri","ジェイク・ポッレードリ","1995-11-08","England; Bristol",NA,NA,188,106,"Flanker; Number 8"
"Q29561631","Ekeroma Luaiufi","エケロマ・ルアイウヒ","1963-07-08","Samoa",NA,NA,NA,NA,"Lock"
"Q29561634","Sione Latu","シオネ・ラトゥ","1971-02-23","Tonga",NA,NA,NA,NA,"Number 8"
"Q29818455","Esei Ha'angana","エセイ・ハアンガナ","1999-04-21","Australia; New South Wales; Sydney",NA,NA,198,112,"Lock"
"Q29841241","Masaki Fujisaki","藤崎 眞樹","1995-01-18","Japan; Osaka Prefecture",NA,NA,175,85,"Winger; Centre"
"Q29868478","Joe Cokanasiga","ジョー・ゾカナシンガ","1997-11-15","Fiji; Suva",NA,NA,192,112,"Winger"
"Q29892081","Lasha Jaiani","ラシャ・ジャイアニ","1998-04-21","Georgia (country); Tbilisi",NA,NA,200,122,"Lock"
"Q29895603","Guram Papidze","グラム・パイドゼ","1997-06-16","Georgia (country); Tbilisi",NA,NA,186,127,"Prop"
"Q29896122","Giorgi Gogoladze","ギオルギ・ゴゴラゼ","1997-10-27","Tbilisi; Georgia; Georgia (country)",NA,NA,189,100,"Centre"
"Q29914197","Mirian Modebadze","ミリアン・モデバゼ","1997-10-27","Georgia (country); Tbilisi",NA,NA,194,95,"Winger; Fullback"
"Q29914201","Guram Gogichashvili","グラム・ゴギチャイシヴィリ","1998-09-04","Georgia (country)",NA,NA,183,118,"Prop"
"Q29982241","Yoshihito Yoshida","吉田 義人","1969-02-16","Akita Prefecture; Oga; Akita",NA,NA,NA,NA,"Winger"
"Q30013226","Soso Matiashvili","ソソ・マティアシヴィリ","1993-01-27","Georgia (country); Tbilisi",NA,NA,185,85,"Winger; Centre"
"Q30014591","Giorgi Kveseladze","ギオルギ・クヴェセラセ","1997-11-11","Georgia (country); Tbilisi",NA,NA,185,100,"Centre"
"Q30027820","Adam Hastings","アダム・ヘイスティングス","1996-10-05","Scotland; Edinburgh",NA,NA,188,87,"Fly-Half; Fullback"
"Q30122149","Bruce Ferguson","ブルース・ファーガソン","1969-07-25","Fiji; Suva",NA,NA,NA,NA,"Lock"
"Q30122178","Michael Stolberg","マイケル・ストーバーグ","1992-03-27","Australia",NA,NA,204,120,"Lock"
"Q30122379","Leon Brown","レオン・ブラウン","1996-10-26","Wales; Newport",NA,NA,190,126,"Prop"
"Q30122761","Marcus Smith","マーカス・スミス","1999-02-14","Philippines; Manila",NA,NA,178,83,"Fly-Half; Fullback"
"Q30140858","Gela Aprasidze","ゲラ・アプラシゼ","1998-01-14","Georgia (country); Tbilisi",NA,NA,175,70,"Scrum-Half"
"Q30140939","Damian Penaud","ダミアン・プノー","1996-09-25","France; Corrèze; Brive-la-Gaillarde",NA,NA,192,94,"Centre; Winger"
"Q30149653","Atsushi Tsukamoto","塚本 篤志","1986-12-12","Saitama Prefecture",NA,NA,189,102,"Lock"
"Q30223019","Romain Ntamack","ロマン・ヌタマック","1999-05-01","France; Haute-Garonne; Toulouse",NA,NA,186,86,"Fly-Half; Centre"
"Q30234153","Harry McNulty","ハリー・マクナルティ","1993-03-05","Bahrain",NA,NA,188,95,"Winger; Centre"
"Q30501849","Jordan Conroy","ジョーダン・コンロイ","1994-03-10","Republic of Ireland; County Offaly; Tullamore",NA,NA,183,92,"Winger"
"Q30502098","Nick Timoney","ニック・ティモニー","1995-08-01","Republic of Ireland; Dublin",NA,NA,188,114,"Flanker"
"Q30595006","Josh Peters","ジョシュ・ペーターズ","1995-10-12","England; London; London Borough of Bexley; Sidcup",NA,NA,200,108,"Lock"
"Q30611867","James Ryan","ジェームズ・ライアン","1996-07-24","Republic of Ireland; County Dublin; Black Rock",NA,NA,202,106,"Lock"
"Q30612327","Harry Williams","ハリー・ウィリアムズ","1991-10-01","England; London",NA,NA,191,126,"Prop"
"Q30726873","Maxime Lucu","マキシム・ルク","1993-01-12","France; Saint-Jean-de-Luz",NA,NA,177,79,"Scrum-Half; Fly-Half"
"Q30729256","Anthony Jelonch","アントニー・ジェロンチ","1996-07-28","France; Gers; Vic-Fezensac",NA,NA,193,105,"Flanker"
