"clubId","clubLabel","clubTypeLabel","inceptionMax","inceptionFormat","terminationMax","terminationFormat","nickmaneLabels","affiliationLabels","countryLabels","competitionLabels","homeVenueLabels","homeVenueCapacities","locationLabels","AllRugbyIDs","GoogleKnowlIDs","articleEn","articleFr","articleIt","articleEs","articleJa"
"Q107970182","Aberdeen University Medics RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Aberdeen_University_Medics_RFC",NA,NA,NA,NA
"Q107970183","Aberdeen Taexali","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Aberdeen_Taexali",NA,NA,NA,NA
"Q107970184","RAF Lossiemouth RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"RAF_Lossiemouth_RFC",NA,NA,NA,NA
"Q107970185","North Police Scotland RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"North_Police_Scotland_RFC",NA,NA,NA,NA
"Q107970186","Glasgow University Medics RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Glasgow_University_Medics_RFC",NA,NA,NA,NA
"Q107970187","Broughton RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Broughton_RFC_(Edinburgh)",NA,NA,NA,NA
"Q107970189","Edinburgh University Medics RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Edinburgh_University_Medics_RFC",NA,NA,NA,NA
"Q107970190","North Berwick RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"North_Berwick_RFC",NA,NA,NA,NA
"Q107970191","Liberton RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Liberton_RFC",NA,NA,NA,NA
"Q107970192","Ross High RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Ross_High_RFC",NA,NA,NA,NA
"Q107970193","Gala Y.M. RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Gala_Y.M._RFC",NA,NA,NA,NA
"Q107970194","RDVC RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q107970195","Abertay University RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q107970196","Glasgow Caledonian University RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q107970197","Strathclyde University RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Strathclyde_University_RFC",NA,NA,NA,NA
"Q107970200","Dundee University RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Dundee_University_RFC",NA,NA,NA,NA
"Q107970202","Robert Gordon University RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Robert_Gordon_University_RFC",NA,NA,NA,NA
"Q107970203","Stirling University RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Stirling_University_RFC",NA,NA,NA,NA
"Q107970204","Edinburgh Napier University RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Edinburgh_Napier_University_RFC",NA,NA,NA,NA
"Q107982991","Association sportive narrossaise rugby","rugby union team","1974-05-10","1974-5-10",NA,NA,NA,NA,"France",NA,"Stade Raoul-Lagraula",NA,"Narrosse",NA,NA,NA,NA,NA,NA,NA
"Q108178995","Heriot-Watt University RFC","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heriot-Watt_University_RFC",NA,NA,NA,NA
"Q108179013","Queen Margaret University RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Queen_Margaret_University_RFC",NA,NA,NA,NA
"Q108179024","Moray House RFC","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moray_House_RFC",NA,NA,NA,NA
"Q108179170","Toulouse olympique employés club","rugby union team","1913-01-01","1913-1-1","1995-01-01","1995-1-1",NA,NA,"France",NA,NA,NA,"Toulouse",NA,NA,NA,"Toulouse_olympique_employ%C3%A9s_club_(rugby_%C3%A0_XV)",NA,NA,NA
"Q108290259","Association sportive ondraise","rugby union team","1911-01-01","1911-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Ondres",NA,NA,NA,NA,NA,NA,NA
"Q108301006","Rugby Club amollois","rugby union team","1986-04-16","1986-4-16","2018-06-27","2018-6-27",NA,NA,"France",NA,NA,NA,"Amou",NA,NA,NA,NA,NA,NA,NA
"Q108301034","Union sportive pomarézienne","rugby union team","1979-05-01","1979-5-1","2018-06-27","2018-6-27",NA,NA,"France",NA,NA,NA,"Pomarez",NA,NA,NA,NA,NA,NA,NA
"Q108301056","Rugby Club Pomarez Amou","rugby union team","2018-06-28","2018-6-28",NA,NA,NA,NA,"France",NA,NA,NA,"Pomarez",NA,NA,NA,NA,NA,NA,NA
"Q108304520","CM Floirac rugby","rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Floirac",NA,NA,NA,NA,NA,NA,NA
"Q108304712","Real Soldevilla campétois","rugby union team","2003-01-01","2003-1-1","2016-01-01","2016-1-1",NA,NA,"France",NA,NA,NA,"Campet-et-Lamolère",NA,NA,NA,NA,NA,NA,NA
"Q108321489","Entente Aramits Asasp","rugby union team","2002-01-01","2002-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Aramits",NA,NA,NA,NA,NA,NA,NA
"Q108377638","The Black Lion","rugby union team",NA,NA,NA,NA,NA,NA,"Georgia",NA,NA,NA,NA,NA,NA,"Black_Lion_(rugby_union)","Black_Lion",NA,"The_Black_Lion","%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E3%83%A9%E3%82%A4%E3%82%AA%E3%83%B3"
"Q108415422","AZS-AWFiS Gdańsk Rugby","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZS-AWFiS_Gda%C5%84sk_Rugby",NA,NA,NA,NA
"Q108470459","Abercwmboi RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Abercwmboi_RFC",NA,NA,NA,NA
"Q108565098","Tel Aviv Heat","rugby union team","2021-07-07","2021-7-7",NA,NA,NA,NA,"Israel",NA,NA,NA,NA,NA,NA,"Tel_Aviv_Heat","Tel_Aviv_Heat",NA,"Tel_Aviv_Heat","%E3%83%86%E3%83%AB%E3%82%A2%E3%83%93%E3%83%96%E3%83%BB%E3%83%92%E3%83%BC%E3%83%88"
"Q108565145","Castilla y León Iberians","rugby union team","2021-01-01","2021-1-1",NA,NA,NA,NA,"Spain",NA,NA,NA,NA,NA,NA,"Castilla_y_Le%C3%B3n_Iberians","Castilla_y_Le%C3%B3n_Iberians",NA,"Castilla_y_Le%C3%B3n_Iberians","%E3%82%AB%E3%82%B9%E3%83%86%E3%82%A3%E3%83%BC%E3%83%AA%E3%83%A3%E3%83%BB%E3%82%A4%E3%83%BB%E3%83%AC%E3%82%AA%E3%83%B3%E3%83%BB%E3%82%A4%E3%83%99%E3%83%AA%E3%82%A2%E3%83%B3%E3%82%B9"
"Q10858300","Barcelona Universitari Club","rugby union team","1929-01-01","1929-1-1",NA,NA,NA,NA,"Spain","División de Honor B de Rugby","Camp Municipal de Rugby La Foixarda",NA,"Barcelona",NA,"12364ypk","Barcelona_Universitari_Club",NA,NA,"Barcelona_Universitari_Club",NA
"Q108666985","The Delta","rugby union team",NA,NA,NA,NA,NA,NA,"Netherlands",NA,NA,NA,NA,NA,NA,"Delta_(rugby_union)","Delta_(rugby_%C3%A0_XV)",NA,"The_Delta","%E3%83%87%E3%83%AB%E3%82%BF_(%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%81%E3%83%BC%E3%83%A0)"
"Q108681444","Racing Rugby Club de Nice","rugby union team","1912-01-01","1912-1-1","2001-01-01","2001-1-1",NA,NA,"France",NA,NA,NA,"Nice",NA,NA,NA,"Racing_Rugby_Club_de_Nice",NA,NA,NA
"Q108685870","Brussels Devils","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brussels_Devils",NA,"Brussels_Devils","%E3%83%96%E3%83%AA%E3%83%A5%E3%83%83%E3%82%BB%E3%83%AB%E3%83%BB%E3%83%87%E3%83%B4%E3%82%A3%E3%83%AB%E3%82%BA"
"Q108803455","Vancouver Island Crimson Tide","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vancouver_Island_Crimson_Tide",NA,NA,NA,NA
"Q10880452","Red Hurricanes Osaka","rugby union club","1994-01-01","1994-1-1",NA,NA,NA,NA,"Japan","Japan Rugby League One",NA,NA,NA,NA,NA,"NTT_DoCoMo_Red_Hurricanes_Osaka","NTT-Docomo_Red_Hurricanes_Osaka",NA,NA,"%E3%83%AC%E3%83%83%E3%83%89%E3%83%8F%E3%83%AA%E3%82%B1%E3%83%BC%E3%83%B3%E3%82%BA%E5%A4%A7%E9%98%AA"
"Q109040615","Istres sports rugby","rugby union team","1969-01-01","1969-1-1","2002-01-01","2002-1-1",NA,NA,"France",NA,NA,NA,"Istres",NA,NA,NA,"Istres_sports_rugby",NA,NA,NA
"Q109046241","Union sportive Baigorri","rugby union team","1971-01-01","1971-1-1","2003-09-01","2003-9-1",NA,NA,"France",NA,NA,NA,"Saint-Étienne-de-Baïgorry",NA,NA,NA,"Union_sportive_Baigorri",NA,NA,NA
"Q109237443","Wests Scarborough Rugby Union Football Club","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wests_Scarborough_Rugby_Union_Football_Club",NA,NA,NA,NA
"Q109315537","Rhodesia Rugby Union Team","national rugby union team","1898-01-01","1898-1-1",NA,NA,NA,NA,"Rhodesia",NA,NA,NA,NA,NA,NA,NA,"%C3%89quipe_de_Rhod%C3%A9sie_de_rugby_%C3%A0_XV",NA,NA,NA
"Q109344024","National Chengchi University Rugby Team","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q109357812","Aichi Teachers Club","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"%E6%84%9B%E7%9F%A5%E6%95%99%E5%93%A1%E3%82%AF%E3%83%A9%E3%83%96"
"Q109359846","Yokohama TKM","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YOKOHAMA_TKM"
"Q109364185","MSM Steelers","rugby union club",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MSM_Steelers"
"Q109364187","Sompo Reds","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOMPO%E3%83%AC%E3%83%83%E3%82%BA"
"Q109364334","Bridgestone Red Arrows","rugby union club",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"%E3%83%96%E3%83%AA%E3%83%82%E3%82%B9%E3%83%88%E3%83%B3%E3%83%AC%E3%83%83%E3%83%89%E3%82%A2%E3%83%AD%E3%83%BC%E3%82%BA"
"Q109368440","Daigas Struggers","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daigas_Struggers"
"Q109369073","Aioi Nissay Dowa Insurance Toughours","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"%E3%81%82%E3%81%84%E3%81%8A%E3%81%84%E3%83%8B%E3%83%83%E3%82%BB%E3%82%A4%E5%90%8C%E5%92%8C%E6%90%8D%E4%BF%9D%E3%82%BF%E3%83%95%E3%82%A6%E3%83%AB%E3%82%BA"
"Q109418248","National Taiwan University rugby team","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q109452732","Yokogawa Musashino Artemistars","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"%E6%A8%AA%E6%B2%B3%E6%AD%A6%E8%94%B5%E9%87%8E%E3%82%A2%E3%83%AB%E3%83%86%E3%83%9F%E3%83%BB%E3%82%B9%E3%82%BF%E3%83%BC%E3%82%BA"
"Q109453887","Tsukushi Young Luggers","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"%E3%81%A4%E3%81%8F%E3%81%97%E3%83%A4%E3%83%B3%E3%82%B0%E3%83%A9%E3%82%AC%E3%83%BC%E3%82%BA"
"Q109594097","Hercules","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"%E3%83%8F%E3%83%BC%E3%82%AD%E3%83%A5%E3%83%AA%E3%83%BC%E3%82%BA_(%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC)"
"Q109665835","Balma Olympique Rugby Club","rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Balma",NA,NA,NA,NA,NA,NA,NA
"Q109665836","Club sportif annonéen","rugby union club","1903-01-01","1903-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Annonay",NA,NA,NA,NA,NA,NA,NA
"Q109665837","SO Givors","rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Givors",NA,NA,NA,NA,NA,NA,NA
"Q109665838","Stade Piscénois Rugby","rugby union club","1921-01-01","1921-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Pézenas",NA,NA,NA,NA,NA,NA,NA
"Q109717645","Fleury Olympique","rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Fleury",NA,NA,NA,NA,NA,NA,NA
"Q109717674","Stade Auto Lyon","rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Lyon",NA,NA,NA,NA,NA,NA,NA
"Q109717699","Union sportive vicquoise","rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Vicq-sur-Gartempe",NA,NA,NA,NA,NA,NA,NA
"Q109806875","RC Veyle Saône","rugby union team","1977-07-22","1977-7-22",NA,NA,NA,NA,"France",NA,"Stade Lucien Morel; Centre Sportif du Malivert",NA,"Pont-de-Veyle",NA,NA,NA,NA,NA,NA,NA
"Q109941509","Rugbyende Utrechtse Studenten","rugby union club",NA,NA,NA,NA,NA,NA,"Netherlands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q1101990","SS Lazio Rugby 1927","rugby union club","1927-01-01","1927-1-1",NA,NA,"Aquile; Biancazzurri; Biancocelesti","Italian Rugby Federation","Italy","Serie A Élite","Centro Sportivo Giulio Onesti","1036",NA,NA,NA,"S.S._Lazio_Rugby_1927","Polisportiva_SS_Lazio_Rugby_1927","Polisportiva_S.S._Lazio_Rugby_1927","SS_Lazio_Rugby",NA
"Q110250064","Rugbi Club Sant Andreu","rugby union team","1921-01-01","1921-1-1","1925-01-01","1925-1-1","Diables Rojos",NA,"Spain",NA,NA,NA,"Sant Andreu de Palomar",NA,NA,NA,NA,NA,NA,NA
"Q1102931","Club Almirante Brown","rugby union club","1912-07-01","1912-7-1",NA,NA,NA,NA,"Argentina","Unión de Rugby de Buenos Aires","Estadio Fragata Presidente Sarmiento",NA,"Isidro Casanova",NA,NA,"Club_Almirante_Brown","Club_Atl%C3%A9tico_Almirante_Brown","Club_Almirante_Brown","Club_Almirante_Brown",NA
"Q11044609","Calcutta Cricket and Football Club","rugby union team","1792-01-01","1792-1-1",NA,NA,NA,NA,"India",NA,NA,NA,NA,NA,NA,"Calcutta_Cricket_and_Football_Club","Calcutta_Cricket_and_Football_Club",NA,NA,NA
"Q11054105","Football Club de Lyon (rugby à XV)","rugby union team","1893-01-01","1893-1-1","1945-01-01","1945-1-1",NA,NA,"France",NA,NA,NA,"Lyon",NA,"128dggdd9",NA,"Football_Club_de_Lyon_(rugby_%C3%A0_XV)",NA,NA,NA
"Q110588757","Berkeley All Blues","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Berkeley_All_Blues",NA,NA,NA,NA
"Q1105950","Kecskeméti Atlétika és Rugby Club","rugby union team","1979-01-01","1979-1-1",NA,NA,NA,NA,"Hungary",NA,NA,NA,NA,NA,NA,"Kecskem%C3%A9ti_Atl%C3%A9tika_%C3%A9s_Rugby_Club",NA,NA,NA,NA
"Q110613054","Life West Gladiatrix","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Life_West_Gladiatrix",NA,NA,NA,NA
"Q110613058","Life West Gladiators","rugby union team",NA,NA,NA,NA,NA,NA,"United States",NA,NA,NA,"Hayward",NA,NA,"Life_West_Gladiators",NA,NA,NA,NA
"Q110741460","Peninsula Seagulls","rugby union team","2014-01-01","2014-1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q110892002","Stade nayais","rugby union team","1901-01-01","1901-1-1","1962-03-11","1962-3-11",NA,NA,"France",NA,NA,NA,"Nay",NA,NA,NA,NA,NA,NA,NA
"Q110892064","Sport athlétique de Monein","rugby union team","1929-12-01","1929-12-1",NA,NA,NA,NA,"France",NA,NA,NA,"Monein",NA,NA,NA,NA,NA,NA,NA
"Q110937680","Cottesloe Rugby Union Football Club","rugby union club",NA,NA,NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,"Cottesloe_Rugby_Union_Football_Club",NA,NA,NA,NA
"Q110955438","US Soustons","rugby union team","1909-10-07","1909-10-7","1926-01-01","1926-1-1",NA,NA,"France",NA,NA,NA,"Soustons",NA,NA,NA,NA,NA,NA,NA
"Q111311281","Químic Equip de Rugby","rugby union team","1986-01-01","1986-1-1",NA,NA,NA,NA,"Spain",NA,NA,NA,"Barcelona",NA,NA,NA,NA,NA,NA,NA
"Q11136961","Mexico national rugby union team","national rugby union team","1996-01-01","1996-1-1",NA,NA,"Serpientes",NA,"Mexico",NA,NA,NA,NA,NA,NA,"Mexico_national_rugby_union_team","%C3%89quipe_du_Mexique_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Messico","Selecci%C3%B3n_de_rugby_de_M%C3%A9xico",NA
"Q111433687","Amicale sportive magescquoise","rugby union team","1e00510c0e3ad1a574bbf650273e84bd",NA,"1962-01-01","1962-1-1",NA,NA,"France",NA,NA,NA,"Magescq",NA,NA,NA,NA,NA,NA,NA
"Q1115439","RC Narbonne","rugby union club","1907-01-01","1907-1-1",NA,NA,NA,"French Rugby Federation","France","Pro D2","Parc des Sports et de l'Amitié","12000","Narbonne",NA,NA,"RC_Narbonne","Racing_Club_narbonnais","Racing_Club_Narbonne","Racing_Club_Narbonnais","RC%E3%83%8A%E3%83%AB%E3%83%9C%E3%83%B3%E3%83%8C"
"Q111937086","Eumundi Rugby Union Club","rugby union club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eumundi_Rugby_Union_Club",NA,NA,NA,NA
"Q11195984","Rugby Club Rioja","rugby union team","1982-01-01","1982-1-1",NA,NA,NA,NA,"Spain",NA,NA,NA,NA,NA,"122v3r9y",NA,NA,NA,"Rugby_Club_Rioja",NA
"Q111994855","Beccehamian Rugby Football Club","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q112039273","Brothers Rugby Club Sunshine Coast","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brothers_Rugby_Club_Sunshine_Coast",NA,NA,NA,NA
"Q112072569","RC Gura Humorului","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC_Gura_Humorului",NA,NA,NA,NA
"Q112077377","CS Năvodari","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CS_N%C4%83vodari_(rugby_union)",NA,NA,NA,NA
"Q112078058","CSU Alba Iulia","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CSU_Alba_Iulia_(rugby_union)",NA,NA,NA,NA
"Q1121321","Shizuoka Blue Revs","rugby union club","1984-01-01","1984-1-1",NA,NA,NA,NA,"Japan","Japan Rugby League One","Yamaha Stadium","15165","Iwata",NA,NA,"Shizuoka_Blue_Revs","Shizuoka_Blue_Revs","Shizuoka_Blue_Revs",NA,"%E9%9D%99%E5%B2%A1%E3%83%96%E3%83%AB%E3%83%BC%E3%83%AC%E3%83%B4%E3%82%BA"
"Q112182543","Gympie Rugby Union Club","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gympie_Rugby_Union_Club",NA,NA,NA,NA
"Q112189985","CSM Galați","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CSM_Gala%C8%9Bi_(rugby_union)",NA,NA,NA,NA
"Q112225762","Rugby Club hyérois","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rugby_Club_hy%C3%A9rois",NA,NA,NA
"Q1122433","Japan national rugby union team","national rugby union team","1932-01-31","1932-1-31",NA,NA,"Brave Blossoms",NA,"Japan",NA,"Chichibunomiya Rugby Stadium","24871",NA,NA,NA,"Japan_national_rugby_union_team","%C3%89quipe_du_Japon_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Giappone","Selecci%C3%B3n_de_rugby_de_Jap%C3%B3n","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E6%97%A5%E6%9C%AC%E4%BB%A3%E8%A1%A8"
"Q11226179","JR Kyushu Sanders","rugby union club",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"122qmhy9",NA,NA,NA,NA,"JR%E4%B9%9D%E5%B7%9E%E3%82%B5%E3%83%B3%E3%83%80%E3%83%BC%E3%82%B9"
"Q11226317","JR WEST Railers","rugby union team",NA,NA,NA,NA,NA,NA,"Japan","Top West",NA,NA,NA,NA,"1226mqwn",NA,NA,NA,NA,"JR%E8%A5%BF%E6%97%A5%E6%9C%AC%E3%83%AC%E3%82%A4%E3%83%A9%E3%83%BC%E3%82%BA"
"Q1122765","Singapore national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Singapore",NA,NA,NA,NA,NA,NA,"Singapore_national_rugby_union_team","%C3%89quipe_de_Singapour_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_di_Singapore","Selecci%C3%B3n_de_rugby_de_Singapur",NA
"Q1124430","US Cognac","rugby union team","1899-12-02","1899-12-2",NA,NA,NA,NA,"France",NA,"Parc des sports de Cognac",NA,"Cognac",NA,NA,"US_Cognac","Union_sportive_cogna%C3%A7aise",NA,NA,NA
"Q112605483","Léognan Rugby","rugby union team","1972-01-01","1972-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Léognan",NA,NA,NA,NA,NA,NA,NA
"Q1126167","Connacht Rugby","rugby union club","1885-01-01","1885-1-1",NA,NA,NA,NA,"Ireland","United Rugby Championship","Dexcom Stadium",NA,"Galway",NA,NA,"Connacht_Rugby","Connacht_Rugby","Connacht_Rugby","Connacht_Rugby","%E3%82%B3%E3%83%8A%E3%83%BC%E3%83%88%E3%83%BB%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC"
"Q1127919","Cross Keys RFC","rugby union club","1885-01-01","1885-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Cross_Keys_RFC","Cross_Keys_Rugby_Football_Club","Cross_Keys_Rugby_Football_Club",NA,NA
"Q1127974","Pontypool RFC","rugby union team","1868-01-01","1868-1-1",NA,NA,"Pooler","Welsh Rugby Union","United Kingdom","Welsh Championship","Pontypool Park","8800",NA,NA,NA,"Pontypool_RFC","Pontypool_Rugby_Football_Club","Pontypool_Rugby_Football_Club",NA,NA
"Q1127985","Ebbw Vale RFC","rugby union club","1879-01-01","1879-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Ebbw_Vale_RFC","Ebbw_Vale_Rugby_Football_Club","Ebbw_Vale_RFC","Ebbw_Vale_RFC",NA
"Q1128070","Dundee HSFP","rugby union club","1880-01-01","1880-1-1",NA,NA,NA,NA,"United Kingdom","Scottish Premiership",NA,NA,NA,NA,NA,"Dundee_HSFP","Dundee_HSFP","Dundee_HSFP",NA,NA
"Q112860723","Nepal national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Nepal",NA,NA,NA,NA,NA,NA,"Nepal_national_rugby_union_team",NA,NA,NA,NA
"Q112876522","Rugby Club Montaigut Besse","rugby union team","1976-01-01","1976-1-1",NA,NA,NA,NA,"France","French rugby union regional 1 championship; Rugby union regional Auvergne-Rhône-Alpes league",NA,NA,"Montaigut-le-Blanc",NA,NA,NA,NA,NA,NA,NA
"Q11298953","Classic All Blacks","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Classic_All_Blacks",NA,NA,NA,"%E3%82%AF%E3%83%A9%E3%82%B7%E3%83%83%E3%82%AF%E3%83%BB%E3%82%AA%E3%83%BC%E3%83%AB%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E3%82%B9"
"Q113135","Italy national rugby union team","national rugby union team","1929-05-20","1929-5-20",NA,NA,"Azzurri",NA,"Italy",NA,"Stadio Olimpico","70634",NA,NA,NA,"Italy_national_rugby_union_team","%C3%89quipe_d%27Italie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_dell%27Italia","Selecci%C3%B3n_de_rugby_de_Italia","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%82%A4%E3%82%BF%E3%83%AA%E3%82%A2%E4%BB%A3%E8%A1%A8"
"Q11314285","Sayama Secom Rugguts","rugby union team","1985-01-01","1985-1-1",NA,NA,NA,NA,"Japan","Japan Rugby League One",NA,NA,"Sayama",NA,NA,"Secom_Rugguts",NA,NA,NA,"%E7%8B%AD%E5%B1%B1%E3%82%BB%E3%82%B3%E3%83%A0%E3%83%A9%E3%82%AC%E3%83%83%E3%83%84"
"Q1132148","GranDucato Parma","rugby union team","1999-07-14","1999-7-14","2011-01-01","2011-1-1",NA,"Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,NA,"Gran_Ducato_Parma_Rugby","SKG_GRAN_Parma_Rugby","GranDucato_Parma_Rugby","GranDucato_Parma_Rugby",NA
