"clubId","clubLabel","clubTypeLabel","inceptionMax","inceptionFormat","terminationMax","terminationFormat","nickmaneLabels","affiliationLabels","countryLabels","competitionLabels","homeVenueLabels","homeVenueCapacities","locationLabels","AllRugbyIDs","GoogleKnowlIDs"
"Q3496236","Stade rennais rugby","rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Rennes",NA,"121qmlvq"
"Q3496238","Rouen Normandie Rugby","rugby union team","2009-01-01","2009-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Rouen",NA,"1224td4r"
"Q3499334","Stewart's Melville RFC","rugby union team","1875-01-01","1875-1-1",NA,NA,NA,NA,"United Kingdom",NA,"Inverleith Sports Ground",NA,NA,NA,NA
"Q3499557","Stirling County RFC","rugby union team","1880-01-01","1880-1-1",NA,NA,NA,"Scottish Rugby Union","United Kingdom","Scottish Premiership","Bridgehaugh Park","4000",NA,NA,NA
"Q3499631","RC Sparta Prague","rugby union team","1928-08-28","1928-8-28",NA,NA,NA,NA,"Czech Republic",NA,NA,NA,NA,NA,NA
"Q3503982","Sunshine Coast Stingrays","rugby union team","2005-01-01","2005-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA
"Q3503997","Tokyo Suntory Sungoliath","rugby union club","1980-01-01","1980-1-1",NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,NA
"Q3505813","Suttonians RFC","rugby union team","1924-01-01","1924-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q3506788","RC Říčany","rugby union team","1944-01-01","1944-1-1",NA,NA,NA,NA,"Czech Republic",NA,NA,NA,NA,NA,NA
"Q3506818","Sydney Stars","rugby union team","2007-01-01","2007-1-1","2015-01-01","2015-1-1",NA,NA,"Australia",NA,NA,NA,NA,NA,NA
"Q3506850","Sydney University Football Club","rugby union club","1863-01-01","1863-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,"Camperdown",NA,NA
"Q3507248","RC Tatra Smíchov","rugby union team","1958-01-01","1958-1-1",NA,NA,NA,NA,"Czech Republic",NA,NA,NA,NA,NA,NA
"Q3512374","TSV Handschuhsheim","rugby union club","1949-01-01","1949-1-1",NA,NA,NA,NA,"Germany","Rugby-Bundesliga",NA,NA,NA,NA,NA
"Q3512623","TV Pforzheim","rugby union team","1834-01-01","1834-1-1",NA,NA,NA,NA,NA,"Rugby-Bundesliga",NA,NA,NA,NA,NA
"Q3518327","Terenure College RFC","rugby union team",NA,NA,NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q3525745","Thomond RFC","rugby union team","1944-09-01","1944-9-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q3532391","Toronto Welsh RFC","rugby union club","1961-01-01","1961-1-1",NA,NA,NA,NA,"Canada",NA,NA,NA,NA,NA,NA
"Q3532617","Toshiba Brave Lupus","rugby union club","1948-01-01","1948-1-1",NA,NA,NA,NA,"Japan","Japan Rugby League One",NA,NA,"Fuchū",NA,NA
"Q3532922","Football club TOAC TOEC rugby","rugby union team","1995-01-01","1995-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Toulouse",NA,"1234ncqc"
"Q3534154","Tournefeuille rugby XV","rugby union team","1977-01-01","1977-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Tournefeuille",NA,"120htjpj"
"Q3547320","Q3547320","rugby union team","2012-01-01","2012-1-1",NA,NA,"les Catalanes",NA,"France","Élite 2",NA,NA,"Perpignan",NA,"1q5d5z_6v"
"Q3550009","Q3550009","rugby union team","1992-01-01","1992-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Sigean",NA,"1237k4n2"
"Q3550034","UA Libourne","rugby union team","1893-01-01","1893-1-1","2016-01-01","2016-1-1",NA,NA,"France",NA,"Stade Jean-Antoine Moueix",NA,"Libourne",NA,"120pnm4m"
"Q3550478","Q3550478","rugby union team","1898-01-01","1898-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Annecy",NA,"121y01pt"
"Q3550481","US Bergerac","rugby union team","1902-02-01","1902-2-1",NA,NA,NA,NA,"France",NA,"Stade Gaston-Simounet",NA,"Bergerac",NA,"121d1sct"
"Q3550488","Union sportive Fumel Libos","rugby union team","1908-01-01","1908-1-1","2019-06-06","2019-6-6",NA,NA,"France",NA,NA,NA,"Fumel",NA,"1236mw1z"
"Q3550490","Union sportive Marmande rugby","rugby union team","1911-01-01","1911-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Marmande",NA,"122s8wg9"
"Q3550494","Q3550494","rugby union club","1912-01-01","1912-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Montmélian",NA,"122czwx5"
"Q3550496","Union sportive Morlaàs","rugby union club","1932-01-01","1932-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Morlaàs",NA,"120xv2td"
"Q3550500","Q3550500","rugby union team","2003-09-01","2003-9-1",NA,NA,NA,NA,"France",NA,NA,NA,"Saint-Jean-Pied-de-Port",NA,"121_5z0p"
"Q3550504","Q3550504","rugby union team","1903-01-01","1903-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Orthez",NA,"121vfcct"
"Q3550509","US Tours Rugby","rugby union team","1898-01-01","1898-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Tours",NA,NA
"Q3550510","US Quillan","rugby union team","1902-01-01","1902-1-1","2014-01-01","2014-1-1",NA,NA,"France",NA,NA,NA,"Quillan",NA,NA
"Q3550516","Union Sportive Tyrosse Rugby Côte Sud","rugby union team","1919-06-24","1919-6-24",NA,NA,NA,NA,"France",NA,NA,NA,"Saint-Vincent-de-Tyrosse",NA,NA
"Q3550519","Q3550519","rugby union team","1908-09-17","1908-9-17",NA,NA,NA,NA,"France",NA,NA,NA,"Beaurepaire",NA,"122mq_ck"
"Q3550520","Union sportive carmausine","rugby union team","1906-01-01","1906-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Carmaux",NA,"12340vt9"
"Q3550526","US Carcassonne","rugby union club","1899-01-01","1899-1-1",NA,NA,NA,NA,"France","Pro D2","Stade d'Albert Domec",NA,"Carcassonne",NA,NA
"Q3550573","US L'Isle-Jourdain","rugby union team","1907-01-01","1907-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"L'Isle-Jourdain",NA,"121bd1d2"
"Q3550588","USON Nevers","rugby union team","1903-08-01","1903-8-1",NA,NA,NA,NA,"France",NA,NA,NA,"Nevers",NA,"120w8c3f"
"Q3550596","Q3550596","rugby union club","1902-01-01","1902-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"La Seyne-sur-Mer",NA,"12156nnl"
"Q3550597","Q3550597","rugby union team","1905-01-01","1905-1-1","2008-01-01","2008-1-1",NA,NA,"France",NA,NA,NA,"La Teste-de-Buch",NA,"121hxrtw"
"Q3550598","Q3550598","rugby union team","1911-01-01","1911-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Thuir",NA,"121m85c3"
"Q3551336","University College Cork RFC","rugby union team","1872-01-01","1872-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q3551359","University of Queensland Rugby Club","rugby union team","1911-01-01","1911-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA
"Q3553542","Valence Sportif","rugby union team","1905-01-01","1905-1-1","2010-01-01","2010-1-1",NA,NA,"France",NA,"Stade Georges Pompidou",NA,"Valence",NA,NA
"Q3564635","RC Slavia Prague","rugby union team","1927-04-13","1927-4-13",NA,NA,NA,NA,"Czech Republic",NA,NA,NA,"Prague",NA,NA
"Q3565240","Wakefield RFC","rugby union team","1901-01-01","1901-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q3565244","Wakefield Trinity","rugby union team","1873-01-01","1873-1-1",NA,NA,NA,NA,"United Kingdom",NA,"Belle Vue",NA,NA,NA,NA
"Q3566416","Warringah RC","rugby union team","1963-01-01","1963-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,"Sydney",NA,NA
"Q3566691","Waterloo FC","rugby union team","1882-01-01","1882-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,"Blundellsands",NA,NA
"Q3566734","Watsonians RFC","rugby union team","1875-01-01","1875-1-1",NA,NA,NA,NA,"United Kingdom","Scottish Premiership Division Two",NA,NA,NA,NA,NA
"Q3567424","West Harbour RFC","rugby union club","1900-01-01","1900-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA
"Q3567426","West Hartlepool RFC","rugby union team","1881-01-01","1881-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q3567454","West of Scotland FC","rugby union club","1865-01-01","1865-1-1",NA,NA,NA,NA,"United Kingdom","Scottish Premiership",NA,NA,NA,NA,NA
"Q3572856","Young Munster","rugby union team","1895-01-01","1895-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q3589800","Indonesia national rugby union team","rugby union team",NA,NA,NA,NA,NA,NA,"Indonesia",NA,NA,NA,NA,NA,NA
"Q3589807","Iran national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Iran",NA,NA,NA,NA,NA,NA
"Q3589850","Uganda national rugby union team","national rugby union team","1958-05-24","1958-5-24",NA,NA,"Rugby Cranes",NA,"Uganda",NA,NA,NA,NA,NA,NA
"Q3589923","Brunei national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Brunei",NA,NA,NA,NA,NA,NA
"Q3590204","Q3590204","national rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,NA,NA,"11h1stppq"
"Q3590233","Guadeloupe national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,NA,NA,NA
"Q3590249","Jamaica national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Jamaica",NA,NA,NA,NA,NA,NA
"Q3590255","Réunion national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,NA,NA,NA
"Q3590264","Martinique national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,NA,NA,NA
"Q3590267","Mauritania national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Mauritania",NA,NA,NA,NA,NA,NA
"Q3590279","New Caledonia national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,NA,NA,NA
"Q3590299","Q3590299","national rugby union team",NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,NA,NA,NA,"11h1t4y8t"
"Q3590407","Q3590407","national rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"121g70fh"
"Q3590414","Tanzania national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Tanzania",NA,NA,NA,NA,NA,NA
"Q3590483","Wallis and Futuna national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,NA,NA,NA
"Q3590489","Yugoslavia national rugby union team","national rugby union team","1968-01-01","1968-1-1","1991-01-01","1991-1-1","Plavi",NA,"Yugoslavia",NA,NA,NA,NA,NA,NA
"Q3590491","Zambia national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Zambia",NA,NA,NA,NA,NA,NA
"Q3590499","Dominican Republic national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Dominican Republic",NA,NA,NA,NA,NA,NA
"Q3590533","Philippines national rugby union team","national rugby union team","2006-01-01","2006-1-1",NA,NA,"Volcanoes",NA,"Philippines",NA,"Rizal Memorial Stadium","30000",NA,NA,NA
"Q3590538","American Samoa national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"American Samoa",NA,NA,NA,NA,NA,NA
"Q3590553","Q3590553","national rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11h1v91fn"
"Q3590576","British Virgin Islands national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"British Virgin Islands",NA,NA,NA,NA,NA,NA
"Q3590593","Botswana national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Botswana",NA,NA,NA,NA,NA,NA
"Q3590606","Burkina Faso national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Burkina Faso",NA,NA,NA,NA,NA,NA
"Q3590608","Burundi national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Burundi",NA,NA,NA,NA,NA,NA
"Q3590611","Benin national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Benin",NA,NA,NA,NA,NA,NA
"Q3590612","Cambodia national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Cambodia",NA,NA,NA,NA,NA,NA
"Q3590649","Congo national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Republic of the Congo",NA,NA,NA,NA,NA,"11x1nqzb4"
"Q3590669","Ghana national rugby union team","national rugby union team","2003-10-05","2003-10-5",NA,NA,"Eagles",NA,"Ghana",NA,NA,NA,NA,NA,NA
"Q3590676","Guyana national rugby union team","national rugby union team","1979-01-01","1979-1-1",NA,NA,NA,NA,"Guyana",NA,NA,NA,NA,NA,NA
"Q3590694","Laos national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Laos",NA,NA,NA,NA,NA,NA
"Q3590698","Lebanon national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Lebanon",NA,NA,NA,NA,NA,NA
"Q3590712","Mali national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Mali",NA,NA,NA,NA,NA,NA
"Q3590736","Niger national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Niger",NA,NA,NA,NA,NA,NA
"Q3590742","Nigeria national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Nigeria",NA,NA,NA,NA,NA,NA
"Q3590772","Rwanda national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Rwanda",NA,NA,NA,NA,NA,NA
"Q3590786","Senegal national rugby union team","rugby union team",NA,NA,NA,NA,NA,NA,"Senegal",NA,NA,NA,NA,NA,NA
"Q3590791","Chad national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Chad",NA,NA,NA,NA,NA,NA
"Q3590799","Togo national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Togo",NA,NA,NA,NA,NA,NA
"Q3590839","Q3590839","national rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11h1stzht"
"Q3592514","Étoile sportive catalane","rugby union team","1912-01-01","1912-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Argelès-sur-Mer",NA,NA
"Q3592524","Q3592524","rugby union club","1923-01-01","1923-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Monteux",NA,"120yxkvv"
"Q3600349","Q3600349","rugby union team","1969-01-01","1969-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie B",NA,NA,NA,NA,"120x6wz2"
"Q3600350","Q3600350","rugby union club","1956-01-01","1956-1-1",NA,NA,"I Canguri","Italian Rugby Federation","Italy","Serie A",NA,NA,NA,NA,"121l0t_z"
"Q3600362","A.S. Rugby Milano","rugby union team","1945-01-01","1945-1-1","1965-01-01","1965-1-1",NA,"Italian Rugby Federation","Italy","Serie A","G.B. Curioni Sports Centre","3000","Milan",NA,"122np6nc"
"Q3600363","Rugby Monza 1949","rugby union club","1949-01-01","1949-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Q3957792",NA,NA,NA,NA,"122_4m1m"
"Q3601249","Rugby Casale","rugby union club","1952-01-01","1952-1-1",NA,NA,"Caimani","Italian Rugby Federation","Italy","Serie A",NA,NA,NA,NA,"1218f670"
"Q3601250","Q3601250","rugby union team","1961-01-01","1961-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Q3957792","Q64410387","2000",NA,NA,"121kq4bn"
"Q3601251","Rugby Udine","rugby union team","1928-01-01","1928-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie A","Q3942409","1500","Udine",NA,"11h1t36zj"
"Q3606252","African Leopards","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q3613715","Q3613715","rugby union team","1971-01-01","1971-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie B","Stadio Sergio Lanfranchi","5000",NA,NA,"120r4vgv"
"Q3613716","Q3613716","rugby union club","1972-01-01","1972-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie B",NA,NA,"Capoterra",NA,NA
"Q3613720","Alghero Rugby Alghero","rugby union club","1975-01-01","1975-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie A",NA,NA,NA,NA,"122_gcxd"
"Q36181789","Rugby Club I Medicei","rugby union team","2015-01-01","2015-1-1","2021-01-01","2021-1-1",NA,"Italian Rugby Federation","Italy",NA,NA,NA,"Florence",NA,"11fy2lq7lr"
"Q3624648","Q3624648","rugby union team","1980-01-01","1980-1-1",NA,NA,NA,"Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,NA
"Q3627169","Q3627169","rugby union team","1969-01-01","1969-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie A",NA,NA,NA,NA,"121kq4ch"
"Q3627530","Q3627530","rugby union team",NA,NA,NA,NA,NA,"Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,"122whf7s"
"Q3634172","Bangor RFC","rugby union team","1876-01-01","1876-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q3643092","Q3643092","rugby union team",NA,NA,NA,NA,NA,"Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,"122bg20j"
"Q3644047","South Africa national under-20 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"South Africa",NA,NA,NA,NA,NA,NA
"Q3648971","Q3648971","rugby union team","1947-01-01","1947-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie B",NA,NA,NA,NA,"121dpmky"
"Q3648975","Q3648975","rugby union club","1969-01-01","1969-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Q3957792",NA,NA,NA,NA,"1234zsb7"
"Q3648981","CUS Genova Rugby","rugby union team",NA,NA,NA,NA,NA,"Italian Rugby Federation","Italy",NA,"Stadio Carlini-Bollesan","5700",NA,NA,"121dcw37"
"Q3648987","CUS Milano Rugby","rugby union team","1947-01-01","1947-1-1",NA,NA,NA,"Italian Rugby Federation","Italy",NA,"Mario Giuriati Sports Centre","1000",NA,NA,"12mb39r55"
"Q3649000","Q3649000","rugby union team",NA,NA,NA,NA,NA,"Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,"120wr0f8"
"Q3649007","CUS Roma Rugby","rugby union team","1934-01-01","1934-1-1",NA,NA,NA,"Italian Rugby Federation","Italy",NA,"Campo Roma",NA,NA,NA,"1215ck9k"
"Q3649017","Verona Rugby","rugby union team","1963-01-01","1963-1-1",NA,NA,"Gli Antracite","Italian Rugby Federation","Italy","Serie A","Q111608527","2500","Verona",NA,"11g0kd6q9j"
"Q3651754","World XV","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q3665605","Q3665605","rugby union team",NA,NA,NA,NA,NA,"Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,"112yggw5b"
"Q367722","Denmark national rugby union team","national rugby union team","1949-01-01","1949-1-1",NA,NA,NA,NA,"Denmark",NA,NA,NA,NA,NA,NA
"Q3681461","Club Atlético San Isidro (rugby)","rugby union team",NA,NA,NA,NA,NA,NA,"Argentina",NA,"Club Atlético San Isidro Stadium",NA,NA,NA,"1hhzgb33p"
"Q3682837","Q3682837","rugby union club","1965-01-01","1965-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie B","Q3967839","1650",NA,NA,"1pzpdgqqx"
"Q3725357","England Counties XV","national rugby union team","2001-01-01","2001-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q373704","Niue national rugby union team","national rugby union team","1983-01-01","1983-1-1",NA,NA,"Toa Niue",NA,"Niue",NA,NA,NA,NA,NA,NA
"Q374255","Bosnia and Herzegovina national rugby union team","national rugby union team","1992-01-01","1992-1-1",NA,NA,NA,NA,"Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA
"Q374981","Glasgow Warriors","rugby union club","1996-01-01","1996-1-1",NA,NA,NA,"Scottish Rugby Union","United Kingdom","United Rugby Championship","Scotstoun Stadium","4765","Glasgow","glasgow",NA
"Q3771858","Gladiatori Sanniti","defunct rugby union club","2009-01-01","2009-1-1","2012-01-01","2012-1-1",NA,"Italian Rugby Federation","Italy",NA,"Stadio Alfredo Dell’Oste","4000","Benevento",NA,"120y84n7"
"Q377914","Connemara RFC","rugby union team","1974-01-01","1974-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q378628","England national rugby union team","national rugby union team","1871-03-27","1871-3-27",NA,NA,NA,NA,"United Kingdom",NA,"Twickenham Stadium","82000",NA,NA,NA
"Q3790180","Q3790180","rugby union team","1973-01-01","1973-1-1",NA,NA,NA,NA,"Italy",NA,NA,NA,NA,NA,"120jxn92"
"Q3790328","Q3790328","rugby union club","1977-01-01","1977-1-1",NA,NA,"I Lupi",NA,"Italy",NA,NA,NA,"Rome",NA,"120zjflr"
"Q3796742","Q3796742","rugby union team",NA,NA,NA,NA,NA,"Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,"122_sg26"
"Q3808106","Q3808106","rugby union team",NA,NA,NA,NA,NA,"Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,"120jr4n7"
"Q3858789","Q3858789","rugby union club","1957-01-01","1957-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Q3957792",NA,NA,NA,NA,"121g0zjn"
"Q3859932","Q3859932","rugby union team","1965-01-01","1965-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie B",NA,NA,NA,NA,"122qmh9w"
"Q38605283","Fijian Drua","rugby union team","2017-01-01","2017-1-1",NA,NA,NA,NA,"Fiji",NA,"Churchill Park",NA,NA,NA,"11f03pgs6l"
"Q3873939","Libya national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Libya",NA,NA,NA,NA,NA,NA
"Q3873941","Republic of the Congo national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Republic of the Congo",NA,NA,NA,NA,NA,NA
"Q3873943","Panama national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Panama",NA,NA,NA,NA,NA,NA
"Q3875602","New Zealand Cavaliers","rugby union team","1986-01-01","1986-1-1",NA,NA,NA,NA,"New Zealand",NA,NA,NA,NA,NA,NA
"Q3875619","Newbridge RFC","rugby union team","1888-01-01","1888-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q388269","Rugby Calvisano","rugby union club","1970-01-01","1970-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie A Élite","San Michele Stadium","5000","Calvisano",NA,NA
"Q3886187","Orso RC","defunct rugby union club","2007-01-01","2007-1-1","2009-01-01","2009-1-1","le Orse","Italian Rugby Federation","Italy",NA,NA,NA,"Occhieppo Inferiore",NA,"1226g6cx"
"Q389007","CRC Pozuelo","rugby union team","1963-01-01","1963-1-1",NA,NA,NA,"Spanish Rugby Federation","Spain","División de Honor de Rugby","Campo de rugby Valle de las Cañas","500","Pozuelo de Alarcón",NA,NA
"Q3901831","Q3901831","rugby union team","1947-01-01","1947-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie B","Stadio Walter Beltrametti","3000",NA,NA,"120wr0ny"
"Q39046783","Kirkby Lonsdale RUFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11g8_rrxhq"
"Q39046789","Newbold-on-Avon RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11fxfppdrs"
"Q39049526","Whitley Bay Rockcliff RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11f06hmpd8"
"Q39049974","Canton RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11f08kvyvm"
"Q39059173","Droitwich RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11f06l127m"
"Q39059245","Seghill RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11fy7klf73"
"Q39072160","Q39072160","rugby union team","1912-01-01","1912-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Decazeville",NA,"11d_w64zdm"
"Q3909617","Poverty Bay Rugby Football Union","rugby union team","1890-01-01","1890-1-1",NA,NA,NA,NA,"New Zealand",NA,NA,NA,NA,NA,NA
"Q3922245","Q3922245","rugby union club","1968-01-01","1968-1-1",NA,NA,"I Biancocelesti; Gli Squali della Riviera di Levante; Gli Squali","Italian Rugby Federation","Italy","Serie B",NA,NA,NA,NA,"120hht3g"
"Q3932978","Q3932978","rugby union team",NA,NA,NA,NA,NA,"Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,"11vk8tqz6"
"Q3939536","Q3939536","rugby union team","1979-01-01","1979-1-1",NA,NA,NA,"Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,NA
"Q3940492","Q3940492","rugby union team","2006-01-01","2006-1-1",NA,NA,"I Galletti","Italian Rugby Federation","Italy","Serie A",NA,NA,NA,NA,"120kng6q"
"Q3942371","Q3942371","rugby union club","1981-01-01","1981-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie A",NA,NA,NA,NA,"122jqww5"
"Q3942382","Rugby Frascati Union","rugby union club","1949-01-01","1949-1-1",NA,NA,"I Lupi","Italian Rugby Federation","Italy","Q3957792",NA,NA,NA,NA,"11h1tvcpw"
"Q3942383","Rugby Club San Marino","rugby union team","2004-01-01","2004-1-1",NA,NA,NA,"Italian Rugby Federation; Federazione Sammarinese Rugby","San Marino",NA,NA,NA,NA,NA,"122h6p0x"
"Q3942385","Rugby Club Valpolicella","rugby union team","1974-01-01","1974-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie A",NA,NA,NA,NA,"121vl845"
"Q3942386","Rugby Grande Milano","defunct rugby union club","2003-01-01","2003-1-1","2015-01-01","2015-1-1",NA,"Italian Rugby Federation","Italy",NA,"Mario Giuriati Sports Centre","1000",NA,NA,"121k2ybm"
"Q3942387","Rugby Colorno","rugby union club","1975-01-01","1975-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie A Élite",NA,NA,"Colorno",NA,"120j39z6"
"Q3942388","Rugby Lazio","defunct rugby union club","1992-01-01","1992-1-1","2008-01-01","2008-1-1",NA,"Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,"121v2dkm"
"Q3942391","Rugby Noceto Football Club","rugby union club","1971-01-01","1971-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie A",NA,NA,"Noceto",NA,"121jcffl"
"Q3942392","Rugby Livorno 1931","rugby union team","1931-01-01","1931-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie A",NA,NA,NA,NA,NA
"Q3942399","Q3942399","rugby union team","1947-01-01","1947-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Q3957792",NA,NA,NA,NA,"122qglxp"
"Q3942400","Rugby Riviera 1975","rugby union team","1975-01-01","1975-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Q3957792",NA,NA,"Mira",NA,"1ylhld6g4"
"Q3942415","ASD Rugby Vicenza","rugby union team","1974-01-01","1974-1-1",NA,NA,"I Biancorossi","Italian Rugby Federation","Italy","Serie A Élite","Q113130924","1000","Vicenza",NA,"12301y37"
