"wikidataId","fullName","esName","esFullName","birthDate","birthPlace","birthPlaceWP","deathDate","deathPlace","deathPlaceWP","height","weight","positions","positionsWP","citizenship"
"Q3299080","Matias Cortese","Matias Cortese",NA,"1 de octubre de 1985","Mendoza","/wiki/Mendoza_(Argentina)",NA,NA,NA,183,107,"Hooker",NA,"Argentina"
"Q3299432","Matt Dawson","Matt Dawson","Matthew James Sutherland Dawson","31 de octubre de 1972","Birkenhead","/wiki/Birkenhead",NA,NA,NA,178,83,"Scrum-Half",NA,"England"
"Q3299562","Matt Toomua","Matt Toomua","Matthew P. Toomua","2 de enero de 1990","Melbourne","/wiki/Melbourne",NA,NA,NA,182,89,"Inside Centre; Fly-Half",NA,"Australia"
"Q3299684","Matthew Burke","Matthew Burke","Matthew Peter Burke","15 de septiembre de 1964","Sídney","/wiki/S%C3%ADdney",NA,NA,NA,NA,NA,"Winger",NA,"Australia"
"Q3299694","Matt Cockbain","Matt Cockbain","Matthew James Cockbain","19 de septiembre de 1972","Coffs Harbour","/wiki/Coffs_Harbour",NA,NA,NA,197,105,"2nd Row",NA,"Australia"
"Q3299977","Mattin Auzqui","Mattin Auzqui",NA,"6 de septiembre de 1982","Bayona","/wiki/Bayona_(Francia)",NA,NA,NA,174,115,"Prop",NA,NA
"Q3301624","Mauricio Reggiardo","Mauricio Reggiardo","Mauricio Horacio Reggiardo","22 de febrero de 1970","Bragado","/wiki/Bragado",NA,NA,NA,190,120,"Prop",NA,"Argentina"
"Q3302040","Max Brito","Max Brito","Maxime Brito","8 de abril de 1971","Abiyán","/wiki/Abiy%C3%A1n","19 de diciembre de 2022","Burdeos","/wiki/Burdeos",182,83,"Winger",NA,"Ivory Coast"
"Q3302643","Maxime Machenaud","Maxime Machenaud",NA,"30 de diciembre de 1988","Burdeos","/wiki/Burdeos",NA,NA,NA,174,84,"Scrum-Half",NA,"France"
"Q3308051","Michael Bradley","Michael Bradley","Michael Timothy Bradley","17 de noviembre de 1962","Cork","/wiki/Cork",NA,NA,NA,180,85,"Scrum-Half",NA,"Ireland"
"Q3308102","Michael Cheika","Michael Cheika","Michael A. Cheika","4 de marzo de 1967","Sídney","/wiki/S%C3%ADdney",NA,NA,NA,NA,NA,"Number 8",NA,"Australia"
"Q3308195","Michael Foley","Michael Foley","Michael Anthony Foley","7 de junio de 1967","Sídney","/wiki/S%C3%ADdney",NA,NA,NA,180,100,"Hooker",NA,"Australia"
"Q3308294","Mike Kiernan","Michael Kiernan","Michael Joseph Kiernan","17 de enero de 1961","Cork","/wiki/Cork",NA,NA,NA,NA,NA,"Centre",NA,"Ireland"
"Q3311738","Mickael De Marco","Mickael De Marco",NA,"22 de abril de 1989","Montpellier","/wiki/Montpellier",NA,NA,NA,197,118,"2nd Row",NA,NA
"Q3311782","Mickaël Ivaldi","Mickaël Ivaldi",NA,"20 de febrero de 1990","Francia","/wiki/Francia",NA,NA,NA,181,108,"Hooker",NA,"France"
"Q3311889","Michael Skinner","Michael Skinner","Michael Gordon Skinner","26 de noviembre de 1958","Newcastle upon Tyne","/wiki/Newcastle_upon_Tyne",NA,NA,NA,187,100,"Number 8",NA,"England"
"Q3312949","Miguel Avramovic","Miguel Avramovic",NA,"18 de julio de 1981","Buenos Aires","/wiki/Buenos_Aires",NA,NA,NA,185,98,"Centre",NA,"Argentina"
"Q3313238","Mike Brewer","Mike Brewer","Michael Robert Brewer","6 de noviembre de 1964","Pukekohe","/w/index.php?title=Pukekohe&action=edit&redlink=1",NA,NA,NA,195,103,"3rd Row",NA,"New Zealand"
"Q3313242","Mike Brown","Mike Brown","Michael Noel Brown","4 de septiembre de 1985","Southampton","/wiki/Southampton",NA,NA,NA,183,89,"Fullback",NA,"England"
"Q3313261","Mike Catt","Mike Catt","Michael John Catt","17 de septiembre de 1971","Puerto Elizabeth","/wiki/Puerto_Elizabeth",NA,NA,NA,177,86,"Fullback; Fly-Half; Centre",NA,"South Africa"
"Q3313357","Mike Harrison","Mike Harrison","Michael Edward Harrison","19 de abril de 1956","Barnsley","/wiki/Barnsley",NA,NA,NA,178,82,"Winger",NA,"England"
"Q3313363","Mike Hercus","Mike Hercus","Michael Hercus","5 de junio de 1979","Falls Church","/wiki/Falls_Church",NA,NA,NA,178,83,"Fly-Half",NA,"U.S.A."
"Q3313522","Mike Ross","Mike Ross","Michael Robert Ross","21 de diciembre de 1979","Cork","/wiki/Cork_(ciudad)",NA,NA,NA,188,127,"Prop",NA,"Ireland"
"Q3315671","Minya Csaba Gál","Minya Csaba Gál",NA,"7 de marzo de 1985","Cluj-Napoca","/wiki/Cluj-Napoca",NA,NA,NA,183,90,"Centre",NA,"Romania"
"Q3324008","Morgan Turinui","Morgan Turinui","Morgan Paratene Turinui","5 de enero de 1982","Sídney","/wiki/S%C3%ADdney",NA,NA,NA,181,100,"Centre",NA,"Australia"
"Q3324209","Morné du Plessis","Morné du Plessis",NA,"21 de octubre de 1949","Vereeniging","/wiki/Vereeniging",NA,NA,NA,195,100,"Number 8",NA,"South Africa"
"Q3328211","Murray Pierce","Murray Pierce","Murray James Pierce","1 de noviembre de 1957","Timaru","/w/index.php?title=Timaru&action=edit&redlink=1",NA,NA,NA,198,107,"2nd Row",NA,"New Zealand"
"Q3328311","Pablo Feijoo","Pablo Feijoo","Pablo Feijoo Ugalde","18 de mayo de 1982","San Sebastián","/wiki/San_Sebasti%C3%A1n",NA,NA,NA,172,73,"Scrum-Half",NA,NA
"Q3335328","Naka Drotské","Naka Drotské","Allen Erasmus Drotské","15 de marzo de 1971","Senekal","/w/index.php?title=Senekal&action=edit&redlink=1",NA,NA,NA,182,108,"Hooker",NA,"South Africa"
"Q3335909","Napolioni Nalaga","Napolioni Nalaga","Napolioni Vonowale Nalaga","7 de abril de 1986","Viti Levu","/wiki/Viti_Levu",NA,NA,NA,191,105,"Winger",NA,"Fiji"
"Q3336729","Nathan Grey","Nathan Grey","Nathan Patrick Grey","31 de marzo de 1975","Gosford","/w/index.php?title=Gosford&action=edit&redlink=1",NA,NA,NA,185,98,"Centre",NA,"Australia"
"Q3337982","Nemani Nadolo","Nemani Nadolo","Ratu Nemani Driu Nasiganiyavi","31 de enero de 1988","Sigatoka","/wiki/Sigatoka",NA,NA,NA,196,126,"Winger; Centre",NA,"Fiji"
"Q3339714","Nick Beal","Nick Beal","Nicholas David Beal","2 de diciembre de 1970","Yorkshire del Este","/wiki/Yorkshire_del_Este",NA,NA,NA,188,93,"Fullback",NA,"England"
"Q3339743","Nick Farr-Jones","Nick Farr-Jones","Nicholas Campbell Farr-Jones","18 de abril de 1962","Sídney","/wiki/S%C3%ADdney",NA,NA,NA,178,84,"Scrum-Half",NA,"Australia"
"Q3339789","Nick Popplewell","Nick Popplewell","Nicholas James Popplewell","6 de abril de 1964","Dublín","/wiki/Dubl%C3%ADn",NA,NA,NA,178,110,"Prop",NA,"Ireland"
"Q3339839","Nicky Barr","Nicky Barr",NA,"10 de diciembre de 1915","Wellington","/wiki/Wellington","12 de junio de 2006","Gold Coast","/wiki/Gold_Coast_(Australia)",NA,NA,"Hooker",NA,NA
"Q3340158","Nicolas Brusque","Nicolas Brusque",NA,"7 de agosto de 1976","Pau","/wiki/Pau_(Pirineos_Atl%C3%A1nticos)",NA,NA,NA,189,87,"Fullback",NA,"France"
"Q3341190","Nicolás Vergallo","Nicolás Vergallo",NA,"20 de agosto de 1983","Rosario","/wiki/Rosario_(Argentina)",NA,NA,NA,168,75,"Scrum-Half",NA,"Argentina"
"Q3341351","Nigel Heslop","Nigel Heslop","Nigel John Heslop","4 de diciembre de 1963","Hartlepool","/wiki/Hartlepool",NA,NA,NA,178,83,"Winger",NA,"England"
"Q3341363","Nigel Redman","Nigel Redman","Nigel Charles Redman","16 de agosto de 1964","Cardiff","/wiki/Cardiff",NA,NA,NA,193,110,"2nd Row",NA,"Wales"
"Q3345864","Noel Murphy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q3351185","Olivier Magne","Olivier Magne","Olivier Claude Charles Magne","11 de abril de 1973","Aurillac","/wiki/Aurillac",NA,NA,NA,193,95,"Flanker",NA,"France"
"Q3351349","Olivier Roumat","Olivier Roumat",NA,"16 de junio de 1966","Mont-de-Marsan","/wiki/Mont-de-Marsan",NA,NA,NA,200,117,"2nd Row; Number 8",NA,"France"
"Q3351501","Ollie Campbell","Ollie Campbell","Seamus Oliver Campbell","5 de marzo de 1954","Dublín","/wiki/Dubl%C3%ADn",NA,NA,NA,187,85,"Fly-Half",NA,"Ireland"
"Q3358954","Ovidiu Tonița","Ovidiu Toniţa",NA,"6 de agosto de 1980","Bârlad","/wiki/B%C3%A2rlad",NA,NA,NA,195,109,"Flanker",NA,"Romania"
"Q3358996","Owen Finegan","Owen Finegan","Owen Desmond Anthony Finegan","22 de abril de 1972","Sídney","/wiki/S%C3%ADdney",NA,NA,NA,197,119,"2nd Row",NA,"Australia"
"Q3359963","Pablo Bouza","Pablo Bouza",NA,"9 de mayo de 1973","Rosario","/wiki/Rosario_(Argentina)",NA,NA,NA,193,NA,"2nd Row",NA,"Argentina"
"Q3359973","Pablo Garretón","Pablo Garretón","Pablo Arturo Garretón","26 de junio de 1966","San Miguel de Tucumán","/wiki/San_Miguel_de_Tucum%C3%A1n",NA,NA,NA,185,93,"3rd Row",NA,"Argentina"
"Q3359982","Pablo Lemoine","Pablo Lemoine","Pablo Adrián Lemoine","1 de marzo de 1975","Montevideo","/wiki/Montevideo",NA,NA,NA,185,120,"Prop",NA,"Uruguay"
"Q3367547","Pascal Ondarts","Pascal Ondarts",NA,"1 de abril de 1956","Méharin","/wiki/M%C3%A9harin",NA,NA,NA,178,101,"Prop",NA,"France"
"Q3368550","Pat Lam","Pat Lam","Patrick Richard Lam","29 de septiembre de 1968","Auckland","/wiki/Auckland",NA,NA,NA,188,105,"Number 8",NA,"New Zealand"
"Q3368577","Pat Palmer","Pat Palmer","Patrick Palmer","6 de noviembre de 1962","Vancouver","/wiki/Vancouver",NA,NA,NA,180,85,"Winger",NA,"Canada"
"Q3369432","Patrick Estève","Patrick Estève",NA,"14 de febrero de 1959","Lavelanet","/wiki/Lavelanet",NA,NA,NA,183,85,"Winger",NA,"France"
"Q3370513","Paul Arnold","Paul Arnold","Paul D. Arnold","28 de abril de 1968","Swansea","/wiki/Swansea",NA,NA,NA,196,100,"2nd Row",NA,"Wales"
"Q3371365","Paul Grayson","Paul Grayson","Paul James Grayson","30 de mayo de 1971","Lancashire","/wiki/Lancashire",NA,NA,NA,178,88,"Fly-Half",NA,"England"
"Q3371478","Paul Honiss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q3371822","Paul McLean","Paul McLean","Paul Edward McLean","12 de octubre de 1953","Ipswich","/wiki/Ipswich_(Australia)",NA,NA,NA,178,80,"Fly-Half",NA,"Australia"
"Q3371870","Paul Moriarty","Paul Moriarty","William Paul Moriarty","16 de julio de 1964","Swansea","/wiki/Swansea",NA,NA,NA,195,110,"2nd Row",NA,"Wales"
"Q3372090","Paul Rendall","Paul Rendall","Paul Anthony George Rendall","18 de febrero de 1954","Londres","/wiki/Londres","12 de junio de 2023",NA,NA,180,107,"Prop",NA,"United Kingdom"
"Q3372289","Paul Thorburn","Paul Thorburn","Paul Huw Thorburn","24 de noviembre de 1962","Mönchengladbach","/wiki/M%C3%B6nchengladbach",NA,NA,NA,183,90,"Fullback",NA,"Germany"
"Q3372650","Paulică Ion","Ion Paulică",NA,"10 de enero de 1983","Brăila","/wiki/Br%C4%83ila",NA,NA,NA,183,119,"Prop",NA,"Romania"
"Q3374132","Pedro Sporleder","Pedro Sporleder","Pedro Luis Sporleder","2 de enero de 1971","Buenos Aires","/wiki/Buenos_Aires",NA,NA,NA,198,117,"2nd Row",NA,"Argentina"
"Q3374566","Pelu Taele-Pavihi","Pelu Taele-Pavihi",NA,"28 de septiembre de 1981","Dunedin","/wiki/Dunedin",NA,NA,NA,198,114,"2nd Row",NA,"New Zealand; Samoa"
"Q3376482","Peter Brown","Peter Brown",NA,"16 de diciembre de 1941 o 6 de diciembre de 1941","Troon","/wiki/Troon_(South_Ayrshire)","12 de enero de 2025",NA,NA,NA,NA,"Number 8; 2nd Row",NA,"Scotland"
"Q3376542","Peter Dixon","Peter Dixon","Peter-John Dixon","30 de abril de 1944","Keighley","/wiki/Keighley","2 de agosto de 2023","Cumbria","/wiki/Cumbria",NA,NA,NA,NA,"England"
"Q3376657","Peter Howard","Peter Howard","Peter Dunsmore Howard","1908",NA,NA,"1965",NA,NA,NA,NA,NA,NA,NA
"Q3376886","Peter Slattery","Peter Slattery","Peter John Slattery","6 de junio de 1965","Brisbane","/wiki/Brisbane",NA,NA,NA,179,87,"Scrum-Half",NA,"Australia"
"Q3378783","Phil Greening","Phil Greening","Philip Bradley Thomas Greening","3 de octubre de 1975","Gloucester","/wiki/Gloucester",NA,NA,NA,178,105,"Hooker",NA,"England"
"Q3378800","Phil Kearns","Phil Kearns","Philip Nicholas Kearns","27 de junio de 1967","Sídney","/wiki/S%C3%ADdney",NA,NA,NA,183,109,"Hooker",NA,"Australia"
"Q3378838","Phil Waugh","Phil Waugh","Philip Robert Waugh","22 de septiembre de 1979","Sídney","/wiki/S%C3%ADdney",NA,NA,NA,175,100,"3rd Row",NA,"Australia"
"Q3379342","Philippe Bernat-Salles","Philippe Bernat-Salles",NA,"17 de febrero de 1970","Pau","/wiki/Pau_(Pirineos_Atl%C3%A1nticos)",NA,NA,NA,180,80,"Winger",NA,"France"
"Q3380687","Philippe Saint-André","Philippe Saint-André","Philippe Georges Saint-André","19 de abril de 1967","Romans-sur-Isère","/wiki/Romans-sur-Is%C3%A8re",NA,NA,NA,180,90,"Winger",NA,"France"
"Q3383662","Pierre Albaladejo","Pierre Albaladejo",NA,"14 de diciembre de 1933","Dax","/wiki/Dax",NA,NA,NA,180,85,"Fullback",NA,"France"
"Q3383935","Pierre Berbizier","Pierre Berbizier",NA,"17 de junio de 1958","Saint-Gaudens","/wiki/Saint-Gaudens",NA,NA,NA,169,70,"Scrum-Half",NA,"France"
"Q3384623","Pierre Danos","Pierre Danos",NA,"4 de junio de 1929","Toulouse","/wiki/Toulouse","16 de enero de 2023","Béziers","/wiki/B%C3%A9ziers",175,76,"Scrum-Half",NA,"France"
"Q3387305","Pierre Villepreux","Pierre Villepreux",NA,"5 de julio de 1943","Arnac-Pompadour","/wiki/Arnac-Pompadour",NA,NA,NA,180,85,"Fullback",NA,"France"
"Q3388004","Pieter Hendriks","Pieter Hendriks",NA,"13 de abril de 1970","Provincia Septentrional del Cabo","/wiki/Provincia_Septentrional_del_Cabo",NA,NA,NA,183,86,"Winger",NA,"South Africa"
"Q3388026","Pieter Rossouw","Pieter Rossouw","Pieter Willem Gabriel Rossouw","3 de diciembre de 1971","Swellendam","/wiki/Swellendam",NA,NA,NA,193,94,"Winger",NA,"South Africa"
"Q3401755","Toby Faletau","Taulupe Faletau","Tangaki Taulupe Faletau","12 de noviembre de 1990","Ha'apai","/wiki/Ha%27apai",NA,NA,NA,187,110,"Number 8",NA,"Tonga"
"Q3403741","Rhys Priestland","Rhys Priestland",NA,"9 de enero de 1987","Carmarthen","/wiki/Carmarthen",NA,NA,NA,188,95,"Fly-Half",NA,"United Kingdom"
"Q3411871","Pépito Elhorga","Pépito Elhorga",NA,"6 de enero de 1978","Agboville","/wiki/Agboville",NA,NA,NA,178,85,"Fullback",NA,"Ivory Coast"
"Q3417243","Rafael Madero","Rafael Madero","Rafael M. Madero","16 de julio de 1958","Buenos Aires","/wiki/Buenos_Aires",NA,NA,NA,180,85,"Centre",NA,"Argentina"
"Q3418242","Ralph Caulton","Ralph Caulton","Ralph Walter Caulton","10 de enero de 1937","Wellington","/wiki/Wellington","11 de junio de 2024","Stoke (",NA,181,77,"Winger",NA,"New Zealand"
"Q3418271","Ralph Keyes","Ralph Keyes","Ralph Patrick Keyes","1 de agosto de 1961","Cork","/wiki/Cork",NA,NA,NA,178,80,"Fly-Half",NA,"Ireland"
"Q3419243","Raoul Paoli","Raoul Paoli","Jacques Marie Lucien Raoul Simonpaoli","24 de noviembre de 1887","Courtalain","/wiki/Courtalain","23 de marzo de 1960","París","/wiki/Par%C3%ADs",NA,NA,NA,NA,NA
"Q3419402","Raphaël Bastide","Rafael Bastide","Rafael Bastide Gutiérrez","24 de noviembre de 1977","Guecho","/wiki/Guecho",NA,NA,NA,187,91,"3rd Row",NA,NA
"Q3420549","Ray Nelson","Ray Nelson","Raymond Brian Nelson","11 de junio de 1961",NA,NA,NA,NA,NA,NA,NA,"Fullback",NA,"United Kingdom"
"Q3428323","Reuben Thorne","Reuben Thorne","Reuben David Thorne","2 de enero de 1975","Christchurch","/wiki/Christchurch",NA,NA,NA,192,107,"2nd Row",NA,"New Zealand"
"Q3430269","Ricardo Le Fort","Ricardo Le Fort",NA,"13 de octubre de 1971","San Miguel de Tucumán","/wiki/San_Miguel_de_Tucum%C3%A1n",NA,NA,NA,180,110,"Hooker",NA,"Argentina"
"Q3430728","Richard Dourthe","Richard Dourthe",NA,"13 de diciembre de 1974","Dax","/wiki/Dax",NA,NA,NA,188,99,"Centre",NA,"France"
"Q3430866","Richard Hill","Richard Hill","Richard Anthony Hill","23 de mayo de 1973","Dormansland","/wiki/Dormansland",NA,NA,NA,188,108,"3rd Row",NA,"England"
"Q3430989","Richard Loe","Richard Loe","Richard Wyllie Loe","6 de abril de 1960","Christchurch","/wiki/Christchurch",NA,NA,NA,188,110,"Prop",NA,"New Zealand"
"Q3435056","James Baxter","James Baxter",NA,"8 de junio de 1870","Birkenhead","/wiki/Birkenhead","4 de julio de 1940","Birkenhead","/wiki/Birkenhead",NA,NA,NA,NA,NA
"Q3435545","Robert Jones","Robert Jones","Robert Nicholas Jones","10 de octubre de 1965","Glanamman","/w/index.php?title=Glanamman&action=edit&redlink=1",NA,NA,NA,173,77,"Scrum-Half",NA,"Wales"
"Q3436034","Robert Paparemborde","Robert Paparemborde",NA,"5 de julio de 1948","Ance","/wiki/Ance","18 de abril de 2001","Paris","/wiki/Paris",NA,NA,"Prop",NA,NA
"Q3436908","Roberto Diego Grau","Roberto Grau","Roberto Diego Grau","16 de julio de 1970","Mendoza","/wiki/Mendoza_(Argentina)",NA,NA,NA,182,108,"Prop",NA,"Argentina"
"Q3437048","Robin Brooke","Robin Brooke","Robin Matthew Brooke","10 de diciembre de 1966","Warkworth","/w/index.php?title=Warkworth_(Nueva_Zelanda)&action=edit&redlink=1",NA,NA,NA,197,109,"2nd Row",NA,"New Zealand"
"Q3438087","Rod Macqueen","Rod Macqueen","Roderick Ian Macqueen","31 de diciembre de 1949","Sídney","/wiki/S%C3%ADdney",NA,NA,NA,NA,NA,NA,NA,"Australia"
"Q3438107","Rod Snow","Rod Snow","Gerald Arthur Rod Snow","1 de mayo de 1970","Terranova y Labrador","/wiki/Terranova_y_Labrador",NA,NA,NA,180,115,"Prop",NA,"Canada"
"Q3438240","Rodney So'oialo","Rodney So'oialo",NA,"3 de octubre de 1979","Apia","/wiki/Apia",NA,NA,NA,190,112,"Number 8",NA,"Samoa"
"Q3438352","Rodolphe Modin","Rodolphe Modin",NA,"26 de marzo de 1959","Gennevilliers","/wiki/Gennevilliers",NA,NA,NA,177,80,"Scrum-Half",NA,"France"
"Q3438455","Rodrigo Crexell","Rodrigo Crexell","Rodrigo Hugo Crexell","5 de febrero de 1968","Rosario","/wiki/Rosario_(Argentina)",NA,NA,NA,NA,NA,"Scrum-Half",NA,"Argentina"
"Q3439040","Roger Gould","Roger Gould","Roger George Gould","4 de abril de 1957","Brisbane","/wiki/Brisbane",NA,NA,NA,188,90,"Fullback",NA,"Australia"
"Q3440712","Romain Martial","Romain Martial",NA,"13 de noviembre de 1984","Clermont-Ferrand","/wiki/Clermont-Ferrand",NA,NA,NA,195,100,"Winger",NA,"France"
"Q3441784","Ronnie Dawson","Ronnie Dawson","Alfred Ronald Dawson","5 de junio de 1932","Dublín","/wiki/Dubl%C3%ADn","11 de mayo de 2024",NA,NA,180,105,"Hooker",NA,"Ireland"
"Q3442046","Rory Kockott","Rory Kockott",NA,"25 de junio de 1986","East London","/wiki/East_London",NA,NA,NA,180,89,"Scrum-Half",NA,"South Africa"
"Q3442064","Rory Underwood","Rory Underwood",NA,"19 de junio de 1963","Middlesbrough","/wiki/Middlesbrough",NA,NA,NA,173,86,"Winger",NA,"England"
"Q3446467","Ruben Kruger","Ruben Kruger","Ruben Jacobus Kruger","30 de marzo de 1970","Provincia del Estado Libre","/wiki/Provincia_del_Estado_Libre","27 de enero de 2010","Pretoria","/wiki/Pretoria",188,100,"3rd Row",NA,"South Africa"
"Q3455995","Rémi Bonfils","Rémi Bonfils",NA,"26 de septiembre de 1988","París","/wiki/Par%C3%ADs",NA,NA,NA,178,100,"Hooker",NA,"France"
"Q3456142","Rémy Grosso","Rémy Grosso",NA,"4 de diciembre de 1988","Lyon","/wiki/Lyon",NA,NA,NA,189,103,"Winger",NA,"France"
"Q3470458","Sam Cane","Sam Cane","Samuel Jordan Cane","13 de enero de 1992","Rotorua","/wiki/Rotorua",NA,NA,NA,189,103,"3rd Row",NA,"New Zealand"
"Q3470471","Sam Cordingley","Sam Cordingley","Samuel John Cordingley","20 de marzo de 1976","Sídney","/wiki/S%C3%ADdney",NA,NA,NA,178,87,"Scrum-Half",NA,"Australia"
"Q3472873","Santiago Fernández","Santiago Fernández",NA,"28 de noviembre de 1985","Buenos Aires","/wiki/Buenos_Aires",NA,NA,NA,183,83,"Fly-Half; Centre",NA,NA
"Q3472877","Santiago Guzmán","Santiago Guzmán",NA,"11 de enero de 1989","San Miguel de Tucumán","/wiki/San_Miguel_de_Tucum%C3%A1n",NA,NA,NA,NA,NA,"2nd Row",NA,NA
"Q3475287","Schalk Brits","Schalk Brits","Schalk Burger Brits","16 de mayo de 1981","Empangeni","/w/index.php?title=Empangeni&action=edit&redlink=1",NA,NA,NA,182,100,"Hooker",NA,"South Africa"
"Q3476297","Scott Robertson","Scott Robertson","Scott Maurice Robertson","21 de agosto de 1974","Tauranga","/wiki/Tauranga",NA,NA,NA,190,109,"Number 8",NA,"New Zealand"
"Q3476309","Scott Spedding","Scott Spedding","Scott Leonard Spedding","4 de mayo de 1986","Krugersdorp","/wiki/Krugersdorp",NA,NA,NA,187,97,NA,NA,"South Africa"
"Q3476314","Scott Stewart","Scott Stewart","Douglas Scott Stewart","16 de enero de 1969","Vancouver","/wiki/Vancouver",NA,NA,NA,187,95,"Fullback",NA,"Canada"
"Q3476318","Scott Staniforth","Scott Staniforth","Scott Nicholas Gelling Staniforth","12 de diciembre de 1977","West Wyalong","/w/index.php?title=West_Wyalong&action=edit&redlink=1",NA,NA,NA,188,100,"Winger",NA,"Australia"
"Q3476709","Sean Cronin","Sean Cronin","Seán M. Cronin","6 de mayo de 1986","Limerick","/wiki/Limerick",NA,NA,NA,181,105,"Hooker",NA,"Ireland"
"Q3476744","Sean Maitland","Sean Maitland","Sean Daniel Maitland","14 de septiembre de 1988","Tokoroa","/w/index.php?title=Tokoroa&action=edit&redlink=1",NA,NA,NA,189,97,"Winger; Fullback",NA,"New Zealand"
"Q3476884","Sebastián Salvat","Sebastián Salvat",NA,"05 de abril de 1967","Buenos Aires","/wiki/Buenos_Aires",NA,NA,NA,181,85,"Fullback; Centre",NA,"Argentina"
"Q3479112","Serafín Dengra","Serafín Dengra",NA,"21 de septiembre de 1960",NA,NA,NA,NA,NA,185,100,"Prop",NA,"Argentina"
"Q3479139","Seremaia Bai","Seremaia Bai","Seremaia Baïkeinuku","4 de enero de 1979","Nausori","/wiki/Nausori",NA,NA,NA,187,100,"Centre",NA,"Fiji"
"Q3479690","Sergio Souto Vidal","Sergio Souto","Sergio Souto Vidal","4 de noviembre de 1976","Oviedo","/wiki/Oviedo",NA,NA,NA,194,111,"Flanker",NA,NA
"Q3479696","Sergio Valdés","Sergio Valdés",NA,"17 de septiembre de 1978","Santiago de Chile","/wiki/Santiago_de_Chile",NA,NA,NA,194,110,"2nd Row",NA,NA
"Q3480830","Severo Koroduadua Waqanibau","Severo Koroduadua","Severo Koroduadua Waqanibau","22 de diciembre de 1960","Kadavu","/wiki/Kadavu",NA,NA,NA,186,90,"Fullback",NA,"Fiji"
"Q3481360","Shane Geraghty","Shane Geraghty","Shane Joseph James Geraghty","12 de agosto de 1986","Coventry","/wiki/Coventry",NA,NA,NA,180,90,"Fly-Half",NA," England"
"Q3482545","Shota Horie","Shota Horie",NA,"21 de enero de 1986","Suita","/wiki/Suita_(Osaka)",NA,NA,NA,180,104,"Hooker",NA,"Japon"
"Q3484246","Simon Culhane","Simon Culhane","Simon David Culhane","10 de marzo de 1968","Invercargill","/wiki/Invercargill",NA,NA,NA,175,90,"Fly-Half",NA,"New Zealand"
"Q3484266","Simon Easterby","Simon Easterby","Simon Henry Easterby","21 de julio de 1975","Harrogate","/wiki/Harrogate",NA,NA,NA,193,100,"3rd Row",NA,"England"
"Q3484300","Simon Hodgkinson","Simon Hodgkinson","Simon David Hodgkinson","15 de diciembre de 1962","South Gloucestershire","/wiki/South_Gloucestershire",NA,NA,NA,180,85,"Fullback",NA,"England"
"Q3484422","Simon Poidevin","Simon Poidevin","Simon Paul Poidevin","31 de octubre de 1958","Goulburn","/wiki/Goulburn",NA,NA,NA,185,90,"3rd Row",NA,"Australia"
"Q3485246","Sireli Bobo","Sireli Bobo","Isireli Bobo","28 de enero de 1976","Ra","/wiki/Ra_(Fiyi)",NA,NA,NA,190,99,"Winger",NA,"Fiji"
"Q3487294","Soane Tonga'uiha","Soane Tonga'uiha","Soane Longopoa Tonga'uiha","21 de enero de 1982","Houma","/wiki/Houma",NA,NA,NA,191,131,"Prop",NA,"Tonga"
"Q3488842","Sofiane Guitoune","Sofiane Guitoune",NA,"27 de marzo de 1989","Argel","/wiki/Argel",NA,NA,NA,184,97,NA,NA,"Algeria"
"Q3491217","Sorin Socol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q3498108","Stelian Burcea","Stelian Burcea","Sandu Stelian Burcea","7 de octubre de 1983","Pitesti","/wiki/Pitesti",NA,NA,NA,193,102,"2nd Row; Number 8",NA,"Romania"
"Q3498501","Stephen Bachop","Stephen Bachop","Stephen John Bachop","2 de abril de 1966","Christchurch","/wiki/Christchurch",NA,NA,NA,178,92,"Fly-Half",NA,"New Zealand"
"Q3499015","Steve McDowall","Steve McDowall","Steven Clark McDowall","27 de agosto de 1961","Rotorua","/wiki/Rotorua",NA,NA,NA,182,102,"Prop",NA,"New Zealand"
"Q3499139","Steve Thompson","Steve Thompson","Steve Geoffrey Thompson","15 de julio de 1978","Hemel Hempstead","/wiki/Hemel_Hempstead",NA,NA,NA,188,118,"Hooker",NA,"England"
"Q3499146","Steve Tuynman","Steve Tuynman","Steven Norman Tuynman","30 de mayo de 1963","Sídney","/wiki/S%C3%ADdney",NA,NA,NA,185,100,"Number 8",NA,"Australia"
"Q3500777","Stuart Abbott","Stuart Abbott","Stuart Richard Abbott","3 de junio de 1978","Ciudad del Cabo","/wiki/Ciudad_del_Cabo",NA,NA,NA,182,89,"Centre",NA,"South Africa"
"Q3500807","Stuart Hogg","Stuart Hogg","Stuart William Hogg","24 de junio de 1992","Melrose","/wiki/Melrose_(Scottish_Borders)",NA,NA,NA,180,93,"Fullback",NA,"Scotland"
"Q3507096","Sylvain Nicolas","Sylvain Nicolas",NA,"21 de junio de 1987","Bourgoin-Jallieu","/wiki/Bourgoin-Jallieu",NA,NA,NA,188,102,"3rd Row",NA,"France"
"Q3510306","Sébastien Rouet","Sébastien Rouet","Sébastien Patricio Rouet Piffard","19 de febrero de 1985","Bayona","/wiki/Bayona_(Francia)",NA,NA,NA,171,70,"Scrum-Half",NA,NA
